10	N05CA06	SECOBARBITAL	28:24.0	BARBITURATES
14966			92:02.00*	HOMEOPATHIC PRODUCTS
14967			92:02.00*	HOMEOPATHIC PRODUCTS
14968			92:02.00*	HOMEOPATHIC PRODUCTS
14969			92:02.00*	HOMEOPATHIC PRODUCTS
14970			92:02.00*	HOMEOPATHIC PRODUCTS
14971			92:02.00*	HOMEOPATHIC PRODUCTS
14972			92:02.00*	HOMEOPATHIC PRODUCTS
14973			92:02.00*	HOMEOPATHIC PRODUCTS
14975			92:02.00*	HOMEOPATHIC PRODUCTS
14976			92:02.00*	HOMEOPATHIC PRODUCTS
14977			92:02.00*	HOMEOPATHIC PRODUCTS
14978			92:02.00*	HOMEOPATHIC PRODUCTS
14979			92:02.00*	HOMEOPATHIC PRODUCTS
14980			92:02.00*	HOMEOPATHIC PRODUCTS
14981			92:02.00*	HOMEOPATHIC PRODUCTS
14982			92:02.00*	HOMEOPATHIC PRODUCTS
14983			92:02.00*	HOMEOPATHIC PRODUCTS
14984			92:02.00*	HOMEOPATHIC PRODUCTS
14985	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
14986	A11CB	VITAMIN A AND D IN COMBINATION	88:04.01*	VITAMIN A AND D
14987	D02AB	ZINC PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
14988	D10AB02	SULPHUR	24:28.0	KERATOLYTIC AGENTS
14989	N01BB52	"LIDOCAINE, COMBINATIONS"	12:00.0	LOCAL ANESTHETICS
1499	N05BA04	OXAZEPAM	28:24.1	BENZODIAZEPINES
14990	A11BA	"MULTIVITAMINS, PLAIN"	28:28.0	MULTIVITAMIN PREPARATIONS
14991	A11AA01	MULTIVITAMINS AND IRON	88:28.01*	VITAMINS & MINERALS
14992	A11BA	"MULTIVITAMINS, PLAIN"	28:28.0	MULTIVITAMIN PREPARATIONS
14993			92:02.00*	HOMEOPATHIC PRODUCTS
14994			92:02.00*	HOMEOPATHIC PRODUCTS
14995			92:02.00*	HOMEOPATHIC PRODUCTS
14996			92:02.00*	HOMEOPATHIC PRODUCTS
14997			92:02.00*	HOMEOPATHIC PRODUCTS
14998			92:02.00*	HOMEOPATHIC PRODUCTS
14999			92:02.00*	HOMEOPATHIC PRODUCTS
150	C01AA05	DIGOXIN	24:04.0	CARDIAC DRUGS
15000			92:02.00*	HOMEOPATHIC PRODUCTS
15005	V03AN01	OXYGEN	32:00.0	MISCELLANEOUS THERAPEUTIC AGENTS
15009			92:02.00*	HOMEOPATHIC PRODUCTS
15010			92:02.00*	HOMEOPATHIC PRODUCTS
15011			92:02.00*	HOMEOPATHIC PRODUCTS
15012			92:02.00*	HOMEOPATHIC PRODUCTS
15013			92:02.00*	HOMEOPATHIC PRODUCTS
15014			92:02.00*	HOMEOPATHIC PRODUCTS
15015			92:02.00*	HOMEOPATHIC PRODUCTS
15016			92:02.00*	HOMEOPATHIC PRODUCTS
15017			92:02.00*	HOMEOPATHIC PRODUCTS
15019			92:02.00*	HOMEOPATHIC PRODUCTS
15021			92:02.00*	HOMEOPATHIC PRODUCTS
15022			92:02.00*	HOMEOPATHIC PRODUCTS
15023			92:02.00*	HOMEOPATHIC PRODUCTS
15024			92:02.00*	HOMEOPATHIC PRODUCTS
15025			92:02.00*	HOMEOPATHIC PRODUCTS
15026			92:02.00*	HOMEOPATHIC PRODUCTS
15027			92:02.00*	HOMEOPATHIC PRODUCTS
15028			92:02.00*	HOMEOPATHIC PRODUCTS
15029			92:02.00*	HOMEOPATHIC PRODUCTS
15030			92:02.00*	HOMEOPATHIC PRODUCTS
15031			92:02.00*	HOMEOPATHIC PRODUCTS
15032			92:02.00*	HOMEOPATHIC PRODUCTS
15033			92:02.00*	HOMEOPATHIC PRODUCTS
15034			92:02.00*	HOMEOPATHIC PRODUCTS
15036			92:02.00*	HOMEOPATHIC PRODUCTS
15037			92:02.00*	HOMEOPATHIC PRODUCTS
15038			92:02.00*	HOMEOPATHIC PRODUCTS
15039			92:02.00*	HOMEOPATHIC PRODUCTS
15040			92:02.00*	HOMEOPATHIC PRODUCTS
15041			92:02.00*	HOMEOPATHIC PRODUCTS
15042			92:02.00*	HOMEOPATHIC PRODUCTS
15043			92:02.00*	HOMEOPATHIC PRODUCTS
15044			92:02.00*	HOMEOPATHIC PRODUCTS
15045			92:02.00*	HOMEOPATHIC PRODUCTS
15046			92:02.00*	HOMEOPATHIC PRODUCTS
15047			92:02.00*	HOMEOPATHIC PRODUCTS
15048			92:02.00*	HOMEOPATHIC PRODUCTS
15049			92:02.00*	HOMEOPATHIC PRODUCTS
1505	C02AB02	METHYLDOPA (RACEMIC)	24:08.2	CENTRAL ALPHA-AGONISTS
15050			92:02.00*	HOMEOPATHIC PRODUCTS
15051			92:02.00*	HOMEOPATHIC PRODUCTS
15052			92:02.00*	HOMEOPATHIC PRODUCTS
15053			92:02.00*	HOMEOPATHIC PRODUCTS
15054			92:02.00*	HOMEOPATHIC PRODUCTS
15055			92:02.00*	HOMEOPATHIC PRODUCTS
15056			92:02.00*	HOMEOPATHIC PRODUCTS
15057			92:02.00*	HOMEOPATHIC PRODUCTS
15058			92:02.00*	HOMEOPATHIC PRODUCTS
1506	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
15060			92:02.00*	HOMEOPATHIC PRODUCTS
15061			92:02.00*	HOMEOPATHIC PRODUCTS
15062			92:02.00*	HOMEOPATHIC PRODUCTS
15063			92:02.00*	HOMEOPATHIC PRODUCTS
15064			92:02.00*	HOMEOPATHIC PRODUCTS
15065			92:02.00*	HOMEOPATHIC PRODUCTS
15066			92:02.00*	HOMEOPATHIC PRODUCTS
15067			92:02.00*	HOMEOPATHIC PRODUCTS
15068			92:02.00*	HOMEOPATHIC PRODUCTS
15069			92:02.00*	HOMEOPATHIC PRODUCTS
1507	A11EX	"VITAMIN B-COMPLEX, OTHER COMBINATIONS"	88:28.01*	VITAMINS & MINERALS
15070			92:02.00*	HOMEOPATHIC PRODUCTS
15071			92:02.00*	HOMEOPATHIC PRODUCTS
15072			92:02.00*	HOMEOPATHIC PRODUCTS
15073			92:02.00*	HOMEOPATHIC PRODUCTS
15074			92:02.00*	HOMEOPATHIC PRODUCTS
15075			92:02.00*	HOMEOPATHIC PRODUCTS
15077			92:02.00*	HOMEOPATHIC PRODUCTS
15079			92:02.00*	HOMEOPATHIC PRODUCTS
15080			92:02.00*	HOMEOPATHIC PRODUCTS
15081			92:02.00*	HOMEOPATHIC PRODUCTS
15082			92:02.00*	HOMEOPATHIC PRODUCTS
15083			92:02.00*	HOMEOPATHIC PRODUCTS
15084			92:02.00*	HOMEOPATHIC PRODUCTS
15085			92:02.00*	HOMEOPATHIC PRODUCTS
15086			92:02.00*	HOMEOPATHIC PRODUCTS
15088			92:02.00*	HOMEOPATHIC PRODUCTS
15089			92:02.00*	HOMEOPATHIC PRODUCTS
1509	N07BB02	CALCIUM CARBIMIDE	32:00.0	MISCELLANEOUS THERAPEUTIC AGENTS
15090			92:02.00*	HOMEOPATHIC PRODUCTS
15091			92:02.00*	HOMEOPATHIC PRODUCTS
15092			92:02.00*	HOMEOPATHIC PRODUCTS
15093			92:02.00*	HOMEOPATHIC PRODUCTS
15095			92:02.00*	HOMEOPATHIC PRODUCTS
15096			92:02.00*	HOMEOPATHIC PRODUCTS
15097			92:02.00*	HOMEOPATHIC PRODUCTS
15099			92:02.00*	HOMEOPATHIC PRODUCTS
151	J01CE08	BENZATHINE BENZYLPENICILLIN	08:12.16.04	NATURAL PENICILLINS
1510	S01AA07	FRAMYCETIN	52:04.0	ANTIBACTERIALS
15100	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS
15102	C01EB09	UBIDECARENONE	88:30.00*	OTHER NUTRITIONAL AGENTS
15103	A12CB02	ZINC GLUCONATE	88:29.00*	MINERALS
15109	N02AJ18	OXYCODONE AND ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES
15109	N02AJ18	OXYCODONE AND ACETYLSALICYLIC ACID	28:08.1	OPIATE AGONISTS
1511	D05AA	TARS	24:32.0	KERATOPLASTIC AGENTS
15110	C09AA05	RAMIPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
15111	C09AA05	RAMIPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
15112	C09AA05	RAMIPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
15113	C09AA05	RAMIPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
15114	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
15116	A06AC01	ISPAGHULA (PSYLLA SEEDS)	56:12.0	CATHARTICS AND LAXATIVES
15117	A03FA02	CISAPRIDE	56:32.0	PROKINETIC AGENTS
15119			92:02.00*	HOMEOPATHIC PRODUCTS
1512	J01CE02	PHENOXYMETHYLPENICILLIN	08:12.16.04	NATURAL PENICILLINS
15121	R03CC02	SALBUTAMOL	12:12.0	SYMPATHOMIMETIC (ADRENERGIC) AGENTS
15122	R03AC02	SALBUTAMOL	12:12.08.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS
15123	R03AC02	SALBUTAMOL	12:12.08.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS
15124	R03CC02	SALBUTAMOL	12:12.08.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS
15125	R03AC02	SALBUTAMOL	12:12.08.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS
15126	C01BA01	QUINIDINE	24:04.04.04	CLASS IA ANTIARRYTHMICS
15127			92:02.00*	HOMEOPATHIC PRODUCTS
15129			92:02.00*	HOMEOPATHIC PRODUCTS
1513	J01CE02	PHENOXYMETHYLPENICILLIN	08:12.16.04	NATURAL PENICILLINS
15130			92:02.00*	HOMEOPATHIC PRODUCTS
15131			92:02.00*	HOMEOPATHIC PRODUCTS
15132			92:02.00*	HOMEOPATHIC PRODUCTS
15133			92:02.00*	HOMEOPATHIC PRODUCTS
15134			92:02.00*	HOMEOPATHIC PRODUCTS
15136			92:02.00*	HOMEOPATHIC PRODUCTS
15137			92:02.00*	HOMEOPATHIC PRODUCTS
15138			92:02.00*	HOMEOPATHIC PRODUCTS
15139			92:02.00*	HOMEOPATHIC PRODUCTS
1514	D11AC06	POVIDONE-IODINE	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
15140	R05DA09	DEXTROMETHORPHAN	48:08.0	ANTITUSSIVES
15141			92:02.00*	HOMEOPATHIC PRODUCTS
15142			92:02.00*	HOMEOPATHIC PRODUCTS
15143			92:02.00*	HOMEOPATHIC PRODUCTS
15144			92:02.00*	HOMEOPATHIC PRODUCTS
15145			92:02.00*	HOMEOPATHIC PRODUCTS
15146			92:02.00*	HOMEOPATHIC PRODUCTS
15147			92:02.00*	HOMEOPATHIC PRODUCTS
15148	D02AC	SOFT PARAFFIN AND FAT PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
15150	C07AB03	ATENOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
15151	C07AB03	ATENOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
15152	J01CF02	CLOXACILLIN	08:12.16.12	PENICILLINASE-RESISTANT PENICILLINS
15153	J01CF02	CLOXACILLIN	08:12.16.12	PENICILLINASE-RESISTANT PENICILLINS
15154	M01AB05	DICLOFENAC	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS
15155	M01AB05	DICLOFENAC	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS
15156	J01CA01	AMPICILLIN	08:12.16.08	AMINOPENICILLINS
15157	J01CA01	AMPICILLIN	08:12.16.08	AMINOPENICILLINS
15159	A11CA02	BETA-CAROTENE	28:04.0	VITAMIN A
15160	A11JA	COMBINATIONS OF VITAMINS	28:28.0	MULTIVITAMIN PREPARATIONS
15162	L02AE01	BUSERELIN	32:00.0	MISCELLANEOUS THERAPEUTIC AGENTS
15164	P01BA01	CHLOROQUINE	08:30.1	ANTIMALARIALS
15165	A12AA04	CALCIUM CARBONATE	40:12.0	REPLACEMENT PREPARATIONS
15166	C07AA05	PROPRANOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
15167	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
15168	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS
15169	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS
1517	D08AG02	POVIDONE-IODINE	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
15170			92:02.00*	HOMEOPATHIC PRODUCTS
15171	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
15174			38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
15175			88:28.01*	VITAMINS & MINERALS
15178	C07BA05	PROPRANOLOL AND THIAZIDES	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
15178	C07BA05	PROPRANOLOL AND THIAZIDES	40:28.2	THIAZIDE DIURETICS
15179	A12AX	"CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS"	88:28.01*	VITAMINS & MINERALS
1518	D08AX05	ISOPROPANOL	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
15180	C07BA05	PROPRANOLOL AND THIAZIDES	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
15180	C07BA05	PROPRANOLOL AND THIAZIDES	40:28.2	THIAZIDE DIURETICS
15181	G03CA57	CONJUGATED ESTROGENS	08:16.0	ESTROGENS
15182	R05DA03	HYDROCODONE	48:08.0	ANTITUSSIVES
15185			92:02.00*	HOMEOPATHIC PRODUCTS
15186			92:02.00*	HOMEOPATHIC PRODUCTS
15187			92:02.00*	HOMEOPATHIC PRODUCTS
15188			92:02.00*	HOMEOPATHIC PRODUCTS
1519	A16AX	VARIOUS ALIMENTARY TRACT AND METABOLISM PRODUCTS	56:24.0	LIPOTROPIC AGENTS
15190			92:02.00*	HOMEOPATHIC PRODUCTS
15191			92:02.00*	HOMEOPATHIC PRODUCTS
15192			92:02.00*	HOMEOPATHIC PRODUCTS
15193			92:02.00*	HOMEOPATHIC PRODUCTS
15194			92:02.00*	HOMEOPATHIC PRODUCTS
15195			92:02.00*	HOMEOPATHIC PRODUCTS
15196			92:02.00*	HOMEOPATHIC PRODUCTS
15198			92:02.00*	HOMEOPATHIC PRODUCTS
15199			92:02.00*	HOMEOPATHIC PRODUCTS
152	J01CE08	BENZATHINE BENZYLPENICILLIN	08:12.16.04	NATURAL PENICILLINS
1520	A11BA	"MULTIVITAMINS, PLAIN"	28:28.0	MULTIVITAMIN PREPARATIONS
15200			92:02.00*	HOMEOPATHIC PRODUCTS
15203	R05FA02	OPIUM DERIVATIVES AND EXPECTORANTS	48:08.0	ANTITUSSIVES
15206	J01DB04	CEFAZOLIN	08:12.06.04	FIRST GENERATION CEPHALOSPORINS
1521	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS
15212	N05AB06	TRIFLUOPERAZINE	28:16.08.24	PHENOTHIAZINES
15213	N05AB06	TRIFLUOPERAZINE	28:16.08.24	PHENOTHIAZINES
15214	N05AB06	TRIFLUOPERAZINE	28:16.08.24	PHENOTHIAZINES
15215	A03CA01	ISOPROPAMIDE AND PSYCHOLEPTICS	12:08.1	ANTIMUSCARINICS ANTISPASMODICS
15215	A03CA01	ISOPROPAMIDE AND PSYCHOLEPTICS	28:16.08.24	PHENOTHIAZINES
15216	A03CA01	ISOPROPAMIDE AND PSYCHOLEPTICS	12:08.1	ANTIMUSCARINICS ANTISPASMODICS
15216	A03CA01	ISOPROPAMIDE AND PSYCHOLEPTICS	28:16.08.24	PHENOTHIAZINES
15217	A03CA01	ISOPROPAMIDE AND PSYCHOLEPTICS	12:08.1	ANTIMUSCARINICS ANTISPASMODICS
15217	A03CA01	ISOPROPAMIDE AND PSYCHOLEPTICS	28:16.08.24	PHENOTHIAZINES
15218	A07EC02	MESALAZINE	56:36.0	ANTI-INFLAMMATORY AGENTS
15219	R01BA51	"PHENYLPROPANOLAMINE, COMBINATIONS"	04:04.2	PROPYLAMINE DERIVATIVES
15219	R01BA51	"PHENYLPROPANOLAMINE, COMBINATIONS"	12:12.0	SYMPATHOMIMETIC (ADRENERGIC) AGENTS
1522	A11GA01	ASCORBIC ACID (VIT C)	28:12.0	VITAMIN C
15220	A02BA01	CIMETIDINE	56:28.1	HISTAMINE H2-ANTAGONISTS
15221	A02BA01	CIMETIDINE	56:28.1	HISTAMINE H2-ANTAGONISTS
15222	J01CA13	TICARCILLIN	08:12.16.16	EXTENDED-SPECTRUM PENICILLINS
15223	J01CA13	TICARCILLIN	08:12.16.16	EXTENDED-SPECTRUM PENICILLINS
15224	J01CR03	TICARCILLIN AND ENZYME INHIBITOR	08:12.16.16	EXTENDED-SPECTRUM PENICILLINS
15226	A08AA01	PHENTERMINE	28:20.08.04	Amphetamine Derivatives
15228			84:92.00	MISC. SKIN AND MUCOUS MEMBRANE AGENTS
1523	A11GA01	ASCORBIC ACID (VIT C)	28:12.0	VITAMIN C
15232	D08AE04	TRICLOSAN	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
15233	R05DA20	COMBINATIONS	04:04.2	PROPYLAMINE DERIVATIVES
15233	R05DA20	COMBINATIONS	48:08.0	ANTITUSSIVES
15234	A11JB	VITAMINS WITH MINERALS	88:28.01*	VITAMINS & MINERALS
15235	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
15236	A11GA01	ASCORBIC ACID (VIT C)	28:12.0	VITAMIN C
15238	V07AV	TECHNICAL DISINFECTANTS	38:00.0	DISINFECTANTS (FOR AGENTS USED ON OBJECT)
1524	A11GA01	ASCORBIC ACID (VIT C)	28:12.0	VITAMIN C
15241	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS
15243			92:01.00*	HERBS AND NATURAL PRODUCTS
15244			92:01.00*	HERBS AND NATURAL PRODUCTS
15245			92:01.00*	HERBS AND NATURAL PRODUCTS
15246	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS
15247	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	34:00.0	DENTAL AGENTS
15249	C08CA05	NIFEDIPINE	24:28.1	DIHYDROPYRIDINES
1525	P01BC01	QUININE	08:30.1	ANTIMALARIALS
15250	P02CX01	PYRVINIUM	08:08.0	ANTHELMINTICS
15251	A02AF02	ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS	56:04.0	ANTACIDS AND ADSORBENTS
15252	R01BA52	"PSEUDOEPHEDRINE, COMBINATIONS"	04:04.0	ETHANOLAMINE DERIVATIVES
15252	R01BA52	"PSEUDOEPHEDRINE, COMBINATIONS"	12:12.0	SYMPATHOMIMETIC (ADRENERGIC) AGENTS
15253	S01ED01	TIMOLOL	52:40.1	BETA-ADRENERGIC AGENTS
15254	S01ED01	TIMOLOL	52:40.1	BETA-ADRENERGIC AGENTS
15255	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS
1526	P01BC01	QUININE	08:30.1	ANTIMALARIALS
15260	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	34:00.0	DENTAL AGENTS
15261			92:02.00*	HOMEOPATHIC PRODUCTS
15263			92:02.00*	HOMEOPATHIC PRODUCTS
15264			92:02.00*	HOMEOPATHIC PRODUCTS
15265			92:02.00*	HOMEOPATHIC PRODUCTS
15267			92:02.00*	HOMEOPATHIC PRODUCTS
15268			92:02.00*	HOMEOPATHIC PRODUCTS
1527	D10AA02	METHYLPREDNISOLONE	24:06.0	ANTI-INFLAMMATORY AGENTS
1527	D10AA02	METHYLPREDNISOLONE	24:28.0	KERATOLYTIC AGENTS
15270			92:02.00*	HOMEOPATHIC PRODUCTS
15271			92:02.00*	HOMEOPATHIC PRODUCTS
15273			92:02.00*	HOMEOPATHIC PRODUCTS
15274			92:02.00*	HOMEOPATHIC PRODUCTS
15275			92:02.00*	HOMEOPATHIC PRODUCTS
15277			92:02.00*	HOMEOPATHIC PRODUCTS
15278			92:02.00*	HOMEOPATHIC PRODUCTS
15279			92:02.00*	HOMEOPATHIC PRODUCTS
1528	H02AB07	PREDNISONE	08:04.0	ADRENALS
15280			92:02.00*	HOMEOPATHIC PRODUCTS
15282			92:02.00*	HOMEOPATHIC PRODUCTS
15283			92:02.00*	HOMEOPATHIC PRODUCTS
15284			92:02.00*	HOMEOPATHIC PRODUCTS
15286			92:02.00*	HOMEOPATHIC PRODUCTS
15288			92:02.00*	HOMEOPATHIC PRODUCTS
15289			92:02.00*	HOMEOPATHIC PRODUCTS
1529	S01FA01	ATROPINE	52:24.0	MYDRIATICS
15290			92:02.00*	HOMEOPATHIC PRODUCTS
15291			92:02.00*	HOMEOPATHIC PRODUCTS
15292			92:02.00*	HOMEOPATHIC PRODUCTS
15293			92:02.00*	HOMEOPATHIC PRODUCTS
15294			92:02.00*	HOMEOPATHIC PRODUCTS
15295			92:02.00*	HOMEOPATHIC PRODUCTS
15297			92:02.00*	HOMEOPATHIC PRODUCTS
15298			92:02.00*	HOMEOPATHIC PRODUCTS
15299			92:02.00*	HOMEOPATHIC PRODUCTS
153	J01CE01	BENZYLPENICILLIN	08:12.16.04	NATURAL PENICILLINS
15301			92:02.00*	HOMEOPATHIC PRODUCTS
15302			92:02.00*	HOMEOPATHIC PRODUCTS
15303			92:02.00*	HOMEOPATHIC PRODUCTS
15304			92:02.00*	HOMEOPATHIC PRODUCTS
15305			92:02.00*	HOMEOPATHIC PRODUCTS
15306			92:02.00*	HOMEOPATHIC PRODUCTS
15307			92:02.00*	HOMEOPATHIC PRODUCTS
15308			92:02.00*	HOMEOPATHIC PRODUCTS
15309			92:02.00*	HOMEOPATHIC PRODUCTS
1531	S01AB04	SULFACETAMIDE	52:04.0	ANTIBACTERIALS
15310			92:02.00*	HOMEOPATHIC PRODUCTS
15311			92:02.00*	HOMEOPATHIC PRODUCTS
15312			92:02.00*	HOMEOPATHIC PRODUCTS
15313			92:02.00*	HOMEOPATHIC PRODUCTS
15314			92:02.00*	HOMEOPATHIC PRODUCTS
15315			92:02.00*	HOMEOPATHIC PRODUCTS
15316			92:02.00*	HOMEOPATHIC PRODUCTS
15317			92:02.00*	HOMEOPATHIC PRODUCTS
1532	A02AD01	ORDINARY SALT COMBINATIONS	56:04.0	ANTACIDS AND ADSORBENTS
15320			92:02.00*	HOMEOPATHIC PRODUCTS
15321			92:02.00*	HOMEOPATHIC PRODUCTS
15324			92:02.00*	HOMEOPATHIC PRODUCTS
15325			92:02.00*	HOMEOPATHIC PRODUCTS
15326			92:02.00*	HOMEOPATHIC PRODUCTS
15327			92:02.00*	HOMEOPATHIC PRODUCTS
15328			92:02.00*	HOMEOPATHIC PRODUCTS
15329			92:02.00*	HOMEOPATHIC PRODUCTS
1533	A11HA03	TOCOPHEROL (VIT E)	28:20.0	VITAMIN E
15331			92:02.00*	HOMEOPATHIC PRODUCTS
15332			92:02.00*	HOMEOPATHIC PRODUCTS
15333			92:02.00*	HOMEOPATHIC PRODUCTS
15334			92:02.00*	HOMEOPATHIC PRODUCTS
15335			92:02.00*	HOMEOPATHIC PRODUCTS
15336			92:02.00*	HOMEOPATHIC PRODUCTS
15337			92:02.00*	HOMEOPATHIC PRODUCTS
15338			92:02.00*	HOMEOPATHIC PRODUCTS
15339			92:02.00*	HOMEOPATHIC PRODUCTS
1534	A11JC	"VITAMINS, OTHER COMBINATIONS"	40:20.0	CALORIC AGENTS
1534	A11JC	"VITAMINS, OTHER COMBINATIONS"	28:16.0	VITAMIN D
15340			92:02.00*	HOMEOPATHIC PRODUCTS
15341			92:02.00*	HOMEOPATHIC PRODUCTS
15342			92:02.00*	HOMEOPATHIC PRODUCTS
15343			92:02.00*	HOMEOPATHIC PRODUCTS
15345			92:02.00*	HOMEOPATHIC PRODUCTS
15346			92:02.00*	HOMEOPATHIC PRODUCTS
15348			92:02.00*	HOMEOPATHIC PRODUCTS
15349			92:02.00*	HOMEOPATHIC PRODUCTS
1535	G01AX11	POVIDONE-IODINE	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
15350			92:02.00*	HOMEOPATHIC PRODUCTS
15351			92:02.00*	HOMEOPATHIC PRODUCTS
15352			92:02.00*	HOMEOPATHIC PRODUCTS
15354			92:02.00*	HOMEOPATHIC PRODUCTS
15356			92:02.00*	HOMEOPATHIC PRODUCTS
15357			92:02.00*	HOMEOPATHIC PRODUCTS
15359			92:02.00*	HOMEOPATHIC PRODUCTS
15360			92:02.00*	HOMEOPATHIC PRODUCTS
15361			92:02.00*	HOMEOPATHIC PRODUCTS
15362			92:02.00*	HOMEOPATHIC PRODUCTS
15363			92:02.00*	HOMEOPATHIC PRODUCTS
15364			92:02.00*	HOMEOPATHIC PRODUCTS
15365			92:02.00*	HOMEOPATHIC PRODUCTS
15366			92:02.00*	HOMEOPATHIC PRODUCTS
15367			92:02.00*	HOMEOPATHIC PRODUCTS
15369			92:02.00*	HOMEOPATHIC PRODUCTS
15370			92:02.00*	HOMEOPATHIC PRODUCTS
15371			92:02.00*	HOMEOPATHIC PRODUCTS
15373			92:02.00*	HOMEOPATHIC PRODUCTS
15374			92:02.00*	HOMEOPATHIC PRODUCTS
15375			92:02.00*	HOMEOPATHIC PRODUCTS
15376			92:02.00*	HOMEOPATHIC PRODUCTS
15377			92:02.00*	HOMEOPATHIC PRODUCTS
15378			92:02.00*	HOMEOPATHIC PRODUCTS
15379			92:02.00*	HOMEOPATHIC PRODUCTS
15380			92:02.00*	HOMEOPATHIC PRODUCTS
15381			92:02.00*	HOMEOPATHIC PRODUCTS
15382			92:02.00*	HOMEOPATHIC PRODUCTS
15383			92:02.00*	HOMEOPATHIC PRODUCTS
15384			92:02.00*	HOMEOPATHIC PRODUCTS
15385			92:02.00*	HOMEOPATHIC PRODUCTS
15386			92:02.00*	HOMEOPATHIC PRODUCTS
15387			92:02.00*	HOMEOPATHIC PRODUCTS
15388			92:02.00*	HOMEOPATHIC PRODUCTS
15389			92:02.00*	HOMEOPATHIC PRODUCTS
15390			92:02.00*	HOMEOPATHIC PRODUCTS
15391			92:02.00*	HOMEOPATHIC PRODUCTS
15392			92:02.00*	HOMEOPATHIC PRODUCTS
15393			92:02.00*	HOMEOPATHIC PRODUCTS
15394			92:02.00*	HOMEOPATHIC PRODUCTS
15395			92:02.00*	HOMEOPATHIC PRODUCTS
15396			92:02.00*	HOMEOPATHIC PRODUCTS
15397			92:02.00*	HOMEOPATHIC PRODUCTS
15398			92:02.00*	HOMEOPATHIC PRODUCTS
15399			92:02.00*	HOMEOPATHIC PRODUCTS
154	N01AH05	ANILERIDINE	28:08.1	OPIATE AGONISTS
15400			92:02.00*	HOMEOPATHIC PRODUCTS
15401			92:02.00*	HOMEOPATHIC PRODUCTS
15402			92:02.00*	HOMEOPATHIC PRODUCTS
15403			92:02.00*	HOMEOPATHIC PRODUCTS
15404			92:02.00*	HOMEOPATHIC PRODUCTS
15405			92:02.00*	HOMEOPATHIC PRODUCTS
15406			92:02.00*	HOMEOPATHIC PRODUCTS
15407			92:02.00*	HOMEOPATHIC PRODUCTS
15408			92:02.00*	HOMEOPATHIC PRODUCTS
