"Site recode"	"Site Description"	"Histology"	"Histology Description"	"Histology/Behavior"	"Histology/Behavior Description"
"C209"	"RECTUM"	"857"	"ADENOCA. WITH METAPLASIA"	"8576/3"	"Hepatoid adenocarcinoma"
"C209"	"RECTUM"	"872"	"NEVI & MELANOMAS"	"8720/2"	"Melanoma in situ"
"C209"	"RECTUM"	"872"	"NEVI & MELANOMAS"	"8720/3"	"Malignant melanoma, NOS"
"C209"	"RECTUM"	"872"	"NEVI & MELANOMAS"	"8721/3"	"Nodular melanoma"
"C209"	"RECTUM"	"872"	"NEVI & MELANOMAS"	"8722/3"	"Balloon cell melanoma"
"C209"	"RECTUM"	"872"	"NEVI & MELANOMAS"	"8723/3"	"Malignant melanoma, regressing"
"C209"	"RECTUM"	"873"	"AMELANOTIC MELANOMA"	"8730/3"	"Amelanotic melanoma"
"C209"	"RECTUM"	"874"	"MAL. MEL. IN JUNCT. NEVUS"	"8743/3"	"Superficial spreading melanoma"
"C209"	"RECTUM"	"874"	"MAL. MEL. IN JUNCT. NEVUS"	"8745/3"	"Desmoplastic melanoma, malignant"
"C209"	"RECTUM"	"874"	"MAL. MEL. IN JUNCT. NEVUS"	"8746/3"	"Mucosal lentiginous melanoma"
"C209"	"RECTUM"	"876"	"MAL. MELAN. IN GIANT PIGMT. NEVUS"	"8761/3"	"Mal. melanoma in giant pigmented nevus"
"C209"	"RECTUM"	"877"	"EPITHELIOID CELL MELANOMA"	"8770/3"	"Mixed epithel. & spindle cell melanoma"
"C209"	"RECTUM"	"877"	"EPITHELIOID CELL MELANOMA"	"8771/3"	"Epithelioid cell melanoma"
"C209"	"RECTUM"	"877"	"EPITHELIOID CELL MELANOMA"	"8772/3"	"Spindle cell melanoma, NOS"
"C209"	"RECTUM"	"880"	"SARCOMA, NOS"	"8800/3"	"Sarcoma, NOS"
"C209"	"RECTUM"	"880"	"SARCOMA, NOS"	"8801/3"	"Spindle cell sarcoma"
"C209"	"RECTUM"	"880"	"SARCOMA, NOS"	"8802/3"	"Giant cell sarcoma"
"C209"	"RECTUM"	"880"	"SARCOMA, NOS"	"8803/3"	"Small cell sarcoma"
"C209"	"RECTUM"	"880"	"SARCOMA, NOS"	"8804/3"	"Epithelioid sarcoma"
"C209"	"RECTUM"	"880"	"SARCOMA, NOS"	"8805/3"	"Undifferentiated sarcoma"
"C209"	"RECTUM"	"880"	"SARCOMA, NOS"	"8806/3"	"Desmoplastic small round cell tumor"
"C209"	"RECTUM"	"881"	"FIBROMATOUS NEOPLASMS"	"8810/3"	"Fibrosarcoma, NOS"
"C209"	"RECTUM"	"881"	"FIBROMATOUS NEOPLASMS"	"8811/3"	"Fibromyxosarcoma"
"C209"	"RECTUM"	"881"	"FIBROMATOUS NEOPLASMS"	"8813/3"	"Fascial fibrosarcoma"
"C209"	"RECTUM"	"881"	"FIBROMATOUS NEOPLASMS"	"8814/3"	"Infantile fibrosarcoma"
"C209"	"RECTUM"	"881"	"FIBROMATOUS NEOPLASMS"	"8815/3"	"Solitary fibrous tumor, malignant"
"C209"	"RECTUM"	"882"	"SARCOMA, NOS"	"8825/3"	"Myofibroblastic sarcoma"
"C209"	"RECTUM"	"885"	"LIPOSARCOMA NEOPLASMS"	"8850/3"	"Liposarcoma, NOS"
"C209"	"RECTUM"	"885"	"LIPOSARCOMA NEOPLASMS"	"8851/3"	"Liposarcoma, well differentiated"
"C209"	"RECTUM"	"885"	"LIPOSARCOMA NEOPLASMS"	"8852/3"	"Myxoid liposarcoma"
"C209"	"RECTUM"	"885"	"LIPOSARCOMA NEOPLASMS"	"8853/3"	"Round cell liposarcoma"
"C209"	"RECTUM"	"885"	"LIPOSARCOMA NEOPLASMS"	"8854/3"	"Pleomorphic liposarcoma"
"C209"	"RECTUM"	"885"	"LIPOSARCOMA NEOPLASMS"	"8855/3"	"Mixed type liposarcoma"
"C209"	"RECTUM"	"885"	"LIPOSARCOMA NEOPLASMS"	"8857/3"	"Fibroblastic liposarcoma"
"C209"	"RECTUM"	"885"	"LIPOSARCOMA NEOPLASMS"	"8858/3"	"Dedifferentiated liposarcoma"
"C209"	"RECTUM"	"889"	"MYOMATOUS NEOPLASMS"	"8890/3"	"Leiomyosarcoma, NOS"
"C209"	"RECTUM"	"889"	"MYOMATOUS NEOPLASMS"	"8891/3"	"Epithelioid leiomyosarcoma"
"C209"	"RECTUM"	"889"	"MYOMATOUS NEOPLASMS"	"8894/3"	"Angiomyosarcoma"
"C209"	"RECTUM"	"889"	"MYOMATOUS NEOPLASMS"	"8895/3"	"Myosarcoma"
"C209"	"RECTUM"	"889"	"MYOMATOUS NEOPLASMS"	"8896/3"	"Myxoid leiomyosarcoma"
"C209"	"RECTUM"	"893"	"STROMAL SARCOMA"	"8934/3"	"Carcinofibroma"
"C209"	"RECTUM"	"893"	"STROMAL SARCOMA"	"8935/3"	"Stromal sarcoma, NOS"
"C209"	"RECTUM"	"893"	"STROMAL SARCOMA"	"8936/3"	"Gastrointestinal stromal sarcoma"
"C209"	"RECTUM"	"898"	"CARCINOSARCOMA, NOS"	"8980/3"	"Carcinosarcoma, NOS"
"C209"	"RECTUM"	"898"	"CARCINOSARCOMA, NOS"	"8981/3"	"Carcinosarcoma, embryonal type"
"C209"	"RECTUM"	"898"	"CARCINOSARCOMA, NOS"	"8982/3"	"Malignant myoepithelioma"
"C209"	"RECTUM"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9590/3"	"Malignant lymphoma, NOS"
"C209"	"RECTUM"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9591/3"	"Malignant lymphoma, non-Hodgkin"
"C209"	"RECTUM"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9596/3"	"Composite Hodgkin and non-Hodgkin lymphoma"
"C209"	"RECTUM"	"965"	"HODGKIN LYMPHOMA"	"9650/3"	"Hodgkin lymphoma, NOS"
"C209"	"RECTUM"	"965"	"HODGKIN LYMPHOMA"	"9651/3"	"Hodgkin lymphoma, lymphocyte-rich"
"C209"	"RECTUM"	"965"	"HODGKIN LYMPHOMA"	"9652/3"	"Hodgkin lymphoma, mixed cellularity, NOS"
"C209"	"RECTUM"	"965"	"HODGKIN LYMPHOMA"	"9653/3"	"Hodgkin lymphoma, lymphocytic deplet., NOS"
"C209"	"RECTUM"	"965"	"HODGKIN LYMPHOMA"	"9654/3"	"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis"
"C209"	"RECTUM"	"965"	"HODGKIN LYMPHOMA"	"9655/3"	"Hodgkin lymphoma, lymphocyt. deplet., reticular"
"C209"	"RECTUM"	"965"	"HODGKIN LYMPHOMA"	"9659/3"	"Hodgkin lymph., nodular lymphocyte predom."
"C209"	"RECTUM"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9661/3"	"Hodgkin granuloma [obs]"
"C209"	"RECTUM"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9662/3"	"Hodgkin sarcoma [obs]"
"C209"	"RECTUM"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9663/3"	"Hodgkin lymphoma, nodular sclerosis, NOS"
"C209"	"RECTUM"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9664/3"	"Hodgkin lymphoma, nod. scler., cellular phase"
"C209"	"RECTUM"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9665/3"	"Hodgkin lymphoma, nod. scler., grade 1"
"C209"	"RECTUM"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9667/3"	"Hodgkin lymphoma, nod. scler., grade 2"
"C209"	"RECTUM"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9670/3"	"ML, small B lymphocytic, NOS"
"C209"	"RECTUM"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9671/3"	"ML, lymphoplasmacytic"
"C209"	"RECTUM"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9673/3"	"Mantle cell lymphoma"
"C209"	"RECTUM"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9675/3"	"ML, mixed sm. and lg. cell, diffuse"
"C209"	"RECTUM"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9680/3"	"ML, large B-cell, diffuse"
"C209"	"RECTUM"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9684/3"	"ML, large B-cell, diffuse, immunoblastic, NOS"
"C209"	"RECTUM"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9687/3"	"Burkitt lymphoma, NOS"
"C209"	"RECTUM"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9688/3"	"T-cell histiocyte rich large B-cell lymphoma"
"C209"	"RECTUM"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9690/3"	"Follicular lymphoma, NOS"
"C209"	"RECTUM"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9691/3"	"Follicular lymphoma, grade 2"
"C209"	"RECTUM"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9695/3"	"Follicular lymphoma, grade 1"
"C209"	"RECTUM"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9698/3"	"Follicular lymphoma, grade 3"
"C209"	"RECTUM"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9699/3"	"Marginal zone B-cell lymphoma, NOS"
"C209"	"RECTUM"	"970"	"T-CELL LYMPHOMAS"	"9701/3"	"Sezary syndrome"
"C209"	"RECTUM"	"970"	"T-CELL LYMPHOMAS"	"9702/3"	"Mature T-cell lymphoma, NOS"
"C209"	"RECTUM"	"970"	"T-CELL LYMPHOMAS"	"9705/3"	"Angioimmunoblastic T-cell lymphoma"
"C209"	"RECTUM"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9712/3"	"Intravascular large B-cell lymphoma"
"C209"	"RECTUM"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9714/3"	"Anaplastic large cell lymphoma, T-cell and Null cell type"
"C209"	"RECTUM"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9717/3"	"Intestinal T-cell lymphoma"
"C209"	"RECTUM"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9719/3"	"NK/T-cell lymphoma, nasal and nasal-type"
"C209"	"RECTUM"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9724/3"	"SystemicEBV pos. T-cell lymphoproliferative disease of childhood"
"C209"	"RECTUM"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9727/3"	"Precursor cell lymphoblastic lymphoma, NOS"
"C209"	"RECTUM"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9728/3"	"Precursor B-cell lymphoblastic lymphoma"
"C209"	"RECTUM"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9729/3"	"Precursor T-cell lymphoblastic lymphoma"
"C209"	"RECTUM"	"973"	"PLASMA CELL TUMORS"	"9731/3"	"Plasmacytoma, NOS"
"C209"	"RECTUM"	"973"	"PLASMA CELL TUMORS"	"9734/3"	"Plasmacytoma, extramedullary"
"C209"	"RECTUM"	"973"	"PLASMA CELL TUMORS"	"9735/3"	"Plasmablastic lymphoma"
"C209"	"RECTUM"	"973"	"PLASMA CELL TUMORS"	"9737/3"	"ALK positive large B-cell lymphoma"
"C209"	"RECTUM"	"973"	"PLASMA CELL TUMORS"	"9738/3"	"Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ"
"C209"	"RECTUM"	"974"	"MAST CELL TUMORS"	"9740/3"	"Mast cell sarcoma"
"C209"	"RECTUM"	"974"	"MAST CELL TUMORS"	"9741/3"	"Malignant mastocytosis"
"C209"	"RECTUM"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9750/3"	"Malignant histiocytosis"
"C209"	"RECTUM"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9751/3"	"Langerhans cell histiocytosis, NOS"
"C209"	"RECTUM"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9754/3"	"Langerhans cell histiocytosis, disseminated"
"C209"	"RECTUM"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9755/3"	"Histiocytic sarcoma"
"C209"	"RECTUM"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9756/3"	"Langerhans cell sarcoma"
"C209"	"RECTUM"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9757/3"	"Interdigitating dendritic cell sarcoma"
"C209"	"RECTUM"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9758/3"	"Follicular dendritic cell sarcoma"
"C209"	"RECTUM"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9759/3"	"Fibroblastic reticular cell tumor"
"C209"	"RECTUM"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9811/3"	"B lymphoblastic leukemia/lymphoma, NOS"
"C209"	"RECTUM"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9812/3"	"Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1"
"C209"	"RECTUM"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9813/3"	"Leukemia/lymphoma with t(v;11q23);MLL rearranged"
"C209"	"RECTUM"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9814/3"	"Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)"
"C209"	"RECTUM"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9815/3"	"B lymphoblastic leukemia/lymphoma with hyperdiploidy"
"C209"	"RECTUM"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9816/3"	"Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)"
"C209"	"RECTUM"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9817/3"	"B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH"
"C209"	"RECTUM"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9818/3"	"Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)"
"C209"	"RECTUM"	"982"	"LYMPHOID LEUKEMIA, NOS"	"9823/3"	"Chronic lymphocytic leukemia/small lymphocytic lymphoma"
"C209"	"RECTUM"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9831/3"	"T-cell large granular lymphocytic leukemia"
"C209"	"RECTUM"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9837/3"	"T lymphoblastic leukemia/lymphoma"
"C209"	"RECTUM"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9965/3"	"Myeloid and lymphoid neoplasms with PDGFRB rearrangement"
"C209"	"RECTUM"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9967/3"	"Myeloid and lymphoid neoplasm with FGFR1 abnormalities"
"C209"	"RECTUM"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9971/3"	"Polymorphic PTLD"
"C209"	"RECTUM"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9975/3"	"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"800"	"NEOPLASM"	"8000/3"	"Neoplasm, malignant"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"800"	"NEOPLASM"	"8001/3"	"Tumor cells, malignant"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"800"	"NEOPLASM"	"8002/3"	"Malignant tumor, small cell type"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"800"	"NEOPLASM"	"8003/3"	"Malignant tumor, giant cell type"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"800"	"NEOPLASM"	"8004/3"	"Malignant tumor, spindle cell type"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"800"	"NEOPLASM"	"8005/3"	"Malignant tumor, clear cell type"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"801"	"CARCINOMA, NOS"	"8010/2"	"Carcinoma in situ, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"801"	"CARCINOMA, NOS"	"8010/3"	"Carcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"801"	"CARCINOMA, NOS"	"8011/3"	"Epithelioma, malignant"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"801"	"CARCINOMA, NOS"	"8012/3"	"Large cell carcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"801"	"CARCINOMA, NOS"	"8013/3"	"Large cell neuroendocrine carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"801"	"CARCINOMA, NOS"	"8014/3"	"Large cell carcinoma with rhabdoid phenotype"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"801"	"CARCINOMA, NOS"	"8015/3"	"Glassy cell carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"802"	"CARCINOMA, UNDIFF., NOS"	"8020/3"	"Carcinoma, undifferentiated type, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"802"	"CARCINOMA, UNDIFF., NOS"	"8021/3"	"Carcinoma, anaplastic type, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"802"	"CARCINOMA, UNDIFF., NOS"	"8022/3"	"Pleomorphic carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"804"	"SMALL CELL CARCINOMA, NOS"	"8041/3"	"Small cell carcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"804"	"SMALL CELL CARCINOMA, NOS"	"8043/3"	"Small cell carcinoma, fusiform cell"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"805"	"PAPILLARY CARCINOMA, NOS"	"8050/2"	"Papillary carcinoma in situ"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"805"	"PAPILLARY CARCINOMA, NOS"	"8050/3"	"Papillary carcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"805"	"PAPILLARY CARCINOMA, NOS"	"8051/3"	"Verrucous carcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"805"	"PAPILLARY CARCINOMA, NOS"	"8052/2"	"Papillary squamous cell carcinoma, non-invasive"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"805"	"PAPILLARY CARCINOMA, NOS"	"8052/3"	"Papillary squamous cell carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8070/2"	"Squamous cell carcinoma in situ, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8070/3"	"Squamous cell carcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8071/3"	"Sq. cell carcinoma, keratinizing, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8072/3"	"Sq. cell carcinoma, lg. cell, non-ker."
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8073/3"	"Sq. cell carcinoma, sm. cell, non-ker."
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8074/3"	"Sq. cell carcinoma, spindle cell"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8075/3"	"Squamous cell carcinoma, adenoid"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8076/2"	"Sq. cell carc. in situ with question. stromal invas."
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8076/3"	"Sq. cell carcinoma, micro-invasive"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8077/2"	"Squamous intraepithelial neoplasia, grade III"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"807"	"SQUAMOUS CELL CARCINOMA, NOS"	"8078/3"	"Squamous cell carcinoma with horn formation"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"812"	"TRANSITIONAL CELL CARCINOMA, NOS"	"8120/2"	"Transitional cell carcinoma in situ"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"812"	"TRANSITIONAL CELL CARCINOMA, NOS"	"8120/3"	"Transitional cell carcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"812"	"TRANSITIONAL CELL CARCINOMA, NOS"	"8121/3"	"Schneiderian carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"812"	"TRANSITIONAL CELL CARCINOMA, NOS"	"8122/3"	"Trans. cell carcinoma, spindle cell"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"812"	"TRANSITIONAL CELL CARCINOMA, NOS"	"8123/3"	"Basaloid carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"812"	"TRANSITIONAL CELL CARCINOMA, NOS"	"8124/3"	"Cloacogenic carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"814"	"ADENOCARCINOMA, NOS"	"8140/2"	"Adenocarcinoma in situ"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"814"	"ADENOCARCINOMA, NOS"	"8140/3"	"Adenocarcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"814"	"ADENOCARCINOMA, NOS"	"8141/3"	"Scirrhous adenocarcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"814"	"ADENOCARCINOMA, NOS"	"8143/3"	"Superficial spreading adenocarcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"814"	"ADENOCARCINOMA, NOS"	"8145/3"	"Carcinoma, diffuse type"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"814"	"ADENOCARCINOMA, NOS"	"8147/3"	"Basal cell adenocarcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"821"	"ADENOCA. IN ADENOMA. POLYP"	"8210/2"	"Adenocarcinoma in situ in adenomatous polyp"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"821"	"ADENOCA. IN ADENOMA. POLYP"	"8210/3"	"Adenocarcinoma in adenomatous polyp"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"821"	"ADENOCA. IN ADENOMA. POLYP"	"8215/3"	"Adenocarcinoma of anal glands"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8240/3"	"Carcinoid tumor, malignant"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8241/3"	"Enterochromaffin cell carcinoid"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8242/3"	"Enterochromaffin-like cell tumor, malignant"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8243/3"	"Goblet cell carcinoid"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8244/3"	"Composite carcinoid"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8245/3"	"Adenocarcinoid tumor"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8246/3"	"Neuroendocrine carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8249/3"	"Atypical carcinoid tumor"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"825"	"BRONCHIOLO-ALVEOLAR ADENOCA."	"8255/3"	"Adenocarcinoma with mixed subtypes"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8260/3"	"Papillary adenocarcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8261/2"	"Adenocarcinoma in situ in villous adenoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8261/3"	"Adenocarcinoma in villous adenoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8262/3"	"Villous adenocarcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8263/2"	"Adenocarcinoma in situ in tubulovillous adenoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8263/3"	"Adenocarcinoma in tubulovillous adenoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"843"	"MUCOEPIDERMOID CARCINOMA"	"8430/3"	"Mucoepidermoid carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"848"	"MUCINOUS ADENOCARCINOMA"	"8480/3"	"Mucinous adenocarcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"848"	"MUCINOUS ADENOCARCINOMA"	"8481/3"	"Mucin-producing adenocarcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"850"	"DUCT CARCINOMA"	"8500/2"	"Intraductal carcinoma, noninfiltrating, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"850"	"DUCT CARCINOMA"	"8500/3"	"Invasive carcinoma of no special type"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"850"	"DUCT CARCINOMA"	"8503/2"	"Noninfiltrating intraductal papillary adenocarcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"850"	"DUCT CARCINOMA"	"8503/3"	"Intraductal papillary adenocarcinoma with invasion"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"850"	"DUCT CARCINOMA"	"8504/2"	"Noninfiltrating intracystic carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"850"	"DUCT CARCINOMA"	"8504/3"	"Intracystic carcinoma, NOS"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"854"	"PAGET DISEASE, EXTRAMAMMARY"	"8542/3"	"Paget disease, extramammary"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"856"	"ADENOSQUAMOUS CARCINOMA"	"8560/3"	"Adenosquamous carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"856"	"ADENOSQUAMOUS CARCINOMA"	"8562/3"	"Epithelial-myoepithelial carcinoma"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"857"	"ADENOCA. WITH METAPLASIA"	"8570/3"	"Adenocarcinoma with squamous metaplasia"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"857"	"ADENOCA. WITH METAPLASIA"	"8571/3"	"Adenocarcinoma w cartilag. & oss. metaplas."
"C210-C212,C218"	"ANAL CANAL & ANUS"	"857"	"ADENOCA. WITH METAPLASIA"	"8572/3"	"Adenocarcinoma with spindle cell mataplasia"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"857"	"ADENOCA. WITH METAPLASIA"	"8573/3"	"Adenocarcinoma with apocrine metaplasia"
"C210-C212,C218"	"ANAL CANAL & ANUS"	"857"	"ADENOCA. WITH METAPLASIA"	"8574/3"	"Adenocarcinoma with neuroendocrine differen."
