"code"	"str"	"relationship_id"	"snomed_id"	"snomed_code"	"snomed_name"	"precedence"
"8144/2"	"Adenocarcinoma in situ, intestinal type (C16._)"	"Is a"	"4097305"	"25190001"	"Adenocarcinoma, intestinal type"	
"8145/2"	"Carcinoma in situ, diffuse type (C16._)"	"Is a"	"4074210"	"24505004"	"Carcinoma, diffuse type"	
"8146/2"	"Monomorphic adenoma, in situ"	"Is a"	"4262123"	"35917007"	"Adenocarcinoma"	
"8146/3"	"Monomorphic adenocarcinoma"	"Is a"	"4298418"	"77653004"	"Monomorphic adenoma"	
"8160/2"	"Bile duct adenocarcinoma in situ (C22.1, C24.0)"	"Is a"	"4321680"	"70179006"	"Cholangiocarcinoma"	
"8170/2"	"Hepatocellular carcinoma in situ (C22.0)"	"Is a"	"4101758"	"25370001"	"Hepatocellular carcinoma"	
"8200/2"	"Adenoid cystic carcinoma in situ"	"Is a"	"4022895"	"11671000"	"Adenoid cystic carcinoma"	
"8211/2"	"Tubular adenocarcinoma in situ"	"Is a"	"4262548"	"4631006"	"Tubular adenocarcinoma"	
"8213/2"	"Serrated adenoma, in situ"	"Is a"	"4028538"	"128653004"	"Serrated adenoma"	
"8220/2"	"Adenocarcinoma in situ in adenomatous polyposis coli (C18._)"	"Is a"	"4212084"	"57513006"	"Adenocarcinoma in adenomatous polyposis coli"	
"8221/2"	"Adenocarcinoma in situ in multiple adenomatous polyposis coli "	"Is a"	"4212084"	"57513006"	"Adenocarcinoma in adenomatous polyposis coli"	
"8240/0"	"Carcinoid tumor, benign"	"Maps to"	"37018337"	"714809007"	"Benign carcinoid tumor"	
"8240/2"	"Carcinoid tumor, in situ "	"Is a"	"4304399"	"81622000"	"Carcinoid tumor"	
"8240/6"	"Carcinoid tumor, NOS "	"Is a"	"4304399"	"81622000"	"Carcinoid tumor"	
"8241/0"	"Enterochromaffin cell carcinoid, benign"	"Is a"	"4174980"	"48554007"	"Enterochromaffin cell carcinoid"	
"8241/6"	"Enterochromaffin cell carcinoid"	"Is a"	"4174980"	"48554007"	"Enterochromaffin cell carcinoid"	
"8242/0"	"Enterochromaffin-like cell carcinoid, benign"	"Is a"	"4029509"	"128656007"	"Enterochromaffin-like cell carcinoid"	
"8242/6"	"Enterochromaffin-like cell tumor, malignant"	"Is a"	"4029509"	"128656007"	"Enterochromaffin-like cell carcinoid"	
"8243/2"	"Goblet cell carcinoid in situ"	"Is a"	"4150814"	"31396002"	"Goblet cell carcinoid"	
"8243/6"	"Goblet cell carcinoid"	"Is a"	"4150814"	"31396002"	"Goblet cell carcinoid"	
"8244/2"	"Mixed adenoneuroendocrine carcinoma, in situ (ICD-O-3 update)"	"Is a"	"4197443"	"51465000"	"Mixed adenoneuroendocrine carcinoma"	
"8245/6"	"Adenocarcinoid tumor"	"Is a"	"4313433"	"86293007"	"Adenocarcinoid tumor"	
"8246/2"	"Neuroendocrine carcinoma in situ"	"Is a"	"4184763"	"55937004"	"Neuroendocrine carcinoma"	
"8246/6"	"Neuroendocrine carcinoma, NOS"	"Is a"	"4184763"	"55937004"	"Neuroendocrine carcinoma"	
"8247/2"	"Merkel cell carcinoma, in situ (C44._)"	"Is a"	"4197286"	"5052009"	"Merkel cell carcinoma"	
"8247/6"	"Merkel cell carcinoma (C44._)"	"Is a"	"4197286"	"5052009"	"Merkel cell carcinoma"	
"8248/3"	"Apudoma, malignant"	"Is a"	"4327196"	"74926005"	"Apudoma"	
"8249/6"	"Atypical carcinoid tumor"	"Is a"	"4028881"	"128658008"	"Atypical carcinoid tumor"	
"8250/2"	"Bronchio-alveolar adenocarcinoma in situ "	"Is a"	"4012173"	"112677002"	"Bronchiolo-alveolar adenocarcinoma"	
"8252/2"	"Bronchio-alveolar carcinoma, non-mucinous in situ (C34._)"	"Is a"	"4029984"	"128659000"	"Bronchiolo-alveolar carcinoma, non-mucinous"	
"8253/2"	"Bronchio-alveolar carcinoma, mucinous, in situ (C34._)"	"Is a"	"4028539"	"128660005"	"Bronchiolo-alveolar carcinoma, mucinous"	
"8255/2"	"Adenocarcinoma with mixed subtypes, in situ"	"Is a"	"4028540"	"128662002"	"Adenocarcinoma with mixed subtypes"	
"8260/2"	"Papillary adenocarcinoma in situ, NOS"	"Is a"	"4172953"	"4797003"	"Papillary adenocarcinoma"	
"8262/2"	"Villous adenocarcinoma in situ"	"Maps to"	"4171344"	"4935000"	"Adenocarcinoma in situ in villous adenoma"	
"8270/1"	"Chromophobe adenoma, borderline (C75.1)"	"Is a"	"4290183"	"37039006"	"Chromophobe adenoma"	
"8272/1"	"Pituitary, borderline malignancy (C75.1)"	"Is a"	"4030314"	"108369006"	"Neoplasm"	
"8290/2"	"Oxyphillic adenocarcinoma in situ (C73.9)"	"Is a"	"4212379"	"57596004"	"Oxyphilic adenocarcinoma"	
"8310/2"	"Clear cell adenocarcinoma in situ"	"Is a"	"4148292"	"30546008"	"Clear cell adenocarcinoma"	
"8312/2"	"Renal cell carcinoma in situ (C64.9)"	"Is a"	"4215373"	"41607009"	"Renal cell carcinoma"	
"8316/2"	"Cyst-associated renal cell carcinoma in situ  (C64.9)"	"Is a"	"4029511"	"128666004"	"Cyst-associated renal cell carcinoma"	
"8323/2"	"Mixed cell adenocarcinoma in situ"	"Is a"	"4190703"	"38958001"	"Mixed cell adenocarcinoma"	
"8325/3"	"Metanephric adenocarcinoma (C64._)"	"Is a"	"4262123"	"35917007"	"Adenocarcinoma"	
"8330/2"	"Follicular adenocarcinoma in situ "	"Is a"	"4199584"	"5257006"	"Follicular adenocarcinoma"	
"8335/2"	"Macrofollicular carcinoma in situ (C73.9)"	"Is a"	"4224572"	"421414006"	"Papillary carcinoma, macrofollicular"	
"8340/2"	"Papillary carcinoma follicular variant, in situ follicular variant  (C73.9)"	"Is a"	"4072320"	"21968007"	"Papillary carcinoma, follicular variant"	
"8341/2"	"Papillary microcarcinoma in situ (C73.9) "	"Is a"	"4028543"	"128674003"	"Papillary microcarcinoma"	
"8342/2"	"Papillary carcinoma, encapsulated, in situ (C73.9)"	"Is a"	"4029991"	"128676001"	"Papillary carcinoma, encapsulated"	
"8343/2"	"Papillary carcinoma, metastatic site"	"Is a"	"4093456"	"25910003"	"Papillary carcinoma"	
"8370/2"	"Adrenal cortical carcinoma in situ (C74.0)"	"Is a"	"4318952"	"2227007"	"Adrenal cortical carcinoma"	
"8380/2"	"Endometrioid adenocarcinoma in situ  "	"Is a"	"4147383"	"30289006"	"Endometrioid carcinoma"	
"8381/2"	"Endometrioid adenofibroma in situ   "	"Is a"	"4049354"	"20829008"	"Endometrioid adenofibroma"	
"8382/2"	"Endometrioid adenocarcinoma in situ, secretory variant (C56.9 [F], C61.9 [M]) "	"Is a"	"4029993"	"128680006"	"Endometrioid adenocarcinoma, secretory variant"	
"8384/2"	"Adenocarcinoma, endocervical type, in situ (C53._)"	"Is a"	"4029008"	"128682003"	"Adenocarcinoma, endocervical type"	
"8390/2"	"Skin appendage carcinoma in situ (C44._)"	"Is a"	"4271597"	"64000002"	"Skin appendage carcinoma"	
"8400/2"	"Sweat gland adenocarcinoma in situ "	"Is a"	"4136528"	"32272007"	"Sweat gland adenocarcinoma"	
"8401/2"	"Apocrine adenocarcinoma in situ (C44._)"	"Is a"	"4211683"	"57141000"	"Apocrine adenocarcinoma"	
"8402/2"	"Nodular hidradenoma, in situ (C44._)"	"Is a"	"4266798"	"400104009"	"Neoplasm with eccrine differentiation"	
"8406/3"	"Papillary syringadenocarcinoma (C44._)"	"Is a"	"4232024"	"8934006"	"Papillary syringadenoma"	
"8409/2"	"Eccrine poroma, in situ (C44._)"	"Is a"	"4030285"	"128915006"	"Eccrine poroma"	
"9440/0"	"Glioblastoma, benign  (C71._)"	"Is a"	"4272187"	"63634009"	"Glioblastoma"	
"8410/2"	"Sebaceous adenocarcinoma in situ (C44._)"	"Is a"	"4182993"	"54734006"	"Sebaceous adenocarcinoma"	
"8430/2"	"Mucoepidermoid carcinoma in situ"	"Is a"	"4253608"	"4079000"	"Mucoepidermoid carcinoma"	
"8440/2"	"Cystadenocarcinoma, in situ"	"Is a"	"4050978"	"21008007"	"Cystadenocarcinoma"	
"8441/2"	"Serous cystadenoma in situ, NOS (C56.9)"	"Is a"	"4197571"	"51608009"	"Serous cystadenoma"	
"8442/2"	"Serous cystadenoma, in situ "	"Is a"	"4197571"	"51608009"	"Serous cystadenoma"	
"8442/3"	"Serous cystadenoma, malignant "	"Is a"	"4030271"	"128849004"	"Serous cystadenoma, borderline malignancy"	
"8443/3"	"Clear cell cystadenocarcinoma (C56.9)"	"Is a"	"4148292"	"30546008"	"Clear cell adenocarcinoma"	
"8444/3"	"Clear cell cystic tumor, malignant "	"Is a"	"4030113"	"128688004"	"Clear cell cystic tumor of borderline malignancy"	
"8261/1"	"Villous adenoma,uncertain behaviour"	"Maps to"	"4030273"	"128859003"	"Villous adenoma"	
"8450/2"	"Papillary cystadenocarcinoma in situ, NOS (C56.9)"	"Is a"	"4099473"	"2735009"	"Papillary cystadenocarcinoma"	
"8451/3"	"Papillary cystadenoma,malignant"	"Is a"	"4138229"	"32140001"	"Papillary cystadenoma"	
"8460/2"	"Papillary serous cystadenocarcinoma in situ, NOS  (C56.9)"	"Is a"	"4234558"	"90282004"	"Papillary serous cystadenocarcinoma"	
"8461/2"	"Serous surface papilloma, in situ (C56.9)"	"Is a"	"4283963"	"67073007"	"Serous surface papilloma"	
"8462/2"	"Serous papillary cystadenocarcinoma in situ "	"Is a"	"4234558"	"90282004"	"Papillary serous cystadenocarcinoma"	
"8462/3"	"Papillary serous cystadenocarcinoma "	"Maps to"	"4234558"	"90282004"	"Papillary serous cystadenocarcinoma"	
"8463/3"	"Serous surface papillary carcinoma "	"Is a"	"4030117"	"128694007"	"Serous surface papillary tumor of borderline malignancy"	
"8471/2"	"Papillary mucinous cystadenoca situ, NOS (C56.9)"	"Is a"	"4287716"	"68880006"	"Papillary mucinous cystadenocarcinoma"	
"8472/2"	"Mucinous cystic adenocarcinoma in situ "	"Is a"	"4029181"	"128852007"	"Mucinous cystic tumor of borderline malignancy"	
"8472/3"	"Mucinous cystadenocarcinoma  "	"Is a"	"4029181"	"128852007"	"Mucinous cystic tumor of borderline malignancy"	
"8473/2"	"Papillary mucinous cystadenoma, in situ "	"Is a"	"4272233"	"36721002"	"Papillary mucinous cystadenoma"	
"8473/3"	"Papillary pseudomucinous cystadenocarcinoma "	"Maps to"	"4287716"	"68880006"	"Papillary mucinous cystadenocarcinoma"	
"8480/2"	"Mucinous adenocarcinoma in situ"	"Maps to"	"37116863"	"733882000"	"Mucinous adenocarcinoma in situ"	
"8481/2"	"Mucin-producing adenocarcinoma in situ"	"Is a"	"4233361"	"900006"	"Mucin-producing adenocarcinoma"	
"8490/0"	"Signet ring cell tumor, benign"	"Is a"	"4305589"	"3898006"	"Neoplasm, benign"	
"8490/2"	"Signet ring cell carcinoma in situ"	"Is a"	"4227888"	"87737001"	"Signet ring cell carcinoma"	
"8502/2"	"Secretory carcinoma of breast, in situ (C50._)"	"Is a"	"4224593"	"41919003"	"Juvenile carcinoma of the breast"	
"8507/3"	"Ductal carcinoma, micropapillary (C50._)"	"Is a"	"4029513"	"128696009"	"Intraductal micropapillary carcinoma"	
"8508/2"	"Cystic hypersecretory carcinoma, in situ (C50._)"	"Is a"	"4030119"	"128697000"	"Cystic hypersecretory carcinoma"	
"8510/2"	"Medullary carcinoma in situ, NOS (C73.9)"	"Is a"	"4140205"	"32913002"	"Medullary carcinoma"	
"8512/2"	"Medullary carcinoma in situ with lymphoid stroma (C50._)"	"Is a"	"4312359"	"85654004"	"Medullary carcinoma with lymphoid stroma"	
"8521/2"	"Ductular carcinoma in situ (C50._)"	"Maps to"	"4266643"	"399935008"	"Ductal carcinoma in situ - category"	
"8523/2"	"Intraductal with other types of carcinoma in situ (C50._)"	"Is a"	"4266643"	"399935008"	"Ductal carcinoma in situ - category"	
"8524/2"	"Infiltrating lobular mixed with other types of carcinoma, in situ (C50._)"	"Is a"	"4029014"	"128701002"	"Infiltrating lobular mixed with other types of carcinoma"	
"8540/2"	"Paget disease, mammary in situ (C50._)"	"Is a"	"4106557"	"2985005"	"Paget's disease, mammary"	
"8542/2"	"Paget disease (in situ), extramammary (except Paget disease of bone) (C50._)"	"Is a"	"4323699"	"71447003"	"Paget's disease, extramammary"	
"8543/2"	"Paget disease in situ and intraductal carcinoma (C50._)"	"Is a"	"4184597"	"54666007"	"Paget's disease and intraductal carcinoma of breast"	
"8550/2"	"Acinar cell carcinoma in situ"	"Is a"	"4164740"	"45410002"	"Acinar cell carcinoma"	
"8560/2"	"Squamous cell carcinoma in situ and glandular papilloma"	"Is a"	"4027399"	"107692003"	"Mixed squamous cell and glandular papilloma"	
"8561/3"	"Warthin tumor, malignant (C07._, C08._)"	"Is a"	"4048446"	"20776008"	"Adenolymphoma"	
"8562/2"	"Epithelial-myoepithelial carcinoma in situ"	"Is a"	"4321002"	"9618003"	"Epithelial-myoepithelial carcinoma"	
"8570/2"	"Adenocarcinoma in situ with squamous metaplasia"	"Is a"	"4034839"	"15176003"	"Adenocarcinoma with squamous metaplasia"	
"8571/2"	"Adenocarcinoma in situ, cartilaginous and osseous metaplasia"	"Is a"	"4209562"	"56484001"	"Adenocarcinoma with cartilaginous and osseous metaplasia"	
"8572/0"	"Adenoma with spindle cell metaplasia"	"Is a"	"4138073"	"32048006"	"Adenoma"	
"8573/2"	"Adenocarcinoma in situ with apocrine metaplasia"	"Is a"	"4332050"	"22694002"	"Adenocarcinoma with apocrine metaplasia"	
"8574/2"	"Adenocarcinoma in situ with neuroendocrine differentiation"	"Is a"	"4029015"	"128704005"	"Adenocarcinoma with neuroendocrine differentiation"	
"8580/2"	"Thymoma, in situ, NOS "	"Is a"	"4028720"	"128856005"	"Thymoma"	
"8590/3"	"Sex cord-gonadal stromal tumor, malignant, NOS "	"Is a"	"4323118"	"71440001"	"Sex cord-gonadal stromal tumor"	
"8593/3"	"Malignant stromal tumor, with sex cord elements "	"Is a"	"4030127"	"128723003"	"Stromal tumor with minor sex cord elements"	
"8621/3"	"Granulosa cell-theca cell tumor, malignant  "	"Is a"	"4150367"	"31296004"	"Granulosa cell-theca cell tumor"	
"8622/3"	"Juvenile granulosa cell tumor, malignant  "	"Is a"	"4297451"	"77029009"	"Juvenile granulosa cell tumor"	
"8623/3"	"Sex cord tumor with annular tubules, malignant  "	"Is a"	"4216552"	"72457004"	"Sex cord tumor with annular tubules"	
"8632/3"	"Gynandroblastoma, malignant "	"Is a"	"4097238"	"26735007"	"Gynandroblastoma"	
"8690/3"	"Glomus jugulare tumor, malignant "	"Is a"	"4135699"	"32037004"	"Glomus jugulare tumor"	
"8691/3"	"Aortic body tumor, malignant "	"Is a"	"4205591"	"53320004"	"Aortic body tumor"	
"8692/3"	"Carotid body tumor, malignant  "	"Maps to"	"4043954"	"16822006"	"Malignant carotid body tumor"	
"8721/2"	"Nodular melanoma, in situ (C44._)"	"Is a"	"4061568"	"2142002"	"Nodular melanoma"	
"8722/2"	"Balloon cell melanoma, in situ (C44._)"	"Is a"	"4214981"	"39274007"	"Balloon cell melanoma"	
"8723/2"	"Melanoma in situ, regressing (C44._)"	"Is a"	"4220803"	"39896009"	"Malignant melanoma, regressing"	
"8726/3"	"Malignant melanoma in magnocellular nevus (C69.4)"	"Is a"	"4049499"	"2092003"	"Malignant melanoma"	
"8727/3"	"Dysplastic nevus, malignant (C44._)"	"Is a"	"4049499"	"2092003"	"Malignant melanoma"	
"8740/2"	"Melanoma in situ in junctional nevus (C44._)"	"Is a"	"4239536"	"915007"	"Malignant melanoma in junctional nevus"	
"8743/2"	"Superficial spreading melanoma in situ (C44._)"	"Is a"	"4207824"	"55320002"	"Superficial spreading melanoma"	
"8744/2"	"Acral lentiginous melanoma, in situ (C44._)"	"Is a"	"4061266"	"16974005"	"Acral lentiginous melanoma, malignant"	
"8745/2"	"Desmoplastic melanoma, in situ (C44._)"	"Is a"	"4202041"	"51757004"	"Desmoplastic melanoma, malignant"	
"8746/2"	"Mucosal lentiginous melanoma in situ (C44._)"	"Is a"	"4029521"	"128732001"	"Mucosal lentiginous melanoma"	
"8760/2"	"Melanoma in situ in compound nevus (C44._)"	"Is a"	"4301009"	"77986002"	"Melanoma in situ"	
"8760/3"	"Malignant melanoma in compound nevus (C44._)"	"Is a"	"4049499"	"2092003"	"Malignant melanoma"	
"8761/2"	"Melanoma in situ in giant pigmented nevus "	"Is a"	"4294258"	"75931002"	"Malignant melanoma in giant pigmented nevus"	
"8770/2"	"Epithelioid and spindle cell melanoma in situ (C44._)"	"Is a"	"4179920"	"50813003"	"Mixed epithelioid and spindle cell melanoma"	
"8771/2"	"Epithelioid cell melanoma in situ (C44._)"	"Is a"	"4290619"	"37138001"	"Epithelioid cell melanoma"	
"8772/2"	"Spindle cell melanoma in situ, NOS (C44._) "	"Is a"	"4288627"	"68827007"	"Spindle cell melanoma"	
"8800/6"	"sarcoma, metastatic site"	"Maps to"	"4163000"	"372152003"	"Sarcoma, metastatic"	
"8821/3"	"Aggressive fibromatosis, malignant "	"Is a"	"4264204"	"47284001"	"Aggressive fibromatosis"	
"8822/3"	"Abdominal fibrosis, malignant "	"Is a"	"4264204"	"47284001"	"Aggressive fibromatosis"	
"8823/1"	"Desmoplastic fibroma (C49._)"	"Is a"	"40623421"	"6842002"	"Desmoplastic fibroma"	
"8823/3"	"Desmoplastic fibrosarcoma (C49._)"	"Is a"	"4202374"	"53654007"	"Fibrosarcoma"	
"8825/3"	"Myofibroblastoma, malignant"	"Is a"	"4267554"	"400163001"	"Malignant fibromatous neoplasm"	
"8826/3"	"Angiomyofibroblastoma, malignant (C49._)"	"Is a"	"4029523"	"128739005"	"Angiomyofibroblastoma"	
"8835/3"	"Malignant plexiform fibrohistiocytic tumor"	"Is a"	"4029525"	"128743009"	"Plexiform fibrohistiocytic tumor"	
"8836/3"	"Malignant angiomatoid fibrous histiocytoma"	"Is a"	"4029526"	"128744003"	"Angiomatoid fibrous histiocytoma"	
"8842/3"	"Ossifying fibromyxoid tumor, malignant"	"Maps to"	"45766467"	"703631004"	"Ossifying fibromyxoid tumor, malignant"	
"8860/3"	"Angiomyoliposarcoma (C49._)"	"Is a"	"4004514"	"110457005"	"Angiomyoliposarcoma"	
"8897/3"	"Malignant tumor of smooth muscle "	"Is a"	"4327493"	"75109009"	"Smooth muscle tumor"	
"8936/2"	"Gastrointestinal stromal tumor, NOS, in situ "	"Is a"	"4305994"	"418893000"	"Gastrointestinal stromal tumor - category "	
"8941/2"	"Carcinoma in situ in pleomorphic adenoma (C07._, C08._)"	"Is a"	"4066512"	"17264009"	"Carcinoma ex pleomorphic adenoma"	
"9014/2"	"Serous adenocarcinofibroma, in situ "	"Is a"	"4029681"	"128886003"	"Serous adenocarcinofibroma"	
"9055/3"	"Multicystic mesothelioma, malignant "	"Is a"	"4314781"	"86562005"	"Cystic mesothelioma"	
"9060/2"	"Dysgerminoma, in situ (C56.9 [F], C62._[M])"	"Is a"	"4263707"	"60718004"	"Dysgerminoma"	
"9061/2"	"Seminoma, in situ (C62._)"	"Is a"	"4280592"	"36741007"	"Seminoma"	
"9063/2"	"Spermatocytic seminoma, in situ (C62._)"	"Is a"	"4244815"	"9294008"	"Spermatocytic seminoma"	
"9070/2"	"Embryonal carcinoma, NOS, in situ"	"Is a"	"4102135"	"28047004"	"Embryonal carcinoma"	
"9073/3"	"Gonadoblastoma, malignant "	"Is a"	"4253033"	"74751003"	"Gonadoblastoma"	
"9080/2"	"Teratoma, in situ"	"Is a"	"4185523"	"55818009"	"Teratoma"	
"9081/2"	"Teratocarcinoma, in situ (C22.0)"	"Is a"	"4284401"	"67830002"	"Teratocarcinoma"	
"9084/2"	"Dermoid cyst, in situ, NOS"	"Is a"	"40287650"	"123151001"	"Dermoid cyst"	
"9085/2"	"Mixed germ cell tumor, in situ"	"Is a"	"4140097"	"32844007"	"Mixed germ cell tumor"	
"9091/3"	"Strumal carcinoid, malignant  "	"Is a"	"4138080"	"32071008"	"Strumal carcinoid"	
"9100/2"	"Choriocarcinoma in situ, NOS "	"Is a"	"4260393"	"44769000"	"Choriocarcinoma"	
"9101/2"	"Choriocarcinoma combined with other germ cell elements, in situ "	"Is a"	"4337393"	"8734000"	"Choriocarcinoma combined with other germ cell elements"	
"9103/3"	"Partial hydatidiform mole, malignant (C58.9)"	"Is a"	"4197702"	"51793002"	"Partial hydatidiform mole"	
"9104/3"	"Malignant placental site trophoblastic tumor "	"Is a"	"4328506"	"75320001"	"Placental site trophoblastic tumor"	
"9121/1"	"Cavernous hemangioma, borderline "	"Is a"	"4142343"	"33377007"	"Cavernous hemangioma"	
"9125/3"	"Epithelioid hemangioma, malignant (C49._)"	"Is a"	"4144388"	"33929001"	"Epithelioid hemangioma"	
"9160/3"	"Angiofibrosarcoma (C49._)"	"Is a"	"4267554"	"400163001"	"Malignant fibromatous neoplasm"	
"9161/3"	"Hemangioblastoma, malignant "	"Is a"	"4215906"	"81201000"	"Hemangioblastoma"	
"9200/3"	"Osteosarcoma, malignant "	"Is a"	"4322468"	"70511009"	"Aggressive osteoblastoma"	
"9321/3"	"Central odontogenic fibrosarcoma (C41._)"	"Is a"	"4098563"	"27092008"	"Ameloblastic fibrosarcoma"	
"9342/3"	"Odontogenic carcinosarcoma (C41._)"	"Maps to"	"4028693"	"128780003"	"Odontogenic carcinosarcoma"	
"9350/0"	"Craniopharyngioma, benign "	"Is a"	"4220185"	"40009002"	"Craniopharyngioma"	
"9350/3"	"Craniopharyngioma, malignant "	"Is a"	"4220185"	"40009002"	"Craniopharyngioma"	
"9351/0"	"Craniopharyngioma, adamantinomatous, benign "	"Is a"	"4028695"	"128781004"	"Craniopharyngioma, adamantinomatous"	
"9351/3"	"Malignant craniopharyngioma, adamantinomatous "	"Is a"	"4028695"	"128781004"	"Craniopharyngioma, adamantinomatous"	
"9352/0"	"Papillary craniopharyngioma, benign "	"Is a"	"4028696"	"128782006"	"Craniopharyngioma, papillary"	
"9361/3"	"Pineocytoma, malignant "	"Is a"	"4228357"	"89096009"	"Pineocytoma"	
"9363/3"	"Melanotic neuroectodermal tumor, malignant (C40._, C41._)"	"Is a"	"4035478"	"1513001"	"Melanotic neuroectodermal tumor"	
"9380/0"	"Glioma, benign (C71._)"	"Is a"	"4019491"	"115240006"	"Glioma"	
"9380/1"	"Glioma, borderline (C71._)"	"Is a"	"4019491"	"115240006"	"Glioma"	
"9381/0"	"Gliomatosis cerebri, benign (C71._)"	"Is a"	"4094384"	"26138003"	"Gliomatosis cerebri"	
"9382/0"	"Mixed glioma, benign (C71._)"	"Is a"	"4319257"	"22217002"	"Mixed glioma"	
"9383/3"	"Subependymoma, malignant "	"Is a"	"4163959"	"4553004"	"Subependymal glioma"	
"9384/3"	"Supependymal giant cell astrocytoma, malignant "	"Is a"	"4049007"	"1586004"	"Subependymal giant cell astrocytoma"	
"9393/0"	"Papillary ependymoma, benign (C71._)"	"Is a"	"4028715"	"128839002"	"Papillary ependymoma"	
"9394/3"	"Myxopapillary ependymoma, malignant "	"Is a"	"4037299"	"1623000"	"Myxopapillary ependymoma"	
"9400/1"	"Astrocytoma, borderline malignancy (C71._)"	"Is a"	"4298902"	"38713004"	"Astrocytoma"	
"9421/3"	"Pilocytic astrocytoma, malignant  "	"Is a"	"4029182"	"128854008"	"Pilocytic astrocytoma"	
"9440/1"	"Glioblastoma, borderline   (C71._)"	"Is a"	"4272187"	"63634009"	"Glioblastoma"	
"9450/0"	"Oligodendroglioma, benign   (C71._)"	"Is a"	"40482323"	"443565000"	"Oligodendroglioma - category"	
"9505/0"	"Ganglioglioma, benign"	"Is a"	"4233836"	"89880005"	"Ganglioglioma, no ICD-O subtype"	
"9506/0"	"Central neurocytoma, benign "	"Is a"	"4030272"	"128858006"	"Central neurocytoma"	
"9506/3"	"Neurocytoma, malignant"	"Is a"	"4030272"	"128858006"	"Central neurocytoma"	
"9530/9"	"Meningioma, malignant, uncertain whether primary or metastatic site"	"Is a"	"4301120"	"78303004"	"Meningioma, malignant"	
"9531/1"	"Meningiothelial meningioma, borderline (C70._)"	"Is a"	"4288742"	"68944005"	"Meningothelial meningioma"	
"9531/3"	"Meningiothelial meningioma, malignant (C70._)"	"Is a"	"4288742"	"68944005"	"Meningothelial meningioma"	
"9393/1"	"Papillary ependymoma,uncertain behaviour"	"Maps to"	"4028715"	"128839002"	"Papillary ependymoma"	
"9391/1"	"Ependymoma,uncertain behaviour"	"Maps to"	"4239952"	"57706008"	"Ependymoma"	
"8950/1"	"Mullerian mixed tumor,uncertain behaviour"	"Maps to"	"4309352"	"84427001"	"Mullerian mixed tumor"	
"9533/3"	"Psammomatous meningioma, malignant (C70._)"	"Is a"	"4243303"	"38431002"	"Psammomatous meningioma"	
"9538/0"	"Clear cell meningioma, benign "	"Is a"	"4212098"	"57606003"	"Clear cell meningioma"	
"9539/0"	"Atypical meningioma, benign "	"Is a"	"4029200"	"128914005"	"Atypical meningioma"	
"9571/1"	"Perineurioma, borderline malignant "	"Is a"	"4028700"	"128796000"	"Perineurioma, malignant"	
"9590/9"	"Malignant lymphoma,uncertain whether primary or metastatic site"	"Is a"	"4019108"	"115244002"	"Malignant lymphoma - category"	
"9718/1"	"Lymphomatoid papulosis"	"Is a"	"4287474"	"397353001"	"Lymphomatoid papulosis"	
"9766/3"	"Angiocentric immunoproliferative lesion, malignant"	"Is a"	"4214073"	"41556003"	"Angiocentric immunoproliferative lesion"	
"9769/3"	"Immunoglobulin deposition disease, malignant"	"Is a"	"4030147"	"128817004"	"Immunoglobulin deposition disease"	
"9970/3"	"Lymphoproliferative disease, malignant, NOS"	"Is a"	"4223853"	"84631004"	"Lymphoproliferative disease"	
"8951/3"	"Mesodermal mixed tumor"	"Maps to"	"4309352"	"84427001"	"Mullerian mixed tumor"	
"9000/0"	"Brenner tumor, NOS"	"Maps to"	"4234377"	"89996007"	"Brenner tumor, borderline malignancy"	
"9360/1"	"Pinealoma"	"Maps to"	"4099067"	"189906004"	"Pinealoma - morphology"	
"9360/0"	"Pinealoma, benign  "	"Is a"	"4099067"	"189906004"	"Pinealoma - morphology"	
"9360/3"	"Pinealoma, malignant "	"Is a"	"4099067"	"189906004"	"Pinealoma - morphology"	
"8070/9"	"Squamous cell carcinoma,uncertain whether primary or metastatic site"	"Maps to"	"4103543"	"28899001"	"Squamous cell carcinoma"	
"9590/3"	"Malignant lymphoma, NOS"	"Maps to"	"4019108"	"115244002"	"Malignant lymphoma - category"	
"9120/0"	"Hemangioma, NOS"	"Maps to"	"4102387"	"253053003"	"Benign hemangioma"	
"8140/3"	"Adenocarcinoma, NOS"	"Maps to"	"4290838"	"399961007"	"Malignant adenomatous neoplasm - category"	
"9391/3"	"Ependymoma, NOS"	"Maps to"	"40481054"	"443354006"	"Ependymoma - category"	
"8840/0"	"Myxoma, NOS"	"Maps to"	"4016017"	"115226005"	"Myxomatous neoplasm"	
"8726/3"	"Malignant melanoma in magnocellular nevus (C69.4)"	"Is a"	"4162258"	"372156000"	"Malignant melanoma - category"	
"9731/3"	"Plasmacytoma, NOS"	"Maps to"	"4187212"	"415113000"	"Plasmacytoma - category"	
"9140/3"	"Kaposi sarcoma"	"Maps to"	"4155300"	"372147008"	"Kaposi's sarcoma - category"	
"8800/3"	"Sarcoma, NOS"	"Maps to"	"4155302"	"372151005"	"Sarcoma - category"	
"9131/0"	"Capillary hemangioma"	"Maps to"	"4221971"	"400052001"	"Capillary hemangioma - category"	
"8010/3"	"Carcinoma, NOS"	"Maps to"	"4266638"	"399879007"	"Malignant epithelial neoplasm - category"	
"8010/2"	"Carcinoma in situ, NOS"	"Maps to"	"4266173"	"399919001"	"Carcinoma in situ - category"	
