concept_code	concept_name
M08.75	Vasculitis in juvenile arthritis: pelvic region and thighs [pelvis, femur, buttocks, hip, hip joint, sacroiliac joint]
M08.76	Vasculitis in juvenile arthritis: lower leg [fibula, tibia, knee joint]
M08.77	Juvenile arthritis vasculitis: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M08.78	Juvenile arthritis vasculitis: Other [neck, head, ribs, trunk, skull, spine]
M08.79	Juvenile arthritis vasculitis: unspecified site
M14.00	Gout arthropathy due to enzyme defects and other congenital diseases: multiple locations
M14.01	Gout arthropathy due to enzyme defects and other congenital diseases: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M14.02	Gout arthropathy due to enzyme defects and other congenital diseases: upper arm [humerus, elbow joint]
M14.03	Gout arthropathy due to enzyme defects and other congenital diseases: forearm [radius, ulna, wrist]
M14.04	Gout arthropathy due to enzyme defects and other congenital diseases: hand [fingers, wrist, metacarpal, joints between these bones]
M14.05	Gout arthropathy due to enzyme defects and other congenital diseases: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M14.06	Gout arthropathy due to enzyme defects and other congenital diseases: lower leg [fibula, tibia, knee joint]
M14.07	Gout arthropathy due to enzyme defects and other congenital diseases: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M14.08	Gout arthropathy due to enzyme defects and other congenital diseases: Other [neck, head, ribs, trunk, skull, spine]
M14.09	Gout arthropathy due to enzyme defects and other congenital diseases: unspecified location
M14.10	Crystal arthropathy in other metabolic disorders: Multiple locations
M14.11	Crystal arthropathy in other metabolic disorders: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M14.12	Crystal arthropathy in other metabolic disorders: upper arm [humerus, elbow joint]
M14.13	Crystal arthropathy in other metabolic disorders: forearm [radius, ulna, wrist]
M14.14	Crystal arthropathy in other metabolic disorders: hand [fingers, wrist, metacarpal, joints between these bones]
M14.15	Crystal arthropathy in other metabolic disorders: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M14.16	Crystal arthropathy in other metabolic disorders: lower leg [fibula, tibia, knee joint]
M14.17	Crystal arthropathy in other metabolic disorders: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M14.18	Crystal arthropathy in other metabolic disorders: Other [neck, head, ribs, trunk, skull, spine]
M14.19	Crystal arthropathy in other metabolic disorders: unspecified site
M14.20	Diabetic Arthropathy: Multiple Locations
M14.21	Diabetic arthropathy: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M14.22	Diabetic arthropathy: upper arm [humerus, elbow joint]
M14.23	Diabetic arthropathy: forearm [radius, ulna, wrist]
M14.24	Diabetic arthropathy: hand [fingers, wrist, metacarpal, joints between these bones]
M14.25	Diabetic arthropathy: pelvic region and thighs [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M14.26	Diabetic arthropathy: lower leg [fibula, tibia, knee joint]
M14.27	Diabetic arthropathy: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M14.28	Diabetic arthropathy: other [neck, head, ribs, trunk, skull, spine]
M14.29	Diabetic arthropathy: unspecified site
M14.30	Multicenter reticulohistiocytosis: multiple locations
M14.31	Multicentric reticulohistiocytosis: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M14.32	Multicentric reticulohistiocytosis: upper arm [humerus, elbow joint]
M14.33	Multi-center reticulohistiocytosis: forearm [radius, ulna, wrist]
M14.34	Multicenter reticulohistiocytosis: hand [fingers, wrist, metacarpal, joints between these bones]
M14.35	Multicentric reticulohistiocytosis: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M14.36	Multicentric reticulohistiocytosis: lower leg [fibula, tibia, knee joint]
M14.37	Multicentric reticulohistiocytosis: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M14.38	Multicentric reticulohistiocytosis: other [neck, head, ribs, trunk, skull, spine]
M14.39	Multicentric reticulohistiocytosis: unspecified site
M14.40	Arthropathy in Amyloidosis: Multiple Locations
M14.41	Arthropathy in amyloidosis: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M14.42	Arthropathy in amyloidosis: upper arm [humerus, elbow joint]
M14.43	Arthropathy in amyloidosis: forearm [radius, ulna, wrist]
M14.44	Arthropathy in amyloidosis: hand [fingers, wrist, metacarpal, joints between these bones]
M14.45	Arthropathy in amyloidosis: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M14.46	Arthropathy in amyloidosis: lower leg [fibula, tibia, knee joint]
M14.47	Arthropathy in amyloidosis: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M14.48	Arthropathy in amyloidosis: Other [neck, head, ribs, trunk, skull, spine]
M14.49	Arthropathy in amyloidosis: unspecified site
M14.50	Arthropathies in Other Endocrine, Nutritional, and Metabolic Diseases: Multiple Locations
M14.51	Arthropathies in other endocrine, nutritional and metabolic diseases: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M14.52	Arthropathies in other endocrine, nutritional and metabolic diseases: upper arm [humerus, elbow joint]
M14.53	Arthropathies in other endocrine, nutritional and metabolic diseases: forearm [radius, ulna, wrist]
M14.54	Arthropathies in other endocrine, nutritional and metabolic diseases: hand [fingers, wrist, metacarpal, joints between these bones]
M14.55	Arthropathies in other endocrine, nutritional and metabolic diseases: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M14.56	Arthropathies in other endocrine, nutritional and metabolic diseases: lower leg [fibula, tibia, knee joint]
M14.57	Arthropathies in other endocrine, nutritional and metabolic diseases: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M14.58	Arthropathies in other endocrine, nutritional and metabolic diseases: Other [neck, head, ribs, trunk, skull, spine]
M14.59	Arthropathies in other endocrine, nutritional and metabolic diseases: unspecified location
M14.60	Neuropathic Arthropathy: Multiple Locations
M14.61	Neuropathic arthropathy: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M14.62	Neuropathic arthropathy: upper arm [humerus, elbow joint]
M14.63	Neuropathic arthropathy: forearm [radius, ulna, wrist]
M14.64	Neuropathic arthropathy: hand [fingers, wrist, metacarpal, joints between these bones]
M14.65	Neuropathic arthropathy: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M14.66	Neuropathic arthropathy: lower leg [fibula, tibia, knee joint]
M14.67	Neuropathic arthropathy: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M14.68	Neuropathic Arthropathy: Other [neck, head, ribs, trunk, skull, spine]
M14.69	Neuropathic arthropathy: unspecified location
M14.80	Arthropathies in other specified diseases elsewhere classified: Multiple sites
M14.81	Arthropathies in other specified diseases classified elsewhere: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M14.82	Arthropathies in other specified diseases classified elsewhere: upper arm [humerus, elbow joint]
M14.83	Arthropathies in other specified diseases classified elsewhere: forearm [radius, ulna, wrist]
M14.84	Arthropathies in other specified diseases classified elsewhere: hand [fingers, wrist, metacarpal, joints between these bones]
M14.85	Arthropathies in other specified diseases classified elsewhere: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M14.86	Arthropathies in other specified diseases classified elsewhere: lower leg [fibula, tibia, knee joint]
M14.87	Arthropathies in other specified diseases classified elsewhere: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M14.88	Arthropathies in other specified diseases classified elsewhere: other [neck, head, ribs, trunk, skull, spine]
M14.89	Arthropathies in other specified diseases elsewhere classified: site unspecified
M21.30	Drop hand or hanging foot (acquired): Multiple localizations
M21.33	Drop hand or hanging foot (acquired): forearm [radius, ulna, wrist]
M21.37	Drop hand or hanging foot (acquired): ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M21.50	Acquired claw hand, club hand, acquired claw foot, and club foot: Multiple localizations
M21.54	Acquired claw hand, club hand, acquired claw foot and club foot: hand [fingers, wrist, metacarpal, joints between these bones]
M21.57	Acquired claw hand, club hand, acquired claw foot and club foot: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M21.60	Acquired pes cavus
M21.61	Acquired flat foot [Pes planovalgus]
M21.62	Acquired equinus [Pes equinus]
M21.63	Acquired splayfoot
M21.67	Other acquired deformities of the ankle and foot: ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M21.68	Other acquired deformities of the ankle and foot
M21.70	Different limb lengths (acquired): Multiple locations
M21.71	Different limb lengths (acquired): shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M21.72	Different limb lengths (acquired): upper arm [humerus, elbow joint]
M21.73	Different limb lengths (acquired): forearm [radius, ulna, wrist]
M21.74	Different limb lengths (acquired): hand [fingers, wrist, metacarpal, joints between these bones]
M21.75	Different limb lengths (acquired): pelvic region and thighs [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M21.76	Different limb lengths (acquired): lower leg [fibula, tibia, knee joint]
M21.77	Different limb lengths (acquired): ankle and foot [tarsus, metatarsus, toes, ankle, other joints of the foot]
M21.78	Different limb lengths (acquired): Other [neck, head, ribs, torso, skull, spine]
M21.79	Different limb lengths (acquired): unspecified location
M21.80	Other specified acquired deformities of the extremities: Multiple locations
M21.81	Other specified acquired deformities of the extremities: shoulder region [clavicle, scapula, acromioclavicular, shoulder, sternoclavicular joint]
M21.82	Other specified acquired deformities of the extremities: upper arm [humerus, elbow joint]
M21.83	Other specified acquired deformities of the extremities: forearm [radius, ulna, wrist]
M21.84	Other specified acquired deformities of the extremities: hand [fingers, wrist, metacarpal, joints between these bones]
M21.85	Other specified acquired deformities of the extremities: pelvic region and thigh [pelvis, femur, buttocks, hips, hip joint, sacroiliac joint]
M21.86	Other specified acquired deformities of the extremities: lower leg [fibula, tibia, knee joint]
