"ICDO3.2"	"Level"	"Term"	"Code reference"	"obs"	"See also"	"See note"	"Includes"	"Excludes"	"Other text"
"8562/3"	"Preferred"	"Epithelial-myoepithelial carcinoma"							
"8563/0"	"Preferred"	"Lymphadenoma"							
"8570/3"	"Preferred"	"Adenocarcinoma with squamous metaplasia"							
"8570/3"	"Synonym"	"Adenoacanthoma"							
"8570/3"	"Related"	"Endometrioid carcinoma with squamous differentiation"							
"8571/3"	"Preferred"	"Adenocarcinoma with cartilaginous and osseous metaplasia"							
"8571/3"	"Synonym"	"Adenocarcinoma with cartilaginous metaplasia"							
"8571/3"	"Synonym"	"Adenocarcinoma with chondroid differentiation"							
"8571/3"	"Synonym"	"Adenocarcinoma with osseous metaplasia"							
"8572/3"	"Preferred"	"Adenocarcinoma with spindle cell metaplasia"							
"8572/3"	"Synonym"	"Acinar adenocarcinoma, sarcomatoid variant"							
"8572/3"	"Related"	"Fibromatosis-like metaplastic carcinoma"							
"8573/3"	"Preferred"	"Adenocarcinoma with apocrine metaplasia"							
"8573/3"	"Synonym"	"Carcinoma with apocrine metaplasia"							
"8574/3"	"Preferred"	"Adenocarcinoma with neuroendocrine differentiation"							
"8574/3"	"Synonym"	"Carcinoma with neuroendocrine differentiation"							
"8574/3"	"Synonym"	"Adenocarcinoma admixed with neuroendocrine carcinoma"							
"8575/3"	"Preferred"	"Metaplastic carcinoma, NOS"							
"8576/3"	"Preferred"	"Hepatoid adenocarcinoma"							
"8576/3"	"Synonym"	"Hepatoid carcinoma"							
"858"	2	"Thymic epithelial neoplasms"							
"8580/0"	"Preferred"	"Microscopic thymoma"	"(C37.9)"						
"8580/0"	"Related"	"Thymoma, benign"	"(C37.9)"						
"8580/1"	"Preferred"	"Micronodular thymoma with lymphoid stroma"	"(C37.9)"						
"8580/3"	"Preferred"	"Thymoma, NOS"	"(C37.9)"						
"8580/3"	"Related"	"Intrapulmonary thymoma"	"(C34._)"						
"8580/3"	"Related"	"Sclerosing thymoma"	"(C34._)"						
"8580/3"	"Related"	"Metaplastic thymoma"	"(C37.9)"						
"8581/3"	"Preferred"	"Thymoma, type A"	"(C37.9)"						
"8581/3"	"Synonym"	"Thymoma, medullary"	"(C37.9)"	"[obs]"					
"8581/3"	"Synonym"	"Thymoma, spindle cell"	"(C37.9)"	"[obs]"					
"8582/3"	"Preferred"	"Thymoma, type AB"	"(C37.9)"						
"8582/3"	"Synonym"	"Thymoma, mixed type"	"(C37.9)"						
"8583/3"	"Preferred"	"Thymoma, type B1"	"(C37.9)"						
"8583/3"	"Synonym"	"Thymoma, lymphocyte-rich"	"(C37.9)"	"[obs]"					
"8583/3"	"Synonym"	"Thymoma, lymphocytic"	"(C37.9)"	"[obs]"					
"8583/3"	"Synonym"	"Thymoma, organoid"	"(C37.9)"	"[obs]"					
"8583/3"	"Synonym"	"Thymoma, predominantly cortical"	"(C37.9)"	"[obs]"					
"8584/3"	"Preferred"	"Thymoma, type B2"	"(C37.9)"						
"8584/3"	"Synonym"	"Thymoma, cortical"	"(C37.9)"	"[obs]"					
"8585/3"	"Preferred"	"Thymoma, type B3"	"(C37.9)"						
"8585/3"	"Synonym"	"Thymoma, atypical"	"(C37.9)"	"[obs]"					
"8585/3"	"Synonym"	"Thymoma, epithelial"	"(C37.9)"	"[obs]"					
"8585/3"	"Synonym"	"Well differentiated thymic carcinoma"	"(C37.9)"	"[obs]"					
"8586/3"	"Preferred"	"Thymic carcinoma, NOS"	"(C37.9)"						
"8586/3"	"Synonym"	"Thymoma, type C"	"(C37.9)"						
"8587/0"	"Preferred"	"Ectopic hamartomatous thymoma"							
"8588/3"	"Preferred"	"Spindle epithelial tumor with thymus-like element"							
"8588/3"	"Synonym"	"SETTLE"							
"8588/3"	"Synonym"	"Spindle epithelial tumor with thymus-like differentiation"							
"8589/3"	"Preferred"	"Intrathyroid thymic carcinoma"	"(C73.9)"						
"8589/3"	"Synonym"	"Carcinoma showing thymus-like element"							
"8589/3"	"Synonym"	"Carcinoma showing thymus-like differentiation"							
"8589/3"	"Synonym"	"CASTLE"							
"859-867"	2	"Specialized gonadal neoplasms"							
"8590/0"	"Preferred"	"Sex cord-stromal tumor, benign"							
"8590/0"	"Related"	"Signet-ring stromal tumor"							
"8590/0"	"Related"	"Microcystic stromal tumor"							
"8590/1"	"Preferred"	"Sex cord-gonadal stromal tumor, NOS"							
"8590/1"	"Synonym"	"Gonadal stromal tumor, NOS"							
"8590/1"	"Synonym"	"Sex cord tumor, NOS"							
"8590/1"	"Synonym"	"Sex cord-stromal tumor, NOS"							
"8590/1"	"Synonym"	"Ovarian stromal tumor"	"(C56.9)"						
"8590/1"	"Synonym"	"Testicular stromal tumor"	"(C62._)"						
"8590/1"	"Related"	"Uterine tumor resembling ovarian sex cord tumor"							
"8591/1"	"Preferred"	"Sex cord-gonadal stromal tumor, incompletely differentiated"							
"8591/1"	"Related"	"Sex cord-stromal tumor, unclassified"							
"8592/1"	"Preferred"	"Sex cord-gonadal stromal tumor, mixed forms"							
"8592/1"	"Synonym"	"Sex cord-gonadal stromal tumor, mixed"							
"8593/1"	"Preferred"	"Stromal tumor with minor sex cord elements"	"(C56.9)"						
"8594/1"	"Preferred"	"Mixed germ cell-sex cord-stromal tumor, NOS"							
"8594/1"	"Related"	"Mixed germ cell-sex cord-stromal tumor, unclassified"							
"8600/0"	"Preferred"	"Thecoma, NOS"	"(C56.9)"						
"8600/0"	"Synonym"	"Theca cell tumor"	"(C56.9)"						
"8600/3"	"Preferred"	"Thecoma, malignant"	"(C56.9)"						
"8601/0"	"Preferred"	"Thecoma, luteinized"	"(C56.9)"						
"8602/0"	"Preferred"	"Sclerosing stromal tumor"	"(C56.9)"						
"8610/0"	"Preferred"	"Luteoma, NOS"	"(C56.9)"						
"8610/0"	"Synonym"	"Luteinoma"	"(C56.9)"						
"8620/1"	"Preferred"	"Adult granulosa cell tumor of testis"	"(C62._)"						
"8620/1"	"Synonym"	"Granulosa cell tumor of testis, NOS"	"(C62._)"						
"8620/3"	"Preferred"	"Adult granulosa cell tumor of ovary"	"(C56.9)"						
"8620/3"	"Related"	"Granulosa cell tumor, adult type"	"(C56.9)"						
"8620/3"	"Related"	"Granulosa cell carcinoma"	"(C56.9)"	"[obs]"					
"8620/3"	"Related"	"Granulosa cell tumor, sarcomatoid"	"(C56.9)"						
"8621/1"	"Preferred"	"Granulosa cell-theca cell tumor"	"(C56.9)"						
"8621/1"	"Synonym"	"Theca cell-granulosa cell tumor"	"(C56.9)"						
"8622/0"	"Preferred"	"Granulosa cell tumor of testis, juvenile"	"(C62._)"						
"8622/1"	"Preferred"	"Granulosa cell tumor, juvenile"	"(C56.9)"					"(except of testis M-8622/0)"	
"8623/1"	"Preferred"	"Sex cord tumor with annular tubules"	"(C56.9)"						
"8630/0"	"Preferred"	"Androblastoma, benign"		"[obs]"					
"8630/0"	"Synonym"	"Arrhenoblastoma, benign"		"[obs]"					
"8630/1"	"Preferred"	"Androblastoma, NOS"		"[obs]"					
"8630/1"	"Synonym"	"Arrhenoblastoma, NOS"		"[obs]"					
"8630/3"	"Preferred"	"Androblastoma, malignant"		"[obs]"					
"8630/3"	"Synonym"	"Arrhenoblastoma, malignant"		"[obs]"					
"8631/0"	"Preferred"	"Sertoli-Leydig cell tumor, well differentiated"							
"8631/1"	"Preferred"	"Sertoli-Leydig cell tumor of intermediate differentiation, NOS"							
"8631/1"	"Synonym"	"Sertoli-Leydig cell tumor, moderately differentiated"							
"8631/1"	"Related"	"Sertoli-Leydig cell tumor, NOS"							
"8631/3"	"Preferred"	"Sertoli-Leydig cell tumor, poorly differentiated"							
"8631/3"	"Related"	"Sertoli-Leydig cell tumor, sarcomatoid"							
"8632/1"	"Preferred"	"Gynandroblastoma"	"(C56.9)"						
"8633/1"	"Preferred"	"Sertoli-Leydig cell tumor, retiform"							
"8634/1"	"Preferred"	"Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements"							
"8634/1"	"Synonym"	"Sertoli-Leydig cell tumor, moderately differentiated, with heterologous elements"							
"8634/1"	"Related"	"Sertoli-Leydig cell tumor, retiform, with heterologous elements"							
"8634/3"	"Preferred"	"Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements"							
"8640/1"	"Preferred"	"Sertoli cell tumor, NOS"							
"8640/1"	"Synonym"	"Tubular androblastoma, NOS"							
"8640/1"	"Synonym"	"Pick tubular adenoma"							
"8640/1"	"Synonym"	"Sertoli cell adenoma"							
"8640/1"	"Synonym"	"Testicular adenoma"							
"8640/3"	"Preferred"	"Sertoli cell carcinoma"	"(C62._)"						
"8641/0"	"Preferred"	"Sertoli cell tumor with lipid storage"							
"8641/0"	"Synonym"	"Folliculome lipidique"	"(C56.9)"						
"8641/0"	"Synonym"	"Lipid-rich Sertoli cell tumor"	"(C56.9)"						
"8641/0"	"Synonym"	"Tubular androblastoma with lipid storage"	"(C56.9)"						
"8642/1"	"Preferred"	"Large cell calcifying Sertoli cell tumor"							
"8643/1"	"Preferred"	"Intratubular large cell hyalinizing Sertoli cell neoplasia"							
"8650/0"	"Preferred"	"Leydig cell tumor of ovary, NOS"	"(C56.9)"						
"8650/1"	"Preferred"	"Leydig cell tumor of testis, NOS"	"(C62._)"						
"8650/1"	"Synonym"	"Interstitial cell tumor, NOS"							
"8650/3"	"Preferred"	"Leydig cell tumor, malignant"	"(C62._)"						
"8650/3"	"Synonym"	"Interstitial cell tumor, malignant"							
"8660/0"	"Preferred"	"Hilus cell tumor"	"(C56.9)"						
"8660/0"	"Synonym"	"Hilar cell tumor"	"(C56.9)"						
"8670/0"	"Preferred"	"Lipid cell tumor of ovary"	"(C56.9)"						
"8670/0"	"Synonym"	"Steroid cell tumor, NOS"							
"8670/0"	"Synonym"	"Lipoid cell tumor of ovary"	"(C56.9)"						
"8670/0"	"Related"	"Masculinovoblastoma"	"(C56.9)"						
"8670/3"	"Preferred"	"Steroid cell tumor, malignant"							
"8671/0"	"Preferred"	"Adrenal rest tumor"							
"868-871"	2	"Paragangliomas and glomus tumors"							
"8680/3"	"Preferred"	"Paraganglioma, NOS"	"(C75.5)"						
"8681/3"	"Preferred"	"Sympathetic paraganglioma"							
"8682/3"	"Preferred"	"Parasympathetic paraganglioma"							
"8683/0"	"Preferred"	"Gangliocytic paraganglioma"	"(C17.0)"						
"8690/3"	"Preferred"	"Middle ear paraganglioma"	"(C75.5)"						
"8690/3"	"Synonym"	"Glomus jugulare tumor, NOS"	"(C75.5)"						
"8690/3"	"Synonym"	"Jugular paraganglioma"	"(C75.5)"						
"8690/3"	"Synonym"	"Jugulotympanic paraganglioma"	"(C75.5)"						
"8691/3"	"Preferred"	"Aortic body tumor"	"(C75.5)"						
"8691/3"	"Synonym"	"Aortic body paraganglioma"	"(C75.5)"						
"8691/3"	"Synonym"	"Aorticopulmonary paraganglioma"	"(C75.5)"						
"8692/3"	"Preferred"	"Carotid body paraganglioma"	"(C75.4)"						
"8692/3"	"Synonym"	"Carotid body tumor"	"(C75.4)"						
"8693/3"	"Preferred"	"Extra-adrenal paraganglioma, NOS"							
"8693/3"	"Related"	"Nonchromaffin paraganglioma, NOS"							
"8693/3"	"Related"	"Laryngeal paraganglioma"							
"8693/3"	"Related"	"Vagal paraganglioma"							
"8693/3"	"Related"	"Chemodectoma"		"[obs]"					
"8693/3"	"Related"	"Composite paraganglioma"							
"8700/3"	"Preferred"	"Pheochromocytoma, NOS"	"(C74.1)"						
"8700/3"	"Synonym"	"Adrenal medullary paraganglioma"	"(C74.1)"						
"8700/3"	"Synonym"	"Chromaffin paraganglioma"							
"8700/3"	"Synonym"	"Chromaffin tumor"							
"8700/3"	"Synonym"	"Chromaffinoma"							
"8700/3"	"Related"	"Composite pheochromocytoma"	"(C74.1)"						
"8700/3"	"Synonym"	"Pheochromoblastoma"	"(C74.1)"						
"8710/3"	"Preferred"	"Glomangiosarcoma"							
"8710/3"	"Synonym"	"Glomoid sarcoma"							
"8711/0"	"Preferred"	"Glomus tumor, NOS"							
"8711/1"	"Preferred"	"Glomangiomatosis"							
"8711/1"	"Related"	"Glomus tumor of uncertain malignant potential"							
"8711/3"	"Preferred"	"Glomus tumor, malignant"							
"8712/0"	"Preferred"	"Glomangioma"							
"8713/0"	"Preferred"	"Glomangiomyoma"							
"8714/0"	"Preferred"	"Perivascular epithelioid tumor, benign"							
"8714/0"	"Synonym"	"PEComa, benign"							
"8714/3"	"Preferred"	"Perivascular epithelioid tumor, malignant"							
"8714/3"	"Synonym"	"PEComa, malignant"							
"872-879"	2	"Nevi and melanomas"							
"8720/0"	"Preferred"	"Pigmented nevus, NOS"	"(C44._)"						
"8720/0"	"Synonym"	"Nevus, NOS"	"(C44._)"						
"8720/0"	"Synonym"	"Melanocytic nevus, NOS"	"(C44._)"						
"8720/0"	"Related"	"Hairy nevus"	"(C44._)"						
"8720/0"	"Related"	"Nevus spilus"	"(C44._)"						
"8720/0"	"Related"	"Meyerson nevus"	"(C44._)"						
"8720/0"	"Related"	"Deep penetrating nevus"	"(C44._)"						
"8720/0"	"Related"	"Combined nevus"	"(C44._)"						
"8720/0"	"Related"	"Genital nevus"							
"8720/0"	"Related"	"Conjunctival nevus"	"(C69.0)"						
"8720/2"	"Preferred"	"Melanoma in situ"							
"8720/3"	"Preferred"	"Malignant melanoma, NOS"						"(except of soft parts M-9044/3)"	
"8720/3"	"Synonym"	"Melanoma, NOS"							
"8720/3"	"Related"	"Nevoid melanoma"	"(C44._)"						
"8720/3"	"Related"	"Melanoma, meningeal"	"(C70._)"						
"8721/3"	"Preferred"	"Nodular melanoma"	"(C44._)"						
"8722/0"	"Preferred"	"Balloon cell nevus"	"(C44._)"						
"8722/3"	"Preferred"	"Balloon cell melanoma"	"(C44._)"						
"8723/0"	"Preferred"	"Halo nevus"	"(C44._)"						
"8723/0"	"Synonym"	"Regressing nevus"	"(C44._)"						
"8723/3"	"Preferred"	"Malignant melanoma, regressing"	"(C44._)"						
"8725/0"	"Preferred"	"Neuronevus"	"(C44._)"						
"8726/0"	"Preferred"	"Magnocellular nevus"	"(C69.4)"						
"8726/0"	"Synonym"	"Melanocytoma, eyeball"	"(C69.4)"						
"8726/0"	"Related"	"Melanocytoma, NOS"			"(see also M-8780/1)"				
"8727/0"	"Preferred"	"Dysplastic nevus"	"(C44._)"						
"8728/0"	"Preferred"	"Meningeal melanocytosis"	"(C70.9)"						
"8728/0"	"Related"	"Diffuse melanocytosis"	"(C70.9)"						
"8728/1"	"Preferred"	"Meningeal melanocytoma"	"(C70.9)"						
"8728/3"	"Preferred"	"Meningeal melanomatosis"	"(C70.9)"						
"8730/0"	"Preferred"	"Nonpigmented nevus"	"(C44._)"						
"8730/0"	"Synonym"	"Achromic nevus"	"(C44._)"						
"8730/3"	"Preferred"	"Amelanotic melanoma"	"(C44._)"						
"8740/0"	"Preferred"	"Junctional nevus, NOS"	"(C44._)"						
"8740/0"	"Synonym"	"Intraepidermal nevus"	"(C44._)"						
"8740/0"	"Synonym"	"Junction nevus"	"(C44._)"						
"8740/3"	"Preferred"	"Malignant melanoma in junctional nevus"	"(C44._)"						
"8741/2"	"Preferred"	"Precancerous melanosis, NOS"	"(C44._)"						
"8741/3"	"Preferred"	"Malignant melanoma in precancerous melanosis"	"(C44._)"						
"8742/0"	"Preferred"	"Lentiginous melanocytic nevus"	"(C44._)"						
"8742/0"	"Related"	"Simple lentigo"	"(C44._)"						
"8742/0"	"Synonym"	"Lentigo simplex"	"(C44._)"						
"8742/2"	"Preferred"	"Lentigo maligna"	"(C44._)"						
"8742/2"	"Synonym"	"Hutchinson melanotic freckle, NOS"	"(C44._)"						
"8742/3"	"Preferred"	"Lentigo maligna melanoma"	"(C44._)"						
"8742/3"	"Synonym"	"Malignant melanoma in Hutchinson melanotic freckle"	"(C44._)"						
"8743/3"	"Preferred"	"Low cumulative sun damage melanoma"	"(C44._)"						
"8743/3"	"Related"	"Superficial spreading melanoma"	"(C44._)"						
"8744/0"	"Preferred"	"Acral nevus"	"(C44._)"						
"8744/3"	"Preferred"	"Acral melanoma"	"(C44._)"						
"8744/3"	"Synonym"	"Acral lentiginous melanoma, malignant"	"(C44._)"						
"8745/3"	"Preferred"	"Desmoplastic melanoma, NOS"	"(C44._)"						
"8745/3"	"Related"	"Desmoplastic melanoma, amelanotic"	"(C44._)"						
"8745/3"	"Related"	"Neurotropic melanoma, malignant"	"(C44._)"						
"8746/3"	"Preferred"	"Mucosal lentiginous melanoma"							
"8750/0"	"Preferred"	"Dermal nevus"	"(C44._)"						
"8750/0"	"Synonym"	"Intradermal nevus"	"(C44._)"						
"8750/0"	"Synonym"	"Stromal nevus"							
"8760/0"	"Preferred"	"Compound nevus"	"(C44._)"						
"8760/0"	"Synonym"	"Dermal and epidermal nevus"	"(C44._)"						
"8761/0"	"Preferred"	"Congenital melanocytic nevus, NOS"	"(C44._)"						
"8761/1"	"Preferred"	"Giant pigmented nevus, NOS"	"(C44._)"						
"8761/1"	"Related"	"Intermediate and giant congenital nevus"	"(C44._)"						
"8761/3"	"Preferred"	"Malignant melanoma arising in giant congenital nevus"	"(C44._)"						
"8761/3"	"Synonym"	"Malignant melanoma in giant pigmented nevus"	"(C44._)"						
"8761/3"	"Synonym"	"Malignant melanoma in congenital melanocytic nevus"	"(C44._)"						
"8762/1"	"Preferred"	"Proliferative dermal lesion in congenital nevus"	"(C44._)"						
"8762/1"	"Synonym"	"Proliferative nodule in congenital melanocytic nevus"	"(C44._)"						
"8770/0"	"Preferred"	"Epithelioid and spindle cell nevus"	"(C44._)"						
"8770/0"	"Synonym"	"Juvenile melanoma"	"(C44._)"						
"8770/0"	"Synonym"	"Juvenile nevus"	"(C44._)"						
"8770/0"	"Synonym"	"Spitz nevus, NOS"	"(C44._)"						
"8770/0"	"Related"	"Spitz nevus, atypical"	"(C44._)"						
"8770/0"	"Related"	"Pigmented spindle cell nevus of Reed"	"(C44._)"						
"8770/0"	"Synonym"	"Pigmented spindle cell Spitz nevus"	"(C44._)"						
"8770/3"	"Preferred"	"Malignant Spitz tumor"	"(C44._)"						
"8770/3"	"Related"	"Mixed epithelioid and spindle cell melanoma"							
"8770/3"	"Synonym"	"Spitz melanoma"	"(C44._)"						
"8770/3"	"Synonym"	"Spitzoid melanoma"	"(C44._)"						
"8771/0"	"Preferred"	"Epithelioid cell nevus"	"(C44._)"						
"8771/3"	"Preferred"	"Epithelioid cell melanoma"							
"8772/0"	"Preferred"	"Spindle cell nevus, NOS"	"(C44._)"						
"8772/3"	"Preferred"	"Spindle cell melanoma, NOS"							
"8773/3"	"Preferred"	"Spindle cell melanoma, type A"	"(C69._)"						
"8774/3"	"Preferred"	"Spindle cell melanoma, type B"	"(C69._)"						
"8780/0"	"Preferred"	"Blue nevus, NOS"	"(C44._)"						
"8780/0"	"Synonym"	"Jadassohn blue nevus"	"(C44._)"						
"8780/1"	"Preferred"	"Pigmented epithelioid melanocytoma"	"(C44._)"						
"8780/1"	"Synonym"	"Blue nevus, epithelioid"	"(C44._)"						
"8780/3"	"Preferred"	"Blue nevus, malignant"	"(C44._)"	"[obs]"					
"8780/3"	"Synonym"	"Melanoma arising in blue nevus"	"(C44._)"						
"8790/0"	"Preferred"	"Cellular blue nevus"	"(C44._)"						
"880"	2	"Soft tissue tumors and sarcomas, NOS"							
"8800/0"	"Preferred"	"Soft tissue tumor, benign"							
"8800/3"	"Preferred"	"Sarcoma, NOS"							
"8800/3"	"Synonym"	"Mesenchymal tumor, malignant"							
"8800/3"	"Synonym"	"Soft tissue sarcoma"							
"8800/3"	"Synonym"	"Soft tissue tumor, malignant"							
"8800/9"	"Preferred"	"Sarcomatosis, NOS"							
"8801/3"	"Preferred"	"Spindle cell sarcoma"							
"8801/3"	"Synonym"	"Spindle cell sarcoma, undifferentiated"							
"8802/1"	"Preferred"	"Pleomorphic hyalinizing angiectatic tumor"							
"8802/3"	"Preferred"	"Giant cell sarcoma"						"(except of bone M-9250/3)"	
"8802/3"	"Synonym"	"Pleomorphic cell sarcoma, NOS"							
"8802/3"	"Synonym"	"Pleomorphic cell sarcoma, undifferentiated"							
"8802/3"	"Synonym"	"Pleomorphic sarcoma"							
"8802/3"	"Related"	"Pleomorphic dermal sarcoma"	"(C44._)"						
"8803/3"	"Preferred"	"Small cell sarcoma"							
"8803/3"	"Synonym"	"Round cell sarcoma, NOS"							
"8803/3"	"Synonym"	"Round cell sarcoma, undifferentiated"							
"8804/3"	"Preferred"	"Epithelioid sarcoma, NOS"							
"8804/3"	"Synonym"	"Epithelioid cell sarcoma"							
"8804/3"	"Related"	"Epithelioid sarcoma, undifferentiated"							
"8805/3"	"Preferred"	"Undifferentiated sarcoma"							
"8806/3"	"Preferred"	"Desmoplastic small round cell tumor"							
"881-883"	2	"Fibromatous neoplasms"							
"8810/0"	"Preferred"	"Fibroma, NOS"						"(except of tendon sheath M-8813/0)"	
"8810/0"	"Related"	"Desmoplastic fibroblastoma"							
"8810/0"	"Related"	"Gardner fibroma"							
"8810/0"	"Related"	"Nuchal fibroma"							
"8810/0"	"Related"	"Collagenous fibroma"							
"8810/0"	"Related"	"Plaque-like CD34 positive dermal fibroma"	"(C44._)"						
"8810/1"	"Preferred"	"Cellular fibroma"	"(C56.9)"						
"8810/3"	"Preferred"	"Fibrosarcoma, NOS"							
"8811/0"	"Preferred"	"Fibromyxoma, NOS"							
"8811/0"	"Synonym"	"Myxofibroma, NOS"							
"8811/0"	"Synonym"	"Myxoid fibroma"							
"8811/0"	"Related"	"Plexiform fibromyxoma"							
"8811/0"	"Related"	"Acral fibromyxoma"							
"8811/1"	"Preferred"	"Myxoinflammatory fibroblastic sarcoma"							
"8811/1"	"Related"	"Atypical myxoinflammatory fibroblastic tumor"							
"8811/1"	"Related"	"Hemosiderotic fibrolipomatous tumor"							
"8811/3"	"Preferred"	"Myxofibrosarcoma"							
"8811/3"	"Related"	"Fibromyxosarcoma"							
"8812/0"	"Preferred"	"Periosteal fibroma"	"(C40._, C41._)"						
"8812/3"	"Preferred"	"Periosteal fibrosarcoma"	"(C40._, C41._)"						
"8812/3"	"Related"	"Periosteal sarcoma, NOS"	"(C40._, C41._)"						
"8813/0"	"Preferred"	"Fibroma of tendon sheath"							
"8813/0"	"Related"	"Fascial fibroma"							
"8813/1"	"Preferred"	"Palmar/plantar type fibromatosis"							
"8813/1"	"Synonym"	"Superficial fibromatosis"							
"8813/3"	"Preferred"	"Fascial fibrosarcoma"							
"8814/3"	"Preferred"	"Infantile fibrosarcoma"							
"8814/3"	"Synonym"	"Congenital fibrosarcoma"							
"8815/0"	"Preferred"	"Solitary fibrous tumor/Hemangiopericytoma, grade 1"							
"8815/0"	"Synonym"	"Hemangiopericytoma, benign"							
"8815/1"	"Preferred"	"Solitary fibrous tumor, NOS"							
"8815/1"	"Synonym"	"Hemangiopericytoma, NOS"							
"8815/1"	"Synonym"	"Localized fibrous tumor"		"[obs]"					
"8815/1"	"Related"	"Solitary fibrous tumor/Hemangiopericytoma, grade 2"							
