DOSAGE	VOLUME	THIN_NAME	GEMSCRIPT_NAME	INGREDIENT_ID	THIN_CODE	GEMSCRIPT_CODE	INGREDIENT_CONCEPT_CODE	DOMAIN_ID
100 mg		Persantin 100 mg suspension	PERSANTIN 100 MG SUS	1331270	95400992	4599007	Dipyridamole	Drug
0.2 mg		Peptard .2 mg tablet	PEPTARD .2 MG TAB	911735	95398992	4601007	rabeprazole	Drug
25 mg/ml		Percorten m 25 mg injection	PERCORTEN M 25 MG INJ	19017895	95397992	4602007	desoxycorticosterone	Drug
		Pennine drops eye	PENNINE DROPS EYE		95396992	4603007	Not Found	Drug
5 mg			PENOTRANE 5 MG PES	1118084		4604007	celecoxib	Drug
500mg		Co-codamol 8mg/500mg tablets	PARACETAMOL / CODEINE TAB	1125315	95384992	4615007	Acetaminophen	Drug
8mg		Co-codamol 8mg/500mg tablets	PARACETAMOL / CODEINE TAB	1201620	95384992	4615007	Codeine	Drug
9000 units		Generic Pancrex V 125mg capsules	PANCREX 125 MG CAP	919204	95376992	4623007	Amylases	Drug
8000 units		Generic Pancrex V 125mg capsules	PANCREX 125 MG CAP	990760	95376992	4623007	Lipase	Drug
430 units		Generic Pancrex V 125mg capsules	PANCREX 125 MG CAP	36879095	95376992	4623007	Protease	Drug
9000 units		Generic Pancrex V 125mg capsules	PANCREX V 125 MG CAP	919204	95375992	4624007	Amylases	Drug
8000 units		Generic Pancrex V 125mg capsules	PANCREX V 125 MG CAP	990760	95375992	4624007	Lipase	Drug
430 units		Generic Pancrex V 125mg capsules	PANCREX V 125 MG CAP	36879095	95375992	4624007	Protease	Drug
		Vitamins B and C high potency intravenous solution for injection 5ml and 5ml ampoules	PABRINEX INTRAVENOUS HIGH POTENCY INJ		95373992	4626007		Drug
			PAEDIALYTE M.S. SOL			4628007		Drug
		Paedo-sed 200 mg syringe	PAEDO-SED 200 MG SYR		95370992	4629007		Drug
0.50%		Otrivine-antistin nasal drops liquid	OTRIVINE-ANTISTIN NASAL DROPS LIQ	951237	95365992	4634007	Antazoline	Drug
0.05%		Otrivine-antistin nasal drops liquid	OTRIVINE-ANTISTIN NASAL DROPS LIQ	943852	95365992	4634007	xylometazoline	Drug
0.50%		Otrivine-antistin nasal spray	OTRIVINE-ANTISTIN NASAL SPR	951237	95364992	4635007	Antazoline	Drug
0.05%		Otrivine-antistin nasal spray	OTRIVINE-ANTISTIN NASAL SPR	943852	95364992	4635007	xylometazoline	Drug
100 mg			ORTHOXINE 100 MG TAB	1177480		4637007	Ibuprofen	Drug
50 mg		Ospolot 50 mg tablet	OSPOLOT 50 MG TAB	19000921	95361992	4638007	sulthiame	Drug
300 mg		Ossopan 300 mg tablet	OSSOPAN 300 MG TAB		95360992	4639007	Hydroxyapatite	Drug
		Opobyl pills tablet	OPOBYL PILLS TAB		95353992	4646007		Drug
		Nystatin/triamcinolone acetonide ointment	NYSTATIN/TRIAMCINOLONE ACETONIDE OIN		95348992	4651007		Drug
100 000 iu			NYSPES PES	922570		4652007	Nystatin	Drug
0.05 mg		Norlestrin tablet	NORLESTRIN TAB	1549786	95338992	4661007	Ethinyl Estradiol	Drug
2.5 mg		Norlestrin tablet	NORLESTRIN TAB	1595799	95338992	4661007	Ferrous fumarate	Drug
75 mg		Norlestrin tablet	NORLESTRIN TAB	1521369	95338992	4661007	Norethindrone	Drug
10 mg			Maxalt Melt 10mg oral lyophilisates (Mawdsley-Brooks / Company Ltd)	1154077		4664020	rizatriptan	Drug
		Norisen grass initial treatment vac	NORISEN GRASS INITIAL TREATMENT VAC	36879250	95333992	4666007	indeterminate allergen extract	Drug
		Nonoxynol 10/nonoxynol 11 pessaries	NONOXYNOL 10/NONOXYNOL 11 PES		95329992	4670007		Drug
		Neutradonna powder	NEUTRADONNA POW	43012256	95328992	4671007	aluminum silicate	Drug
		Neutradonna powder	NEUTRADONNA POW	958527	95328992	4671007	"belladonna extract, USP"	Drug
		Nestosyl ointment	NESTOSYL OIN		95326992	4673007		Device
			Milupa PKU 2 Prima powder (Nutricia Ltd)			4673021		Device
		Neomycin/prednisolone oint drops	NEOMYCIN/PREDNISOLONE OINT DRO	915981	95316992	4683007	Neomycin	Drug
		Neomycin/prednisolone oint drops	NEOMYCIN/PREDNISOLONE OINT DRO	1550557	95316992	4683007	prednisolone	Drug
10 mg			NEOPLATIN 10 MG INJ	1344905		4685007	Carboplatin	Drug
100 mg		Nembutal 100 mg capsule	NEMBUTAL 100 MG CAP	730729	95313992	4686007	Pentobarbital	Drug
1%		Neo-cortef 1 % lotion	NEO-CORTEF 1 % LOT	975125	95312992	4687007	Hydrocortisone	Drug
3.5 mg/g		Neo-cortef 1 % lotion	NEO-CORTEF 1 % LOT	915981	95312992	4687007	Neomycin	Drug
3.5 mg/g		Neo-cortef 1 % ointment	NEO-CORTEF 1 % OIN	915981	95311992	4688007	Neomycin	Drug
2.50%		Neo-cortef 2.5 % ointment	NEO-CORTEF 2.5 % OIN	975125	95310992	4689007	Hydrocortisone	Drug
1%		Neo-cortef 1 % ointment	NEO-CORTEF 1 % OIN	975125	95311992	4689007	Hydrocortisone	Drug
3.5 mg/g		Neo-cortef 2.5 % ointment	NEO-CORTEF 2.5 % OIN	915981	95310992	4689007	Neomycin	Drug
		Neo-medrone lotion	NEO-MEDRONE LOT	19030673	95308992	4691007	aluminum chlorhydrate	Drug
		Nasciodine cream	NASCIODINE CRE		95305992	4694007		Device
			"MYRRH, BORAX / RHATANY MOUTHWASH LIQ"			4700007		Drug
400 mg			Tegretol 400mg tablets (Lexon (UK) Ltd)	740275		4705020	Carbamazepine	Drug
			MORRHUAE CO. OIN	915981		4706007	Neomycin	Drug
		Modantis cream	MODANTIS CRE		95290992	4709007		Device
		Minovlar tablet	MINOVLAR TAB	1549786	95289992	4710007	Ethinyl Estradiol	Drug
		Minovlar tablet	MINOVLAR TAB	1521369	95289992	4710007	Norethindrone	Drug
		Micro k capsule	MICRO K CAP	19049105	95285992	4714007	Potassium Chloride	Drug
		Metrodin injection	METRODIN INJ	1588712	95283992	4716007	Follicle Stimulating Hormone	Drug
40 mg/ml	0.5 g	Methyl sal co forte ointment	METHYL SAL CO FORTE OIN	938205	95279992	4720007	Camphor	Drug
100 mg/ml	0.5 g	Methyl sal co forte ointment	METHYL SAL CO FORTE OIN	901656	95279992	4720007	Menthol	Drug
300 mg/ml	0.5 g	Methyl sal co forte ointment	METHYL SAL CO FORTE OIN	909440	95279992	4720007	methyl salicylate	Drug
10 mg		Methoxypsoralen 10 mg tablet	METHOXYPSORALEN 10 MG TAB	905223	95275992	4724007	Methoxsalen	Drug
10 mg		Methoxypsoralen capsule	METHOXYPSORALEN CAP	905223	95274992	4725007	Methoxsalen	Drug
		Mestinon oral tablet	MESTINON ELI	759740	95268992	4731007	Pyridostigmine	Drug
			MERCURIC NITRATE DILUTE OIN	19058371		4733007	Phenylmercuric nitrate	Drug
2.00%		Mercurochrome 2 % solution	MERCUROCHROME 2 % SOL	1703026	95263992	4736007	Merbromin	Drug
100 mg		Merital am 100 mg tablet	MERITAL AM 100 MG TAB	19128066	95262992	4737007	Nomifensine	Drug
		Menthol/methyl salicylate cream	MENTHOL/METHYL SALICYLATE CRE	901656	95261992	4738007	Menthol	Drug
		Menthol/methyl salicylate cream	MENTHOL/METHYL SALICYLATE CRE	43013714	95261992	4738007	MENTHYL SALICYLATE	Drug
10mg/ml		Menthol/methyl salicylate 1 % cream	MENTHOL/METHYL SALICYLATE 1 % CRE	901656	95260992	4739007	Menthol	Drug
150 mg/ml		Menthol/methyl salicylate 1 % cream	MENTHOL/METHYL SALICYLATE 1 % CRE	909440	95260992	4739007	methyl salicylate	Drug
		Mentholate tincture liquid	MENTHOLATE TINCTURE LIQ		95259992	4740007	Mentholate	Drug
			MEDILAVE MOUTHWASH .02 % SOL	1512480		4750007	Ibandronate	Drug
		Matthews fullers earth crm cream	MATTHEWS FULLERS EARTH crm CRE		95248992	4751007		Device
			MAXA-GESIC 200 MG TAB			4752007		Drug
		Maxipro hbv powder	MAXIPRO HBV POW		95246992	4753007		Device
300 mg		Mandrax tablet	MANDRAX TAB	19004160	95244992	4755007	Methaqualone	Drug
50 mg		Marzine 50 mg tablet	MARZINE 50 MG TAB	909358	95242992	4757007	Cyclizine	Drug
		Influenza inactivated vaccine syringe	M.F.V.-JECT MONODOSE amp .5 ML VAC		95235992	4764007		Drug
0.5 ml		Influenza inactivated vaccine syringe	M.F.V.-JECT MONOVALENT .5 ML VAC		95234992	4765007		Drug
460 mg	10 ml	Generic Maalox Plus oral suspension sugar free	MAALOX PLUS SACHETS 10 ML	985247	95233992	4766007	Aluminum Hydroxide	Drug
400 mg	10 ml	Generic Maalox Plus oral suspension sugar free	MAALOX PLUS SACHETS 10 ML	992956	95233992	4766007	Magnesium Hydroxide	Drug
50 mg	10 ml	Generic Maalox Plus oral suspension sugar free	MAALOX PLUS SACHETS 10 ML	966991	95233992	4766007	Simethicone	Drug
		Locobase cream	LOCOBASE CRE		95232992	4767007		Device
2%		Lomusol refil 2 % solution	LOMUSOL REFIL 2 % SOL	19008867	95230992	4769007	Cromoglycate	Drug
		Liq paraffin drops eye	liq PARAFFIN DROPS EYE		95225992	4774007		Drug
20.00%		Liq paraffin light drops eye	LIQ PARAFFIN LIGHT DROPS EYE	19129738	95224992	4775007	Paraffin	Drug
0.2		Liq paraffin light drops eye	LIQ PARAFFIN LIGHT DROPS EYE	19129738	95224992	4775007	Paraffin	Drug
		Lignocaine/hyalurondase ointment	LIGNOCAINE/HYALURONDASE OIN	19073699	95220992	4779007	Hyaluronidase	Drug
		Lignocaine/hyalurondase ointment	LIGNOCAINE/HYALURONDASE OIN	989878	95220992	4779007	Lidocaine	Drug
		Linctifed paed expectorant liquid	LINCTIFED PAED EXPECTORANT LIQ		95219992	4780007		Drug
		Linctifed expectorant paed liquid	LINCTIFED EXPECTORANT PAED LIQ		95218992	4781007		Device
500 mg		Lederkyn 500 mg tablet	LEDERKYN 500 MG TAB	19000820	95211992	4788007	Sulfamethoxypyridazine	Drug
75 mg		Ledermycin 75 mg syringe	LEDERMYCIN 75 MG SYR	1714527	95210992	4789007	Demeclocycline	Drug
2 g		Kelfizine w 2 gm syringe	KELFIZINE W 2 GM SYR	19136423	95185992	4814007	Sulfalene	Drug
		Juvel oral tablet	JUVEL ELI		95182992	4817007		Device
0.5 mg		Isordil .5 mg tablet	ISORDIL .5 MG TAB	1383925	95180992	4819007	Isosorbide Dinitrate	Drug
15%			ISOPTO CETAMIDE DROPS 15 % EYE	1705674		4822007	Trimethoprim	Drug
6%		Isopto carpine drops 6 % eye	ISOPTO CARPINE DROPS 6 % EYE	945286	95176992	4823007	Pilocarpine	Drug
500 mg		Human normal immunoglobulin 500mg intravenous infusion	INTRAGLOBIN 500 MG INJ	36878747	95173992	4826007	human immunoglobulin	Drug
		Interlene shampoo	INTERLENE SHAMPOO		95166992	4833007		Device
		Iberet 500 tablet	IBERET 500 TAB		95144992	4855007	Vitamin Stuff	Drug
25 mg/ml		Hydrocortistab drops ear	HYDROCORTISTAB DROPS EAR	975125	95132992	4867007	Hydrocortisone	Drug
		Hibitane lotion	HIBITANE LOT		95108992	4891007		Drug
25 mg			Lamictal 25mg tablets (Lexon (UK) Ltd)	1154343		4891020	Albuterol	Drug
		Hirudoid ointment	HIRUDOID OIN		95106992	4893007		Drug
		Herpid forte solution	HERPID FORTE SOL		95102992	4897007		Device
500 mg		Hexopal 200 mg tablet	HEXOPAL 200 MG TAB		95098992	4901007	Inositol Nicotinate	Drug
350 mg		Havapen 350 mg tablet	HAVAPEN 350 MG TAB	1728416	95096992	4903007	Penicillin G	Drug
0.25 mg		Harmonyl .25 mg tablet	HARMONYL .25 MG TAB	1387219	95088992	4911007	deserpidine	Drug
		Glacier cream	GLACIER CRE		95056992	4943007		Device
25 mg		Genticin 25 mg injection	GENTICIN 25 MG INJ	45892419	95055992	4944007	Gentamicin	Drug
			GARAMYCIN OINT EYE	45892419		4946007	Gentamicin	Drug
		Generic Gaviscon Liquid 10ml sachets sugar free	GAVISCON SACHETS 5 GM		95051992	4948007		Drug
	2 ml	Gamma globulin 2 ml injection	GAMMA GLOBULIN 2 ML INJ	36878747	95047992	4952007	human immunoglobulin	Drug
50 mg		Fungilin 50 mg pessaries	FUNGILIN 50 MG PES	952045	95042992	4957007	Amphotericin	Drug
100 mg		Furoxone 100 mg tablet	FUROXONE 100 MG TAB	1756822	95040992	4959007	Furazolidone	Drug
		Fullers earth cream	FULLERS EARTH CRE		95037992	4962007		Device
8.00%	128 ml	Phosphates enema (Formula B) 128ml standard tube	FLETCHER'S ENEMA LIQ	991710	95023992	4976007	"Sodium Phosphate, Dibasic"	Drug
10.00%	128 ml	Phosphates enema (Formula B) 128ml standard tube	FLETCHER'S ENEMA LIQ	990499	95023992	4976007	"Sodium Phosphate, Monobasic"	Drug
10.00%	128 ml	Phosphates enema (Formula B) 128ml standard tube	FLETCHER'S ENEMA LIQ	990499	95023992	4976007	"Sodium Phosphate, Monobasic"	Drug
		Flagyl lotion	FLAGYL LOT	1707164	95022992	4977007	Metronidazole	Drug
		Ferromyn 'b' oral tablet	FERROMYN 'B' ELI		95020992	4979007		Drug
310 mg		Ferromyn 's' tablet	FERROMYN 'S' TAB	1396131	95018992	4981007	ferrous sulfate	Drug
		Sterile sea water isotonic aqueous nasal spray	Sterile sea water isotonic aqueous nasal spray		76824994	4982021		Drug
		"Ferrous gluconate, folic acid, ascorbic acid 250mg+4mg+10mg tablets"	FERFOLIC TAB		95016992	4983007		Drug
5mg/5ml	200ml	Falcodyl linctus	FALCODYL LIN	19024213	95013992	4986007	pholcodine	Drug
		Sterile sea water hypertonic aqueous nasal spray	Sterile sea water hypertonic aqueous nasal spray		76820994	4986021		Drug
		Fe-cap folic capsule	FE-CAP FOLIC CAP	1396131	95011992	4988007	ferrous sulfate	Drug
		Exolan lotion	EXOLAN LOT		95009992	4990007		Device
		Eusol / liq paraffin emulsion	EUSOL / liq PARAFFIN EMU		95005992	4994007		Device
		Eucerin hydrous ointment	EUCERIN HYDROUS OIN		95003992	4996007		Device
125 mg/5ml		Etophylate paed 125 mg syringe	ETOPHYLATE PAED 125 MG SYR	1237049	94999992	5000007	Theophylline	Drug
50 mcg		Ethinyloestrad.50mcg/lynoestrenol 2.5mg mcg tablet	ETHINYLOESTRAD.50MCG/LYNOESTRENOL 2.5MG MCG TAB	1549786	94996992	5003007	Ethinyl Estradiol	Drug
2.5 mg		Ethinyloestrad.50mcg/lynoestrenol 2.5mg mcg tablet	ETHINYLOESTRAD.50MCG/LYNOESTRENOL 2.5MG MCG TAB	19092358	94996992	5003007	Lynestrenol	Drug
35 mcg		Ethinyloestradiol/norethisterone 35 mcg tablet	ETHINYLOESTRADIOL/NORETHISTERONE 35 MCG TAB	1549786	94995992	5004007	Ethinyl Estradiol	Drug
		Ethinyloestradiol/norethisterone 35 mcg tablet	ETHINYLOESTRADIOL/NORETHISTERONE 35 MCG TAB	1521369	94995992	5004007	Norethindrone	Drug
50 mcg		Ethinyloestrad. 50mcg/norethisterone 3mg mcg tablet	ETHINYLOESTRAD. 50MCG/NORETHISTERONE 3MG MCG TAB	1549786	94994992	5005007	Ethinyl Estradiol	Drug
3 mg		Ethinyloestrad. 50mcg/norethisterone 3mg mcg tablet	ETHINYLOESTRAD. 50MCG/NORETHISTERONE 3MG MCG TAB	1521369	94994992	5005007	Norethindrone	Drug
3 mg		Ethinyloestrad. 50mcg/norethisterone 3mg mcg tablet	ETHINYLOESTRAD. 50MCG/NORETHISTERONE 3MG MCG TAB		94994992	5005007	Norethisterone	Drug
		Esoderm shampoo liquid	ESODERM SHAMPOO LIQ		94986992	5013007		Device
			ESODERM CRE	1309944		5014007	Amiodarone	Drug
1%		Eserine drops 1 % eye	ESERINE DROPS 1 % EYE	19044337	94983992	5016007	Physostigmine	Drug
25 mg		Esidrex-k tablet	ESIDREX-K TAB	974166	94982992	5017007	Hydrochlorothiazide	Drug
500 mg		Ermysin e/c 500 mg tablet	ERMYSIN E/C 500 MG TAB	1746940	94979992	5020007	Erythromycin	Drug
125 mg		Erymax 125 mg syringe	ERYMAX 125 MG SYR	1746940	94978992	5021007	Erythromycin	Drug
500 mg		Erymax 500 mg capsule	ERYMAX 500 MG CAP	1746940	94977992	5022007	Erythromycin	Drug
			ERYTEX OIN	1746940		5023007	Erythromycin	Drug
300 mg			EPSIKAPRON 300 MG SYR	705944		5024007	Methylphenidate	Drug
		Ephedrine/zinc sulphate drops eye	EPHEDRINE/ZINC SULPHATE DROPS EYE	1143374	94968992	5031007	Ephedrine	Drug
		Ephedrine/zinc sulphate drops eye	EPHEDRINE/ZINC SULPHATE DROPS EYE	19044522	94968992	5031007	Zinc Sulfate	Drug
0.25 mg		Enduronyl tablet	ENDURONYL TAB	1387219	94958992	5041007	deserpidine	Drug
5 mg		Enduronyl tablet	ENDURONYL TAB	905273	94958992	5041007	Methyclothiazide	Drug
2.50%		Efcortelan 2.5 % eye	EFCORTELAN 2.5 % EYE	975125	94954992	5045007	Hydrocortisone	Drug
80 mg		Elamol 80 mg capsule	ELAMOL 80 MG CAP		94953992	5046007	Tofenacin	Drug
0.06%		Ecothiopate iodide eye .06 % drops	ECOTHIOPATE IODIDE EYE .06 % DRO	958368	94952992	5047007	Echothiophate	Drug
		Duo-autohaler complete	DUO-AUTOHALER COMPLETE		94950992	5049007		Device
		Duo-autohaler refil	DUO-AUTOHALER REFIL		94949992	5050007		Device
25mg		Dorbanex capsule	DORBANEX CAP	19086560	94946992	5053007	danthron	Drug
200mg		Dorbanex capsule	DORBANEX CAP	19024636	94946992	5053007	Poloxamer 188	Drug
			DISPRAY 2 AER			5067007		Device
		Generic Dioralyte oral powder sachets	DIORALYTE SACHETS PINEAPPLE		94929992	5070007		Device
		Diovol tablet	DIOVOL TAB		94928992	5071007		Drug
		Dimotapp p tablet	DIMOTAPP P TAB	1130863	94927992	5072007	Brompheniramine	Drug
		Dimotapp p tablet	DIMOTAPP P TAB	1135766	94927992	5072007	Phenylephrine	Drug
		Dimotapp p tablet	DIMOTAPP P TAB	1139993	94927992	5072007	Phenylpropanolamine	Drug
20 mg		Dioctyl sodium sulphosuccinate 20 mg tablet	DIOCTYL SODIUM SULPHOSUCCINATE 20 MG TAB	44816346	94926992	5073007	DI-N-OCTYL SODIUM SULFOSUCCINATE	Drug
		Dichlorodifluoromethane/trichlorofluorom spray	DICHLORODIFLUOROMETHANE/TRICHLOROFLUOROM SPR	963747	94919992	5080007	dichlorodifluoromethane	Drug
		Dichlorodifluoromethane/trichlorofluorom spray	DICHLORODIFLUOROMETHANE/TRICHLOROFLUOROM SPR	942659	94919992	5080007	trichlorofluoromethane	Drug
100 mg		Didronel 100 mg tablet	DIDRONEL 100 MG TAB	1552929	94917992	5082007	Etidronate	Drug
2.5 mg		Dibenyline 2.5 mg capsule	DIBENYLINE 2.5 MG CAP	1335301	94916992	5083007	Phenoxybenzamine	Drug
125 mg		Diamox 125 mg syringe	DIAMOX 125 MG SYR	929435	94914992	5085007	Acetazolamide	Drug
2mg		Diane tablet	DIANE TAB	19010792	94913992	5086007	Cyproterone	Drug
0.035mg		Diane tablet	DIANE TAB	1549786	94913992	5086007	Ethinyl Estradiol	Drug
2.5 mg		Dexedrine 2.5 mg tablet	DEXEDRINE 2.5 MG TAB	719311	94910992	5089007	Dextroamphetamine	Drug
2 mg		Dexacortisyl 2 mg tablet	DEXACORTISYL 2 MG TAB	1518254	94908992	5091007	Dexamethasone	Drug
0.50%		Derbac .5 % liquid	DERBAC .5 % LIQ	993979	94897992	5102007	Malathion	Drug
5 mg		Dartalan 5 mg tablet	DARTALAN 5 MG TAB	19041817	94891992	5108007	thiopropazate	Drug
25mg		Co-danthramer 25 mg cap	CO-DANTHRAMER 25 MG CAP	19086560		5113007	danthron	Drug
200mg		Co-danthramer 25 mg cap	CO-DANTHRAMER 25 MG CAP	19024636		5113007	Poloxamer 188	Drug
5mg		Cystrin 2.5 mg tablet	CYSTRIN 2.5 MG TAB	918906	94885992	5114007	oxybutynin	Drug
250 mg		Cytamen 250 injection	CYTAMEN 250 INJ	19135931	94884992	5115007	Cyanocobalamin Co57	Drug
125 mg		Crystapen v 125 mg syringe	CRYSTAPEN V 125 MG SYR	1729720	94877992	5122007	Penicillin V	Drug
		Cosylan syringe	COSYLAN SYR	19050414	94866992	5133007	Ethylmorphine	Drug
			COR-TAR-QUIN .5 % CRE	908464		5134007	magnesium carbonate	Drug
4 mg/ml	15 ml	Generic Systane eye drops	Systane Eye drops (Alcon Laboratories (UK) Ltd)	948490	76672994	5134021	Polyethylene Glycol 400	Drug
3 mg/ml	15 ml	Generic Systane eye drops	Systane Eye drops (Alcon Laboratories (UK) Ltd)	929128	76672994	5134021	Propylene glycol	Drug
			COPARVAX 7 MG INJ			5137007		Drug
24 mg		Combizym tablet	COMBIZYM TAB	926487	94859992	5140007	Pancreatin	Drug
500mg		Co-codamol 15mg/500mg tablets	CODEINE PHOSPHATE 15/PARACETAMOL 500MG TAB	1125315	94858992	5141007	Acetaminophen	Drug
15mg		Co-codamol 15mg/500mg tablets	CODEINE PHOSPHATE 15/PARACETAMOL 500MG TAB	1201620	94858992	5141007	Codeine	Drug
400mg		Co-trimoxazole 80mg/400mg tablets	C0-TRIMOXAZOLE TAB	1836430	94851992	5148007	Sulfamethoxazole	Drug
80mg		Co-trimoxazole 80mg/400mg tablets	C0-TRIMOXAZOLE TAB	1705674	94851992	5148007	Trimethoprim	Drug
200mg		Co-trimoxazole paed 200 mg syr	CO-TRIMOXAZOLE PAED 200 MG SYR	1836430		5149007	Sulfamethoxazole	Drug
40mg		Co-trimoxazole paed 200 mg syr	CO-TRIMOXAZOLE PAED 200 MG SYR	1705674		5149007	Trimethoprim	Drug
250 mg			Keppra 250mg tablets (Waymade Healthcare Plc)	19016072		5149020	certoparin	Drug
100mg		Co-trimoxazole 100 mg tab	CO-TRIMOXAZOLE 100 MG TAB	1836430		5150007	Sulfamethoxazole	Drug
20mg		Co-trimoxazole 100 mg tab	CO-TRIMOXAZOLE 100 MG TAB	1705674		5150007	Trimethoprim	Drug
250 mg			Keppra 250mg tablets (Mawdsley-Brooks / Company Ltd)	711584		5152020	Levetiracetam	Drug
200mg		Co-trimoxazole 200 mg sus	CO-TRIMOXAZOLE 200 MG SUS	1836430		5155007	Sulfamethoxazole	Drug
40mg		Co-trimoxazole 200 mg sus	CO-TRIMOXAZOLE 200 MG SUS	1705674		5155007	Trimethoprim	Drug
		Co-danthramer cap		19086560		5156007	danthron	Drug
		Co-danthramer cap		19024636		5156007	Poloxamer 188	Drug
400mg		Co-trimoxazole 80 mg syr	CO-TRIMOXAZOLE 80 MG SYR	1836430		5157007	Sulfamethoxazole	Drug
80mg		Co-trimoxazole 80 mg syr	CO-TRIMOXAZOLE 80 MG SYR	1705674		5157007	Trimethoprim	Drug
100 mg		Clomid 100 mg tablet	CLOMID 100 MG TAB	1598819	94840992	5159007	Clomiphene	Drug
		Clioquinol/hydrocortisone acetate 3 % cream	CLIOQUINOL/HYDROCORTISONE ACETATE 3 % CRE		94838992	5161007		Drug
		Cit.ac/glucose/laevulose/pot.chlor/sod.b 440 mg powder	CIT.AC/GLUCOSE/LAEVULOSE/POT.CHLOR/SOD.B 440 MG POW		94834992	5165007		Drug
0.10%	10 ml	Clearine drops eye	CLEARINE DROPS EYE	914533	94833992	5166007	Naphazoline	Drug
		Chymotrypsin/trypsin 5 i/u4 tablet	CHYMOTRYPSIN/TRYPSIN 5 I/U4 TAB	19096710	94829992	5170007	CHYMOTRYPSIN	Drug
		Chymotrypsin/trypsin 5 i/u4 tablet	CHYMOTRYPSIN/TRYPSIN 5 I/U4 TAB	906149	94829992	5170007	TRYPSIN	Drug
			CHLOROXYLENOL/TRICLOSAN/EDETIC ACID/WATE CRE			5175007		Drug
		Chlorothiazide/spironolactone/lactose mg powder	CHLOROTHIAZIDE/SPIRONOLACTONE/LACTOSE MG POW	992590	94817992	5182007	Chlorothiazide	Drug
		Chlorothiazide/spironolactone/lactose mg powder	CHLOROTHIAZIDE/SPIRONOLACTONE/LACTOSE MG POW	19087208	94817992	5182007	Lactose	Drug
		Chlorothiazide/spironolactone/lactose mg powder	CHLOROTHIAZIDE/SPIRONOLACTONE/LACTOSE MG POW	970250	94817992	5182007	Spironolactone	Drug
			CHLOROTHIAZIDE/SPIRONOLACTONE/LACT SACH 50 MG			5187007		Drug
		Generic altiven (12-16mmhg) arm sleeve / top band / elbow pocket mtm (altimed ltd)	Altiven (12-16mmhg) Arm sleeve / top band / elbow pocket MTM (Altimed Ltd)		76616994	5190021		Device
10%		Chloromycetin drops 10 % ear	CHLOROMYCETIN DROPS 10 % EAR	990069	94807992	5192007	Chloramphenicol	Drug
10 mg/g		Chloramphenicol&hydrocortisone oint eye	CHLORAMPHENICOL&HYDROCORTISONE oint EYE	990069	94791992	5208007	Chloramphenicol	Drug
5 mg/g		Chloramphenicol&hydrocortisone oint eye	CHLORAMPHENICOL&HYDROCORTISONE oint EYE	975125	94791992	5208007	Hydrocortisone	Drug
		Chloramphenicol/prednisolone drops 1 % ear	CHLORAMPHENICOL/PREDNISOLONE DROPS 1 % EAR	990069	94786992	5213007	Chloramphenicol	Drug
		Chloramphenicol/prednisolone drops 1 % ear	CHLORAMPHENICOL/PREDNISOLONE DROPS 1 % EAR	1550557	94786992	5213007	prednisolone	Drug
		Cetrimide/benzalkonium bromide shampoo 17.5 % liquid	CETRIMIDE/BENZALKONIUM BROMIDE SHAMPOO 17.5 % LIQ		94783992	5216007		Device
0.10%		Cetavlex lotion	CETAVLEX LOT	19007748	94781992	5218007	Cetrimide	Drug
0.50%		Cetavlex lotion	CETAVLEX LOT	1790812	94781992	5218007	Chlorhexidine	Drug
0.50%		Cetavlon .5 % cream	CETAVLON .5 % CRE	19007748	94780992	5219007	Cetrimide	Drug
0.175		Cetavlon pc 17.5 % solution	CETAVLON PC 17.5 % SOL	19007748	94779992	5220007	Cetrimide	Drug
0.10%			CEPTON LOT	1518254		5223007	Dexamethasone	Drug
		Cefotoxamine drops eye	CEFOTOXAMINE DROPS EYE		94773992	5226007		Drug
		Catarrh syringe	CATARRH SYR		94770992	5229007		Drug
			CALONUTRIN SACHETS 100 GM	19125635		5238007	Mitobronitol	Device
