"CONCEPT_CODE"	"concept_name_fr"	"concept_name_nl "	"MAPPED_ID"	"MAPPED_NAME"	"PRECEDENCE"
"gal00605"	"compr. gastro-résist. Enteric Coated"	"maagsapresist. tabl. Enteric Coated"	"19082255"	"Delayed Release Oral Capsule"	"2"
"gal00700"	"compr. gastro-résist. lib. prol."	"maagsapresist. tabl. verl. afgifte"	"19082077"	"Extended Release Oral Capsule"	
"gal00787"	"gomme à mâcher médic."	"medic. kauwgom"	"19102296"	"Chewing Gum"	
"gal00789"	"gomme à mâcher médic. Cool Mint"	"medic. kauwgom Cool Mint"	"19102296"	"Chewing Gum"	
"gal00611"	"gomme à mâcher médic. Freshmint"	"medic. kauwgom Freshmint"	"19102296"	"Chewing Gum"	
"gal00788"	"gomme à mâcher médic. Fruit"	"medic. kauwgom Fruit"	"19102296"	"Chewing Gum"	
"gal00263"	"vernis à ongles médic."	"medic. nagellak"	"43126087"	"Medicated nail lacquer"	
"gal00226"	"gtts sol. nas."	"nas. druppels oploss."	"19082165"	"Nasal Solution"	
"gal00777"	"gtts sol. nas. Enfant"	"nas. druppels oploss. Kind"	"19082165"	"Nasal Solution"	
"gal00729"	"gtts sol. nas. Sine Conservans Bébé"	"nas. druppels oploss. Sine Conservans Baby"	"19082165"	"Nasal Solution"	
"gal00003"	"poudre nas. Turbohaler"	"nas. poeder Turbohaler"	"19082259"	"Inhalant Powder"	
"gal00045"	"sol. spray nas."	"nas. spray oploss."	"19011167"	"Nasal Spray"	
"gal00732"	"sol. spray nas. Aloe"	"nas. spray oploss. Aloe"	"19011167"	"Nasal Spray"	
"gal00736"	"sol. spray nas. Eucalyptus"	"nas. spray oploss. Eucalyptus"	"19011167"	"Nasal Spray"	
"gal00779"	"sol. spray nas. Menthol"	"nas. spray oploss. Menthol"	"19011167"	"Nasal Spray"	
"gal00731"	"sol. spray nas. Sine Conservans"	"nas. spray oploss. Sine Conservans"	"19011167"	"Nasal Spray"	
"gal00778"	"sol. spray nas. Sine Conservans Enfant"	"nas. spray oploss. Sine Conservans Kind"	"19011167"	"Nasal Spray"	
"gal00730"	"sol. spray nas. Sine Conservans Pediatrie"	"nas. spray oploss. Sine Conservans Pediatrie"	"19011167"	"Nasal Spray"	
"gal00139"	"susp. spray nas."	"nas. spray susp."	"19011167"	"Nasal Spray"	
"gal00786"	"pommade nas."	"nas. zalf"	"19082164"	"Nasal Ointment"	
"gal00005"	"collyre sol."	"ocul. druppels oploss."	"19129634"	"Ophthalmic Solution"	
"gal00166"	"collyre sol. (unidose)"	"ocul. druppels oploss. (unidose)"	"19129634"	"Ophthalmic Solution"	
"gal00011"	"collyre sol. (unidose) [sans cons.]"	"ocul. druppels oploss. (unidose) [zonder bew.]"	"19129634"	"Ophthalmic Solution"	
"gal00479"	"collyre sol. (unidose) EDO [sans cons.]"	"ocul. druppels oploss. (unidose) EDO [zonder bew.]"	"19129634"	"Ophthalmic Solution"	
"gal00066"	"collyre sol. (unidose) Unidosis [sans cons.]"	"ocul. druppels oploss. (unidose) Unidosis [zonder bew.]"	"19129634"	"Ophthalmic Solution"	
"gal00835"	"collyre sol. (unidose) Unit Dose [sans cons.]"	"ocul. druppels oploss. (unidose) Unit Dose [zonder bew.]"	"19129634"	"Ophthalmic Solution"	
"gal00215"	"collyre sol. [sans cons.]"	"ocul. druppels oploss. [zonder bew.]"	"19129634"	"Ophthalmic Solution"	
"gal00600"	"collyre sol. Forte"	"ocul. druppels oploss. Forte"	"19129634"	"Ophthalmic Solution"	
"gal00512"	"collyre sol. Ocumeter Plus"	"ocul. druppels oploss. Ocumeter Plus"	"19129634"	"Ophthalmic Solution"	
"gal00216"	"collyre susp."	"ocul. druppels susp."	"19082167"	"Ophthalmic Suspension"	
"gal00529"	"collyre susp. Forte"	"ocul. druppels susp. Forte"	"19082167"	"Ophthalmic Suspension"	
"gal00659"	"collyre susp. S."	"ocul. druppels susp. S."	"19082167"	"Ophthalmic Suspension"	
"gal00235"	"collyre lib. prol. LA"	"ocul. druppels verl. afgifte LA"	"19129634"	"Ophthalmic Solution"	
"gal00800"	"collyre lib. prol. Ocumeter Plus"	"ocul. druppels verl. afgifte Ocumeter Plus"	"19129634"	"Ophthalmic Solution"	
"gal00004"	"gel opht."	"ocul. gel"	"19082166"	"Ophthalmic Gel"	
"gal00679"	"gel (unidose) opht. [sans cons.]"	"ocul. gel (unidose) [zonder bew.]"	"19082166"	"Ophthalmic Gel"	
"gal00603"	"insert opht."	"ocul. insert"	"19124968"	"Drug Implant"	
"gal00338"	"sol. irrig. opht. [sans cons.]"	"ocul. spoeloploss. [zonder bew.]"	"19016586"	"Irrigation Solution"	
"gal00229"	"pommade opht."	"ocul. zalf"	"19135925"	"Ophthalmic Ointment"	
"gal00404"	"pommade opht. [sans cons.]"	"ocul. zalf [zonder bew.]"	"19135925"	"Ophthalmic Ointment"	
"gal00111"	"compr. enr."	"omh. tabl."	"19082573"	"Oral Tablet"	"1"
"gal00111"	"compr. enr."	"omh. tabl."	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00111"	"compr. enr."	"omh. tabl."	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00286"	"compr. enr. (séc.)"	"omh. tabl. (deelb.)"	"19082255"	"Delayed Release Oral Capsule"	"1"
"gal00286"	"compr. enr. (séc.)"	"omh. tabl. (deelb.)"	"19001949"	"Delayed Release Oral Tablet"	"2"
"gal00260"	"compr. enr. (séc.) Divule"	"omh. tabl. (deelb.) Divule"	"19082255"	"Delayed Release Oral Capsule"	"1"
"gal00260"	"compr. enr. (séc.) Divule"	"omh. tabl. (deelb.) Divule"	"19082077"	"Extended Release Oral Capsule"	"2"
"gal00260"	"compr. enr. (séc.) Divule"	"omh. tabl. (deelb.) Divule"	"19082168"	"Oral Capsule"	"3"
"gal00737"	"compr. enr. + compr."	"omh. tabl. + tabl."	"19082168"	"Oral Capsule"	
"gal00584"	"compr. enr. Bedtime"	"omh. tabl. Bedtime"	"19082255"	"Delayed Release Oral Capsule"	"1"
"gal00584"	"compr. enr. Bedtime"	"omh. tabl. Bedtime"	"19082077"	"Extended Release Oral Capsule"	"2"
"gal00584"	"compr. enr. Bedtime"	"omh. tabl. Bedtime"	"19082168"	"Oral Capsule"	"3"
"gal00697"	"compr. enr. Fasttabs"	"omh. tabl. Fasttabs"	"19082168"	"Oral Capsule"	
"gal00114"	"compr. enr. Forte"	"omh. tabl. Forte"	"19082255"	"Delayed Release Oral Capsule"	"1"
"gal00114"	"compr. enr. Forte"	"omh. tabl. Forte"	"19082077"	"Extended Release Oral Capsule"	"2"
"gal00114"	"compr. enr. Forte"	"omh. tabl. Forte"	"19082168"	"Oral Capsule"	"3"
"gal00334"	"compr. enr. Enfants"	"omh. tabl. Kinderen"	"19082255"	"Delayed Release Oral Capsule"	"1"
"gal00334"	"compr. enr. Enfants"	"omh. tabl. Kinderen"	"19082077"	"Extended Release Oral Capsule"	"2"
"gal00334"	"compr. enr. Enfants"	"omh. tabl. Kinderen"	"19082168"	"Oral Capsule"	"3"
"gal00596"	"compr. enr. Relax"	"omh. tabl. Relax"	"19082255"	"Delayed Release Oral Capsule"	"1"
"gal00596"	"compr. enr. Relax"	"omh. tabl. Relax"	"19082077"	"Extended Release Oral Capsule"	"2"
"gal00596"	"compr. enr. Relax"	"omh. tabl. Relax"	"19082168"	"Oral Capsule"	"3"
"gal00201"	"compr. sol."	"oplosb. tabl."	"1592486"	"Tablet for Oral Suspension"	
"gal00362"	"compr. sol. (séc.)"	"oplosb. tabl. (deelb.)"	"1592486"	"Tablet for Oral Suspension"	
"gal00481"	"compr. sol. (séc.) Solutab"	"oplosb. tabl. (deelb.) Solutab"	"1592486"	"Tablet for Oral Suspension"	
"gal00165"	"sol."	"oploss."	"19082103"	"Injectable Solution"	"1"
"gal00165"	"sol."	"oploss."	"19082228"	"Topical Solution"	"2"
"gal00165"	"sol."	"oploss."	"19082170"	"Oral Solution"	"3"
"gal00193"	"sol. à diluer"	"oploss. (conc.)"	"19082103"	"Injectable Solution"	"1"
"gal00193"	"sol. à diluer"	"oploss. (conc.)"	"19082228"	"Topical Solution"	"2"
"gal00193"	"sol. à diluer"	"oploss. (conc.)"	"19082170"	"Oral Solution"	"3"
"gal00413"	"sol. à diluer Liquide Goût orange"	"oploss. (conc.) Vloeibaar Sinaasappelsmaak"	"19082170"	"Oral Solution"	
"gal00241"	"sol. (gran., sachet)"	"oploss. (gran., zakjes)"	"45775489"	"Granules for Oral Solution"	
"gal00554"	"sol. (gran., sachet) Junior"	"oploss. (gran., zakjes) Junior"	"45775489"	"Granules for Oral Solution"	
"gal00194"	"sol. (gran.)"	"oploss. (gran.)"	"45775489"	"Granules for Oral Solution"	"1"
"gal00194"	"sol. (gran.)"	"oploss. (gran.)"	"19082170"	"Oral Solution"	"2"
"gal00194"	"sol. (gran.)"	"oploss. (gran.)"	"19082228"	"Topical Solution"	"3"
"gal00194"	"sol. (gran.)"	"oploss. (gran.)"	"19082103"	"Injectable Solution"	"4"
"gal00735"	"sol. (pdr + solv.)"	"oploss. (pdr. + solv.)"	"19095976"	"Oral Powder"	"1"
"gal00735"	"sol. (pdr + solv.)"	"oploss. (pdr. + solv.)"	"19082286"	"Topical Powder"	"2"
"gal00339"	"sol. (pdr, sachet)"	"oploss. (pdr., zakjes)"	"45775488"	"Powder for Nasal Solution"	"1"
"gal00339"	"sol. (pdr, sachet)"	"oploss. (pdr., zakjes)"	"45775491"	"Powder for Oral Solution"	"2"
"gal00339"	"sol. (pdr, sachet)"	"oploss. (pdr., zakjes)"	"19082286"	"Topical Powder"	"3"
"gal00392"	"sol. (pdr, sachet) Goût chocolat"	"oploss. (pdr., zakjes) Chocoladesmaak"	"19095976"	"Oral Powder"	
"gal00546"	"sol. (pdr, sachet) Junior"	"oploss. (pdr., zakjes) Junior"	"19095976"	"Oral Powder"	
"gal00388"	"sol. (pdr, sachet) Junior Arome"	"oploss. (pdr., zakjes) Junior Aroma"	"19095976"	"Oral Powder"	
"gal00387"	"sol. (pdr, sachet) Junior Neutral"	"oploss. (pdr., zakjes) Junior Neutral"	"19095976"	"Oral Powder"	
"gal00390"	"sol. (pdr, sachet) Nature"	"oploss. (pdr., zakjes) Natuur"	"19095976"	"Oral Powder"	
"gal00091"	"sol. (pdr, sachet) Neutral"	"oploss. (pdr., zakjes) Neutral"	"19095976"	"Oral Powder"	
"gal00391"	"sol. (pdr, sachet) Orange"	"oploss. (pdr., zakjes) Sinaasappel"	"19095976"	"Oral Powder"	
"gal00351"	"sol. (pdr)"	"oploss. (pdr.)"	"19095976"	"Oral Powder"	"1"
"gal00351"	"sol. (pdr)"	"oploss. (pdr.)"	"19082286"	"Topical Powder"	"2"
"gal00351"	"sol. (pdr)"	"oploss. (pdr.)"	"19082103"	"Injectable Solution"	"3"
"gal00158"	"sol. (unidose)"	"oploss. (unidose)"	"19082103"	"Injectable Solution"	"1"
"gal00158"	"sol. (unidose)"	"oploss. (unidose)"	"19082170"	"Oral Solution"	"2"
"gal00158"	"sol. (unidose)"	"oploss. (unidose)"	"19082228"	"Topical Solution"	"3"
"gal00834"	"sol. (unidose) Forte"	"oploss. (unidose) Forte"	"19082103"	"Injectable Solution"	"1"
"gal00834"	"sol. (unidose) Forte"	"oploss. (unidose) Forte"	"19082228"	"Topical Solution"	"2"
"gal00834"	"sol. (unidose) Forte"	"oploss. (unidose) Forte"	"19082170"	"Oral Solution"	"3"
"gal00650"	"sol. (unidose) Junior"	"oploss. (unidose) Junior"	"19082170"	"Oral Solution"	
"gal00567"	"sol. (sachet) Unidose"	"oploss. (zakjes) Unidose"	"19082170"	"Oral Solution"	
"gal00582"	"sol. inhal. vapeur [flac. compte-gouttes]"	"oploss. voor inhalatiedamp [druppelfl.]"	"19095898"	"Inhalant Solution"	
"gal00807"	"gel or."	"or. gel"	"19095916"	"Oral Gel"	
"gal00599"	"pâte or."	"or. pasta"	"19095918"	"Oral Paste"	
"gal00394"	"poudre (sachet) or."	"or. poeder (zakjes)"	"19095976"	"Oral Powder"	
"gal00765"	"poudre (sachet) or. Dry"	"or. poeder (zakjes) Dry"	"19095976"	"Oral Powder"	
"gal00667"	"liquide or."	"or. vloeist."	"19082170"	"Oral Solution"	
"gal00266"	"sol. or./rect. Gastro"	"or./rect. oploss. Gastro"	"19082283"	"Rectal Solution"	"1"
"gal00266"	"sol. or./rect. Gastro"	"or./rect. oploss. Gastro"	"19082170"	"Oral Solution"	"2"
"gal00168"	"susp. or./rect."	"or./rect. susp."	"19082191"	"Oral Suspension"	"1"
"gal00168"	"susp. or./rect."	"or./rect. susp."	"19082221"	"Rectal Suspension"	"2"
"gal00371"	"susp. (pdr) or./rect."	"or./rect. susp. (pdr.)"	"19082221"	"Rectal Suspension"	"1"
"gal00371"	"susp. (pdr) or./rect."	"or./rect. susp. (pdr.)"	"19082191"	"Oral Suspension"	"2"
"gal00791"	"compr. or./subling. (séc.)"	"or./subling. tabl. (deelb.)"	"19082285"	"Sublingual Tablet"	"1"
"gal00791"	"compr. or./subling. (séc.)"	"or./subling. tabl. (deelb.)"	"19082573"	"Oral Tablet"	"2"
"gal00067"	"compr. orodisp."	"orodisp. tabl."	"19082076"	"Disintegrating Oral Tablet"	
"gal00243"	"compr. orodisp. Instant"	"orodisp. tabl. Instant"	"19082076"	"Disintegrating Oral Tablet"	
"gal00510"	"compr. orodisp. Lyotabs"	"orodisp. tabl. Lyotabs"	"19082076"	"Disintegrating Oral Tablet"	
"gal00277"	"compr. orodisp. Odis"	"orodisp. tabl. Odis"	"19082076"	"Disintegrating Oral Tablet"	
"gal00588"	"compr. orodisp. SolTab"	"orodisp. tabl. SolTab"	"19082076"	"Disintegrating Oral Tablet"	
"gal00270"	"compr. orodisp. Velotab"	"orodisp. tabl. Velotab"	"19082076"	"Disintegrating Oral Tablet"	
"gal00319"	"sol. spray orophar."	"orofar. spray oploss."	"19095911"	"Oral Spray"	"1"
"gal00319"	"sol. spray orophar."	"orofar. spray oploss."	"19082170"	"Oral Solution"	"2"
"gal00319"	"sol. spray orophar."	"orofar. spray oploss."	"19082228"	"Topical Solution"	"3"
"gal00444"	"sol. spray orophar. Lemon"	"orofar. spray oploss. Lemon"	"19095911"	"Oral Spray"	"1"
"gal00444"	"sol. spray orophar. Lemon"	"orofar. spray oploss. Lemon"	"19082170"	"Oral Solution"	"2"
"gal00444"	"sol. spray orophar. Lemon"	"orofar. spray oploss. Lemon"	"19082228"	"Topical Solution"	"3"
"gal00662"	"sol. spray orophar. Menthol"	"orofar. spray oploss. Menthol"	"19095911"	"Oral Spray"	"1"
"gal00662"	"sol. spray orophar. Menthol"	"orofar. spray oploss. Menthol"	"19082170"	"Oral Solution"	"2"
"gal00662"	"sol. spray orophar. Menthol"	"orofar. spray oploss. Menthol"	"19082228"	"Topical Solution"	"3"
"gal00699"	"pâte à sucer orophar."	"orofar. zuigpastille"	"19082253"	"Oral Lozenge"	
"gal00156"	"compr. à sucer orophar."	"orofar. zuigtabl."	"19082253"	"Oral Lozenge"	
"gal00484"	"past. orophar. (sans sucre)"	"orofar. zuigtabl. (zonder suiker)"	"19082253"	"Oral Lozenge"	
"gal00178"	"past. orophar. (sans sucre) Sans Sucre"	"orofar. zuigtabl. (zonder suiker) Suikervrij"	"19082253"	"Oral Lozenge"	
"gal00399"	"past. orophar. (sans sucre) Sans Sucre Fraise"	"orofar. zuigtabl. (zonder suiker) Suikervrij Aardbei"	"19082253"	"Oral Lozenge"	
"gal00290"	"past. orophar. (sans sucre) Sans Sucre Citron"	"orofar. zuigtabl. (zonder suiker) Suikervrij Citroen"	"19082253"	"Oral Lozenge"	
"gal00725"	"compr. à sucer orophar. Fraise"	"orofar. zuigtabl. Aardbei"	"19082253"	"Oral Lozenge"	
"gal00247"	"past. orophar. Cassis"	"orofar. zuigtabl. Cassis"	"19082253"	"Oral Lozenge"	
"gal00252"	"compr. à sucer orophar. Citron"	"orofar. zuigtabl. Citroen"	"19082253"	"Oral Lozenge"	
"gal00717"	"compr. à sucer orophar. Miel"	"orofar. zuigtabl. Honing"	"19082253"	"Oral Lozenge"	
"gal00289"	"past. orophar. Miel/Citron"	"orofar. zuigtabl. Honing/Citroen"	"19082253"	"Oral Lozenge"	
"gal00155"	"compr. à sucer orophar. Lemon"	"orofar. zuigtabl. Lemon"	"19082253"	"Oral Lozenge"	
"gal00690"	"compr. à sucer orophar. Menthol"	"orofar. zuigtabl. Menthol"	"19082253"	"Oral Lozenge"	
"gal00246"	"past. orophar. Menthe"	"orofar. zuigtabl. Munt"	"19082253"	"Oral Lozenge"	
"gal00408"	"past. orophar. Vit. C Orange"	"orofar. zuigtabl. Vit. C Sinaasappel"	"19082253"	"Oral Lozenge"	
"gal00431"	"gel oromuq."	"oromuc. gel"	"19095916"	"Oral Gel"	
"gal00485"	"bain de bouche oromuq."	"oromuc. spoeling"	"19126590"	"Mouthwash"	
"gal00832"	"sol. spray oromuq. Freshmint"	"oromuc. spray oploss. Freshmint"	"19095911"	"Oral Spray"	"1"
"gal00832"	"sol. spray oromuq. Freshmint"	"oromuc. spray oploss. Freshmint"	"19082170"	"Oral Solution"	"2"
"gal00832"	"sol. spray oromuq. Freshmint"	"oromuc. spray oploss. Freshmint"	"19082228"	"Topical Solution"	"3"
"gal00716"	"sol. spray oromuq. Fruit & Mint"	"oromuc. spray oploss. Fruit & Mint"	"19095911"	"Oral Spray"	"1"
"gal00716"	"sol. spray oromuq. Fruit & Mint"	"oromuc. spray oploss. Fruit & Mint"	"19082170"	"Oral Solution"	"2"
"gal00716"	"sol. spray oromuq. Fruit & Mint"	"oromuc. spray oploss. Fruit & Mint"	"19082228"	"Topical Solution"	"3"
"gal00612"	"past. oromuq. Freshmint"	"oromuc. zuigtabl. Freshmint"	"19082253"	"Oral Lozenge"	
"gal00335"	"compr. à sucer oromuq. Minilozenge"	"oromuc. zuigtabl. Minilozenge"	"19082253"	"Oral Lozenge"	
"gal00184"	"ovule"	"ovule"	"19093368"	"Vaginal Suppository"	"1"
"gal00184"	"ovule"	"ovule"	"19010962"	"Vaginal Tablet"	"2"
"gal00265"	"gel p.odont. [cart.]"	"p.odont. gel [patr.]"	"19095916"	"Oral Gel"	
"gal00768"	"gel rect."	"rect. gel"	"19095917"	"Rectal Gel"	
"gal00119"	"sol. rect."	"rect. oploss."	"19082283"	"Rectal Solution"	
"gal00664"	"sol. rect. Enfant"	"rect. oploss. Kind"	"19082283"	"Rectal Solution"	
"gal00663"	"sol. rect. Adulte"	"rect. oploss. Volw."	"19082283"	"Rectal Solution"	
"gal00644"	"mousse rect."	"rect. schuim"	"19082574"	"Rectal Foam"	
"gal00549"	"mousse rect. Foam"	"rect. schuim Foam"	"19082574"	"Rectal Foam"	
"gal00389"	"susp. rect."	"rect. susp."	"19082221"	"Rectal Suspension"	
"gal00634"	"susp. rect. (compr.) Enema"	"rect. susp. (tabl.) Enema"	"19082221"	"Rectal Suspension"	
"gal00614"	"pommade rect."	"rect. zalf"	"19082282"	"Rectal Ointment"	
"gal00352"	"implant s.c. [pistolet pour implant]"	"s.c. implantaat [implantaatinjector]"	"19124968"	"Drug Implant"	
"gal00471"	"implant s.c. L.A. [pistolet pour implant]"	"s.c. implantaat L.A. [implantaatinjector]"	"19124968"	"Drug Implant"	
"gal00753"	"implant s.c. NXT [pistolet pour implant]"	"s.c. implantaat NXT [implantaatinjector]"	"19124968"	"Drug Implant"	
"gal00205"	"shampooing"	"shampoo"	"19008697"	"Medicated Shampoo"	
"gal00016"	"sirop sol."	"siroop oploss."	"19082170"	"Oral Solution"	"1"
"gal00016"	"sirop sol."	"siroop oploss."	"19082223"	"Syrup"	"2"
"gal00021"	"sirop sol. (sachet)"	"siroop oploss. (zakjes)"	"19082170"	"Oral Solution"	"1"
"gal00021"	"sirop sol. (sachet)"	"siroop oploss. (zakjes)"	"19082223"	"Syrup"	"2"
"gal00400"	"sirop sol. (sachet) Fruit"	"siroop oploss. (zakjes) Fruit"	"19082170"	"Oral Solution"	"1"
"gal00400"	"sirop sol. (sachet) Fruit"	"siroop oploss. (zakjes) Fruit"	"19082223"	"Syrup"	"2"
"gal00417"	"sirop sol. (sans sucre)"	"siroop oploss. (zonder suiker)"	"19082170"	"Oral Solution"	"1"
"gal00417"	"sirop sol. (sans sucre)"	"siroop oploss. (zonder suiker)"	"19082223"	"Syrup"	"2"
"gal00024"	"sirop sol. (sans sucre) Enfant"	"siroop oploss. (zonder suiker) Kind"	"19082170"	"Oral Solution"	"1"
"gal00024"	"sirop sol. (sans sucre) Enfant"	"siroop oploss. (zonder suiker) Kind"	"19082223"	"Syrup"	"2"
"gal00678"	"sirop sol. (sans sucre) Adulte"	"siroop oploss. (zonder suiker) Volw."	"19082170"	"Oral Solution"	"1"
"gal00678"	"sirop sol. (sans sucre) Adulte"	"siroop oploss. (zonder suiker) Volw."	"19082223"	"Syrup"	"2"
"gal00078"	"sirop sol. Goût eucalyptus"	"siroop oploss. Eucalyptussmaak"	"19082170"	"Oral Solution"	"1"
"gal00078"	"sirop sol. Goût eucalyptus"	"siroop oploss. Eucalyptussmaak"	"19082223"	"Syrup"	"2"
"gal00054"	"sirop sol. Forte"	"siroop oploss. Forte"	"19082170"	"Oral Solution"	"1"
"gal00054"	"sirop sol. Forte"	"siroop oploss. Forte"	"19082223"	"Syrup"	"2"
"gal00316"	"sirop sol. Miel"	"siroop oploss. Honing"	"19082170"	"Oral Solution"	"1"
"gal00316"	"sirop sol. Miel"	"siroop oploss. Honing"	"19082223"	"Syrup"	"2"
"gal00831"	"sirop sol. Miel & Citron"	"siroop oploss. Honing & Citroen"	"19082170"	"Oral Solution"	"1"
"gal00831"	"sirop sol. Miel & Citron"	"siroop oploss. Honing & Citroen"	"19082223"	"Syrup"	"2"
"gal00079"	"sirop sol. Junior"	"siroop oploss. Junior"	"19082170"	"Oral Solution"	"1"
"gal00079"	"sirop sol. Junior"	"siroop oploss. Junior"	"19082223"	"Syrup"	"2"
"gal00169"	"sirop sol. Enfant"	"siroop oploss. Kind"	"19082170"	"Oral Solution"	"1"
"gal00169"	"sirop sol. Enfant"	"siroop oploss. Kind"	"19082223"	"Syrup"	"2"
"gal00830"	"sirop sol. Menthol"	"siroop oploss. Menthol"	"19082170"	"Oral Solution"	"1"
"gal00830"	"sirop sol. Menthol"	"siroop oploss. Menthol"	"19082223"	"Syrup"	"2"
"gal00794"	"sirop sol. Pédiatrique"	"siroop oploss. Pediatrie"	"19082170"	"Oral Solution"	"1"
"gal00794"	"sirop sol. Pédiatrique"	"siroop oploss. Pediatrie"	"19082223"	"Syrup"	"2"
"gal00049"	"sirop sol. Adulte"	"siroop oploss. Volw."	"19082170"	"Oral Solution"	"1"
"gal00049"	"sirop sol. Adulte"	"siroop oploss. Volw."	"19082223"	"Syrup"	"2"
"gal00190"	"sirop susp."	"siroop susp."	"19082191"	"Oral Suspension"	"1"
"gal00190"	"sirop susp."	"siroop susp."	"19082223"	"Syrup"	"2"
"gal00204"	"sirop susp. (gran.)"	"siroop susp. (gran.)"	"19082191"	"Oral Suspension"	"1"
"gal00204"	"sirop susp. (gran.)"	"siroop susp. (gran.)"	"19082223"	"Syrup"	"2"
"gal00197"	"sirop susp. (gran.) Kids"	"siroop susp. (gran.) Kids"	"19082191"	"Oral Suspension"	"1"
"gal00197"	"sirop susp. (gran.) Kids"	"siroop susp. (gran.) Kids"	"19082223"	"Syrup"	"2"
"gal00037"	"sirop susp. (pdr)"	"siroop susp. (pdr.)"	"19082191"	"Oral Suspension"	"1"
"gal00037"	"sirop susp. (pdr)"	"siroop susp. (pdr.)"	"19082223"	"Syrup"	"2"
"gal00516"	"sirop susp. (sachet)"	"siroop susp. (zakjes)"	"19082191"	"Oral Suspension"	"1"
"gal00516"	"sirop susp. (sachet)"	"siroop susp. (zakjes)"	"19082223"	"Syrup"	"2"
"gal00594"	"sirop susp. (sachet) Advance Menthe"	"siroop susp. (zakjes) Advance Munt"	"19082191"	"Oral Suspension"	"1"
"gal00594"	"sirop susp. (sachet) Advance Menthe"	"siroop susp. (zakjes) Advance Munt"	"19082223"	"Syrup"	"2"
"gal00327"	"sirop susp. (sans sucre) Enfants"	"siroop susp. (zonder suiker) Kinderen"	"19082191"	"Oral Suspension"	"1"
"gal00327"	"sirop susp. (sans sucre) Enfants"	"siroop susp. (zonder suiker) Kinderen"	"19082223"	"Syrup"	"2"
"gal00093"	"sirop susp. (sans sucre) Rouge Enfants"	"siroop susp. (zonder suiker) Rood Kinderen"	"19082191"	"Oral Suspension"	"1"
"gal00093"	"sirop susp. (sans sucre) Rouge Enfants"	"siroop susp. (zonder suiker) Rood Kinderen"	"19082223"	"Syrup"	"2"
"gal00790"	"sirop susp. Antiacide-Antireflux"	"siroop susp. Antizuur-Antireflux"	"19082191"	"Oral Suspension"	"1"
"gal00790"	"sirop susp. Antiacide-Antireflux"	"siroop susp. Antizuur-Antireflux"	"19082223"	"Syrup"	"2"
"gal00564"	"sirop susp. Baby"	"siroop susp. Baby"	"19082191"	"Oral Suspension"	"1"
"gal00564"	"sirop susp. Baby"	"siroop susp. Baby"	"19082223"	"Syrup"	"2"
"gal00526"	"sirop susp. Menthe"	"siroop susp. Munt"	"19082191"	"Oral Suspension"	"1"
"gal00526"	"sirop susp. Menthe"	"siroop susp. Munt"	"19082223"	"Syrup"	"2"
"gal00591"	"glob. subling."	"subling. glob."	"19082285"	"Sublingual Tablet"	"1"
"gal00591"	"glob. subling."	"subling. glob."	"19082573"	"Oral Tablet"	"2"
"gal00592"	"glob. subling. Junior"	"subling. glob. Junior"	"19082285"	"Sublingual Tablet"	"1"
"gal00592"	"glob. subling. Junior"	"subling. glob. Junior"	"19082573"	"Oral Tablet"	"2"
"gal00219"	"lyophilisat subling."	"subling. lyofilisaat"	"19082285"	"Sublingual Tablet"	"1"
"gal00219"	"lyophilisat subling."	"subling. lyofilisaat"	"19082573"	"Oral Tablet"	"2"
"gal00639"	"lyophilisat subling. Melt"	"subling. lyofilisaat Melt"	"19082285"	"Sublingual Tablet"	"1"
"gal00639"	"lyophilisat subling. Melt"	"subling. lyofilisaat Melt"	"19082573"	"Oral Tablet"	"2"
"gal00038"	"compr. subling."	"subling. tabl."	"19082285"	"Sublingual Tablet"	"1"
"gal00038"	"compr. subling."	"subling. tabl."	"19082573"	"Oral Tablet"	"2"
"gal00658"	"compr. subling. (séc.)"	"subling. tabl. (deelb.)"	"19082285"	"Sublingual Tablet"	"1"
"gal00658"	"compr. subling. (séc.)"	"subling. tabl. (deelb.)"	"19082573"	"Oral Tablet"	"2"
"gal00084"	"compr. subling. (cart.)"	"subling. tabl. (patr.)"	"19082285"	"Sublingual Tablet"	"1"
"gal00084"	"compr. subling. (cart.)"	"subling. tabl. (patr.)"	"19082573"	"Oral Tablet"	"2"
"gal00369"	"susp."	"susp."	"19001144"	"Suspension"	
"gal00598"	"susp. à diluer Scanner"	"susp. (conc.) Scanner"	"19082221"	"Rectal Suspension"	"1"
"gal00598"	"susp. à diluer Scanner"	"susp. (conc.) Scanner"	"19082191"	"Oral Suspension"	"2"
"gal00491"	"susp. (gran. + solv.)"	"susp. (gran. + solv.)"	"19001144"	"Suspension"	
"gal00673"	"susp. (gran., sachet)"	"susp. (gran., zakjes)"	"19082651"	"Oral Granules"	
"gal00518"	"susp. (gran., sachet) Baby"	"susp. (gran., zakjes) Baby"	"19082651"	"Oral Granules"	
"gal00517"	"susp. (gran., sachet) Junior"	"susp. (gran., zakjes) Junior"	"19082651"	"Oral Granules"	
"gal00772"	"susp. (pdr + solv.)"	"susp. (pdr. + solv.)"	"19082104"	"Injectable Suspension"	"1"
"gal00772"	"susp. (pdr + solv.)"	"susp. (pdr. + solv.)"	"19082191"	"Oral Suspension"	"2"
