product_desc	form_desc	dosage	dosage_add	volume	packsize	claatc	pfc	molecule	cd_nfc_3	english	lb_nfc_3	descr_pck	strg_unit	strg_meas
AMOXI AC CLAV ALMUS	PDR 100/12.5	NULL	ENF	60ML	1	J01C1	2900802	CLAVULANIC ACID+AMOXICILLIN	DGJ	Oral Liquid Immediate	SIROP SEC   OR.LIQ.INST.	PDR 100MG/12.5MG ENF 60ML	NULL	NULL
PRAZOSINE DCI	CPR SEC	5MG	NULL	NULL	30	C02A2	2823904	PRAZOSIN	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 5MG 30	5	MG
AMOXI AC CLAV RAT	PDR 100/12.5	NULL	NOUR	30ML	1	J01C1	3037704	CLAVULANIC ACID+AMOXICILLIN	DGJ	Oral Liquid Immediate	SIROP SEC   OR.LIQ.INST.	PDR 100MG/12.5MG NOUR 30ML	NULL	NULL
BETAHISTINE G GAM	CPR	8MG	NULL	NULL	30	N07C0	2274601	BETAHISTINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 8MG 30	8	MG
MESOTHERAPIE	KIT	NULL	NULL	NULL	1	V99B0	9754001	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	KIT	NULL	NULL
PHYSIOLOGICA	FL UNIDOSE	0.9%	NOUR	5ML	32	R01A9	1234707	SODIUM	QGN	Rhinology Local	SOLUT.UNIDOS. RHINOL.LOC	FL UNIDOSE .9% NOUR 32 5ML	0.9	%
ACICLOVIR DCI	POM OPHT	3%	NULL	4.5G	1	S01D0	1986003	ACICLOVIR	NSA	Ophthalmological	ONGUENT        OPHTALMO.	POM OPHT 3% 4.5G	3	%
COMPTE D ADDIS	H L M	NULL	NULL	NULL	1	V99D2	9727050	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	H L M	NULL	NULL
AMYLASEMIE	EXAMEN SANG	NULL	NULL	NULL	1	V99D1	9703250	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	EXAMEN SANG	NULL	NULL
JOSAMYCINE DCI	CPR DISPERS	1000MG	NULL	NULL	10	J01F0	2815705	JOSAMYCIN	AAK	Oral Solid Immediate	CPR SOLUBLE OR.SOL.INST.	CPR DISPERS 1000MG 10	1000	MG
IRBESARTAN DCI	CPR	300MG	NULL	NULL	28	C09C0	2833303	IRBESARTAN	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 300MG 28	300	MG
FLUON	DRG	NULL	NULL	NULL	48	V07A2	3530025	METESCULETOL+SENECIO VULGARIS+HAMAMELIS VIRGINIANA+AESCULUS HIPPOCASTANUM+VALERIANA OFFICINALIS+VIBURNUM PRUNIFOLIUM	ABA	Oral Solid Immediate	DRAGEE      OR.SOL.INST.	DRG 48	NULL	NULL
VERAPAMIL DAKOTA	LP GELULES	120MG	NULL	NULL	28	C08A0	1651001	VERAPAMIL	BCA	Oral Solid Delayed	CAPSULES     OR.SOL.RET.	LP GELULES 120MG 28	120	MG
EFFIDIGEST VT PLAT	SACHET	NULL	NULL	NULL	12	V07A2	3030102	NULL	AEP	Oral Solid Immediate	PDR DOSE    OR.SOL.INST.	SACHET 12	NULL	NULL
EVESTREL	CPR JR NUIT	NULL	NULL	NULL	60	V07A2	2094604	GENERAL NUTRIENTS	ABA	Oral Solid Immediate	DRAGEE      OR.SOL.INST.	CPR JR NUIT 60(30JR +30NT)	NULL	NULL
HYLO COMOD	SOL OPHTAL	NULL	NULL	10ML	1	V07A2	2193701	HYALURONIC ACID	NGB	Ophthalmological	COLLYRE        OPHTALMO.	SOL OPHTAL 10ML	NULL	NULL
ESTRADIOL G GAM	DISP.037/24H	3MG	NULL	NULL	8	G03C0	2427205	ESTRADIOL	JWN	Other Internal Form	PANS.TRANSDERM.USA.INT.	DISP.037/24H 3MG 8	3	MG
SIBUTRAMINE DCI	GELULE	10MG	NULL	NULL	28	A08A0	2947201	SIBUTRAMINE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 10MG 28	10	MG
DOMPERIDONE RPG	CPR PELLIC	10MG	NULL	NULL	40	A03F0	3187901	DOMPERIDONE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 10MG 40	10	MG
OMEPRAZOLE BOUCH.	GELULE	20MG	NULL	NULL	14	A02B2	3348902	OMEPRAZOLE	ACY	Oral Solid Immediate	AUTRES CAPS OR.SOL.INST.	GELULE 20MG 14	20	MG
MEDISET PERFUSION	TTES FORMES	NULL	NULL	NULL	1	V99B0	3417501	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	TTES FORMES	NULL	NULL
ERDOSTEINE DCI	PDR SUSP BUV	300MG	NULL	NULL	20	R05C0	1964702	ERDOSTEINE	DEP	Oral Liquid Immediate	PDR DOSE    OR.LIQ.INST.	PDR SUSP BUV 300MG 20	300	MG
SULPIRIDE G GAM	GELULE	50MG	NULL	NULL	30	N05A9	2888701	SULPIRIDE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 50MG 30	50	MG
PHYSIOGEL	BASE LAV SHP	NULL	NULL	250ML	1	V99A0	6767106	SOFT SOAP	MGW	External Form	SAV LIQ/BAIN  A USA.EXT.	BASE LAV SHP 250ML	NULL	NULL
GLUCOSE AGUETTANT	POCH PVC DAT	5%	NULL	500ML	1	K01B3	3885203	GLUCOSE	FQE	Parenteral Immediate	POCHES PERF PARENT.INST.	POCH PVC DAT 5% 500ML	5	%
TICLOPIDINE DCI	CPR PELLIC	250MG	NULL	NULL	30	B01C2	1350702	TICLOPIDINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 250MG 30	250	MG
DICLOFENAC SOD DCI	CP GASTRORES	25MG	NULL	NULL	30	M01A1	1365517	DICLOFENAC	ABD	Oral Solid Immediate	CPR ENTERIQ.OR.SOL.INST.	CP GASTRORES 25MG 30	25	MG
MOLSIDOMINE ARROW	CPR SEC	4MG	NULL	NULL	90	C01D0	2717805	MOLSIDOMINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 4MG 90	4	MG
BETAHISTINE EGN	CPR	8MG	NULL	NULL	90	N07C0	2165502	BETAHISTINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 8MG 90	8	MG
DIOSMINE ARROW	CPR PELLIC	300MG	NULL	NULL	30	C05C0	2732401	DIOSMIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 300MG 30	300	MG
SPIRIAL	CREME TRANSP	NULL	NULL	50ML	1	V99A0	8165003	NULL	MTA	External Form	CREME         A USA.EXT.	CREME TRANSP 50ML	NULL	NULL
EVRA	DISP 150/20Y	NULL	NULL	NULL	9	G03A9	3157902	ETHINYLESTRADIOL+NORELGESTROMIN	JWN	Other Internal Form	PANS.TRANSDERM.USA.INT.	DISP 150/20Y 24H 9	NULL	NULL
MIFLONIL	GEL.PDR+INHA	200Y	NULL	NULL	60	R03D1	3219701	BUDESONIDE	RCT	Pulmonary	CAPS INHAL.      PULMON.	GEL.PDR+INHA 200Y 60	200	Y
CEFUROXIME DCI	CPR PELLIC	250MG	NULL	NULL	8	J01D1	1368907	CEFUROXIME AXETIL	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 250MG 8	250	MG
KEAL	SUSP BUV	20%	NULL	150ML	1	A02B9	4796504	SUCRALFATE	DGK	Oral Liquid Immediate	SUSPENSION  OR.LIQ.INST.	SUSP BUV 20% 150ML	20	%
ZOLPIDEM TEVA	CPR PEL SEC	10MG	NULL	NULL	7	N05B1	3280901	ZOLPIDEM	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 10MG 7	10	MG
ACETYLCYST ARROW	CPR EFFVT	200MG	NULL	NULL	20	R05C0	3415901	ACETYLCYSTEINE	AAH	Oral Solid Immediate	CPR EFFERV. OR.SOL.INST.	CPR EFFVT 200MG 20	200	MG
WAALER ROSE	EXAMEN SANG	NULL	NULL	NULL	1	V99D1	9796550	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	EXAMEN SANG	NULL	NULL
LOMEFLOXACINE DCI	CPR	400MG	NULL	NULL	3	J01G1	1291602	LOMEFLOXACIN	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 400MG 3	400	MG
MAGNESIUM DCI	FL INJ	10%	NULL	10ML	10	K01A1	2752915	MAGNESIUM	FPA	Parenteral Immediate	FLACONS INJECT..ORDIN.	FL INJ 10% 10 10ML	10	%
PLACENTOR	CREME	NULL	NULL	NULL	1	V99A0	6836050	NULL	MTA	External Form	CREME         A USA.EXT.	CREME	NULL	NULL
MAGNESIUM DCI	A.BUV	1500MG	NULL	10ML	30	A12C1	2752929	MAGNESIUM	DGN	Oral Liquid Immediate	SOLUT.UNID. OR.LIQ.INST.	A.BUV 1500MG 30 10ML	1500	MG
LACTEOL	CPR.	NULL	NULL	NULL	90	A07F0	4862865	LACTOBACILLUS ACIDOPHILUS	AAG	Oral Solid Immediate	CPR MACHER  OR.SOL.INST.	CPR. 90	NULL	NULL
AC FUSIDIQUE DCI	POM.	2%	NULL	15G	1	D06A0	2825106	FUSIDIC ACID	MSA	External Form	ONGUENT       A USA.EXT.	POM. 2% 15G	2	%
IFENPRODIL DCI	DRG	20MG	NULL	NULL	30	C04A1	1192903	IFENPRODIL	ABA	Oral Solid Immediate	DRAGEE      OR.SOL.INST.	DRG 20MG 30	20	MG
OMEPRAZOLE MYLAN	GELULE	20MG	NULL	NULL	14	A02B2	3234903	OMEPRAZOLE	ACY	Oral Solid Immediate	AUTRES CAPS OR.SOL.INST.	GELULE 20MG 14	20	MG
TISANE FAMILLES	TISANE SACH	NULL	NULL	1.5G	24	A06A2	8785601	ALTHAEA OFFICINALIS+PIMPINELLA ANISUM+CYNARA SCOLYMUS+PEUMUS BOLDUS+CARUM CARVI+FRAXINUS EXCELSIOR+FOENICULUM VULGARE+FRANGULA ALNUS+EQUISETUM ARVENSE+GLYCYRRHIZA GLABRA+MELISSA OFFICINALIS+MENTHA PIPERITA+SAMBUCUS NIGRA+SENNA+TILIA VULGARIS+FILIPENDULA ULMARIA	DKP	Oral Liquid Immediate	INFUS SACH  OR.LIQ.INST.	TISANE SACH 24 1.5G	NULL	NULL
CEFALEXINE DCI	CPR	1000MG	NULL	NULL	6	J01D1	1764501	CEFALEXIN	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 1000MG 6	1000	MG
TRICOFIX SPARADRAP	TTES FORMES	NULL	NULL	NULL	1	V99C0	1997105	FIXATIVES	ZYX	Unknown	PROMOTIONNEL  INCONNU	TTES FORMES	NULL	NULL
SILKIS	POMMADE	3Y	NULL	30G	1	D05A0	3086601	CALCITRIOL	MSA	External Form	ONGUENT       A USA.EXT.	POMMADE 3Y/1G 30G	3	Y
CIPROFIBRATE MYLAN	GELULE	100MG	NULL	NULL	30	C10A2	3154401	CIPROFIBRATE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 100MG 30	100	MG
PYREFLOR	SHPG	NULL	NULL	125ML	1	P03A0	7216260	PIPERONYL BUTOXIDE+PERMETHRIN	MGW	External Form	SAV LIQ/BAIN  A USA.EXT.	SHPG 125ML	NULL	NULL
HALOPERIDOL DCI	CPR	1MG	NULL	NULL	40	N05A9	1947803	HALOPERIDOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 1MG 40	1	MG
AQUACEL AG	PANS STER	NULL	NULL	NULL	16	D03A9	3258202	SILVER	MZK	External Form	PANS COLLOID. A USA.EXT.	PANS STER 10CMX12CM 16	NULL	NULL
GUIGOZ BAA	PDR 1ER AGE	NULL	NULL	900G	1	V06C0	2242901	NULL	DYH	Oral Liquid Immediate	ALIM NN PAE OR.LIQ.INST.	PDR 1ER AGE 900G	NULL	NULL
VEGEBOM	BAUME	NULL	NULL	45G	1	M02A0	9312035	CAMPHOR+CINEOLE+MENTHOL+CAJUPUT+CEDAR WOOD OIL+PRUNUS LAUROCERASUS+MYRISTICA FRAGANS+SASSAFRAS OFFICINALE	MSA	External Form	ONGUENT       A USA.EXT.	BAUME 45G	NULL	NULL
IOMERON	SOL INJ	250MG	NULL	50ML	1	T01A0	1385304	IOMEPROL	FPA	Parenteral Immediate	FLACONS INJECT..ORDIN.	SOL INJ 250MG/ML 50ML	250	MG
NOVALAC SATIETE	PDR LAIT	NULL	NULL	NULL	1	V06C0	2510303	INFANT MILKS	DYH	Oral Liquid Immediate	ALIM NN PAE OR.LIQ.INST.	PDR LAIT	NULL	NULL
POVIDONE DCI	CPRES 10X10	10%	NULL	NULL	10	D08A0	3058407	POVIDONE-IODINE	MWD	External Form	COUSSIN.+SUBST  USA.EXT.	CPRES 10X10 10% 10	10	%
OXICONAZOLE DCI	CREME	1%	NULL	15G	1	D01A1	1366102	OXICONAZOLE	MTA	External Form	CREME         A USA.EXT.	CREME 1% 15G	1	%
ZOPHREN	LYOPH ORAUX	4MG	NULL	NULL	4	A04A1	9679616	ONDANSETRON	AAB	Oral Solid Immediate	CPR ORODISP OR SOL INST.	LYOPH ORAUX 4MG 4	4	MG
AUTRES EXAM SANG	EXAMEN	NULL	NULL	NULL	1	V99D1	9706350	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	EXAMEN	NULL	NULL
REVITALOSE	SACH-DOS JUM	NULL	NULL	NULL	14	A13A2	7447205	VALINE+ASCORBIC ACID+LEUCINE+LYSINE+PHENYLALANINE+MAGNESIUM	DEP	Oral Liquid Immediate	PDR DOSE    OR.LIQ.INST.	SACH-DOSE JUM 14	NULL	NULL
URGOSTRAPPING	BDE	NULL	NULL	NULL	1	V99C0	1053703	NULL	MZG	External Form	BANDAGE S SUB.A USA.EXT.	BDE 2.5MX6CM R0141	NULL	NULL
IBUPROFENE DCI	SOL.  EXT.	5%	NULL	50ML	1	M02A0	1437704	IBUPROFEN	MGA	External Form	LIQUIDE       A USA.EXT.	SOL.  EXT. 5% 50ML	5	%
TEMAZEPAM DCI	CPR	20MG	NULL	NULL	7	N05B1	1291904	TEMAZEPAM	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 20MG 7	20	MG
ESTRADIOL DCI	CPR	1MG	NULL	NULL	20	G03C0	9737625	ESTRADIOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 1MG 20	1	MG
LISINOPRIL BIOGAR.	CPR SEC	5MG	NULL	NULL	28	C09A0	3467401	LISINOPRIL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 5MG 28	5	MG
BICARB.NA LAVOIS	FL PR PER IV	1.4%	NULL	500ML	1	K01A5	1167842	SODIUM	FQC	Parenteral Immediate	FLAC PERF   PARENT.INST.	FL PR PER IV 1.4% 500ML	1.4	%
IMUREL	CPR PELLIC	50MG	NULL	NULL	100	L04X0	4512205	AZATHIOPRINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 50MG 100	50	MG
CHONDROIT.SULF.SOD	GELULE	500MG	NULL	NULL	60	M05X0	1096704	CHONDROITINSULFURIC ACID	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 500MG 60	500	MG
DOXYCYCLINE DCI	CPR	100MG	NULL	NULL	5	J01A0	2938607	DOXYCYCLINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 100MG 5	100	MG
XYLENE DCI	GTTES OTO.	5%	NULL	10ML	1	S02D1	2922501	XYLENE	PGB	Otologic	GOUTTE        OTOLOGIQUE	GTTES OTO. 5% 10ML	5	%
DOXYCYCLINE DCI	CPR	100MG	NULL	NULL	15	J01A0	2938605	DOXYCYCLINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 100MG 15	100	MG
ASCORBATE FERREUX	GELULE	33MG	NULL	NULL	30	B03A1	3272701	IRON FERROUS	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 33MG 30	33	MG
KETOPROFENE DCI	F.IM + SOLV	100MG	NULL	5ML	6	M01A1	1360917	KETOPROFEN	FPB	Parenteral Immediate	FLACONS INJECT.ORD.LYOPH	F.IM + SOLV 100MG 6 5ML	100	MG
LOVENOX	SERINGUE	10K	NULL	1ML	10	B01B2	5137917	ENOXAPARIN SODIUM	FNA	Parenteral Immediate	SER PREREMP PARENT.INST.	SERINGUE 10K 10 1ML	10	K
DOXYCYCLINE G GAM	CPR SEC	100MG	NULL	NULL	15	J01A0	1936303	DOXYCYCLINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 100MG 15	100	MG
GLUCOSE AGUETTANT	POCH BIOPERF	5%	NULL	250ML	1	K01B3	3885202	GLUCOSE	FQE	Parenteral Immediate	POCHES PERF PARENT.INST.	POCH BIOPERF 5% 250ML	5	%
CALCIUM DCI	CPR	600MG	NULL	NULL	60	A12A0	1572514	CALCIUM	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 600MG 60	600	MG
BISOPROLOL TEVA	CPR PELLIC	10MG	NULL	NULL	28	C07A0	3111703	BISOPROLOL	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 10MG 28	10	MG
ATENOLOL+CHLORTALI.	CPR50/12.5MG	NULL	NULL	NULL	28	C07B1	3187201	CHLORTALIDONE+ATENOLOL	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR 50/12.5MG 28	NULL	NULL
SOFENZ	SOL AURIC	NULL	NULL	10ML	1	V07A2	3259401	TRYPSIN	PGA	Otologic	LIQUIDE       OTOLOGIQUE	SOL AURIC 10ML	NULL	NULL
EVEPAR	CPR 2000/35Y	NULL	NULL	NULL	63	D10B0	3193402	ETHINYLESTRADIOL+CYPROTERONE	ABA	Oral Solid Immediate	DRAGEE      OR.SOL.INST.	CPR 2000/35Y 63	NULL	NULL
RABIPUR	FL PDR+ SOLV	NULL	NULL	1ML	1	J07E9	3353101	"VACCINE, RABIES"	FPB	Parenteral Immediate	FLACONS INJECT.ORD.LYOPH	FL PDR+ SOLV + SERINGUE 1ML	NULL	NULL
BISOPROLOL QUALIM.	CPR PEL SEC	10MG	NULL	NULL	28	C07A0	3016801	BISOPROLOL	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 10MG 28	10	MG
IMAGERIE RESON MAG	I R M	NULL	NULL	NULL	1	V99G0	9745702	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	I R M	NULL	NULL
URGOPLAST	BOITE	NULL	NULL	NULL	1	V99C0	9793250	WOUND PROTECTIVES	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	BOITE	NULL	NULL
TRANDOLA+VERAPAMIL	LP GELULES	NULL	NULL	NULL	28	C09B3	3013501	VERAPAMIL+TRANDOLAPRIL	BCA	Oral Solid Delayed	CAPSULES     OR.SOL.RET.	LP GELULES 28	NULL	NULL
AC SALIC+RHUBARBE	SOL.  EXT.	NULL	NULL	10ML	1	A01A3	3331901	SALICYLIC ACID+RHEUM OFFICINALE	KGA	Oral Topic	LIQUIDE ORAL TOPIQUE	SOL.  EXT. 10ML	NULL	NULL
ECONAZOLE ARROW	LP OVULE	150MG	NULL	NULL	1	G01B0	3494201	ECONAZOLE	TLS	Vaginal	OVULE           VAGINALE	LP OVULE 150MG	150	MG
GYNDELTA	GELULE	NULL	NULL	NULL	30	V07A2	2774601	VACCINIUM MACROCARPON	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 30	NULL	NULL
ENALAPRIL TEVA	CPR SEC	5MG	NULL	NULL	28	C09A0	2819603	ENALAPRIL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 5MG 28	5	MG
MOLSIDOMINE QUALI.	CPR SEC	4MG	NULL	NULL	30	C01D0	2879903	MOLSIDOMINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 4MG 30	4	MG
OSTEOCAL	CPR A SUCER	500MG	NULL	NULL	60	A12A0	2608001	CALCIUM	ADE	Oral Solid Immediate	TABLETTE    OR.SOL.INST.	CPR A SUCER 500MG 60	500	MG
VENTILASTIN NOVOLIZ	PDR INH 200D	100Y	NULL	NULL	1	R03A4	3504601	SALBUTAMOL	REP	Pulmonary	POUDRE DOSE      PULMON.	PDR INH 200D 100Y/DOSE	100	Y
PRESCRIPT.MAGISTR.	SOL EXT N1	NULL	NULL	60ML	1	V03X0	6964285	NULL	MGA	External Form	LIQUIDE       A USA.EXT.	SOL EXT N1 60ML	NULL	NULL
NICERGOLINE DCI	GELULE	5MG	NULL	NULL	30	C04A1	2528701	NICERGOLINE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 5MG 30	5	MG
DIOSMINE QUALIMED	CPR PELLIC	600MG	NULL	NULL	30	C05C0	2778001	DIOSMIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 600MG 30	600	MG
BETAHISTINE IREX	CPR	8MG	NULL	NULL	90	N07C0	2756101	BETAHISTINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 8MG 90	8	MG
FLECAINIDE DCI	LP GELULES	200MG	NULL	NULL	30	C01B0	1350806	FLECAINIDE	BCA	Oral Solid Delayed	CAPSULES     OR.SOL.RET.	LP GELULES 200MG 30	200	MG
HALOPERIDOL DCI	CPR	5MG	NULL	NULL	30	N05A9	1947804	HALOPERIDOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 5MG 30	5	MG
ISOTRETINOINE DCI	CAPS MOLLES	5MG	NULL	NULL	30	D10B0	2859101	ISOTRETINOIN	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	CAPS MOLLES 5MG 30	5	MG
TRIMEBUTINE DCI	CPR	100MG	NULL	NULL	30	A03F0	1365404	TRIMEBUTINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 100MG 30	100	MG
TROFOSEPTINE	CREME	NULL	NULL	20G	1	D06A0	9032702	CLOSTEBOL+NEOMYCIN	MTA	External Form	CREME         A USA.EXT.	CREME 20G	NULL	NULL
SEROPLEX	CPR PEL SEC	20MG	NULL	NULL	28	N06A4	2878003	ESCITALOPRAM	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 20MG 28	20	MG
NEOMY+NYSTA+POLYMY	CAPS VAGIN.	NULL	NULL	NULL	6	G01B0	2902401	NYSTATIN+NEOMYCIN+POLYMYXIN B	TCA	Vaginal	CAPSULE         VAGINALE	CAPS VAGIN. 6	NULL	NULL
FR.FLAVON PUR DCI	CPR PELLIC	500MG	NULL	NULL	30	C05C0	2998701	DIOSMIN+HESPERIDIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 500MG 30	500	MG
CICLOSPORINE DCI	CAPS MOLLES	50MG	NULL	NULL	50	L04X0	2693107	CICLOSPORIN	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	CAPS MOLLES 50MG 50	50	MG
AMBROXOL IVAX	SOL BUV	0.6%	NULL	150ML	1	R05C0	3089101	AMBROXOL	DGA	Oral Liquid Immediate	LIQUIDE     OR.LIQ.INST.	SOL BUV .6% 150ML	0.6	%
KETOCONAZOLE DCI	CREME	2%	NULL	15G	1	D01A1	1138903	KETOCONAZOLE	MTA	External Form	CREME         A USA.EXT.	CREME 2% 15G	2	%
OMOCONAZOLE DCI	OVU.	900MG	NULL	NULL	1	G01B0	1094803	OMOCONAZOLE	TLS	Vaginal	OVULE           VAGINALE	OVU. 900MG	900	MG
CALCITONINE PHARMY	AMP INJ	50IU	NULL	1ML	5	H04A0	2158603	CALCITONIN (SALMON)	FMA	Parenteral Immediate	AMP         PARENT.INST.	AMP INJ 50IU 1ML 5	50	IU
DESOGEST+ETHIN BIO	CPR 150Y/20Y	NULL	NULL	NULL	21	G03A1	3163501	ETHINYLESTRADIOL+DESOGESTREL	ABA	Oral Solid Immediate	DRAGEE      OR.SOL.INST.	CPR 150Y/20Y 21	NULL	NULL
DIARELAC	LAIT PDR	NULL	NULL	300G	1	V06C0	1452601	NULL	DYH	Oral Liquid Immediate	ALIM NN PAE OR.LIQ.INST.	LAIT PDR 300G	NULL	NULL
METFORMINE+ROSIGLI	CPR2MG/500MG	NULL	NULL	NULL	112	A10K3	3539602	METFORMIN+ROSIGLITAZONE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR2MG/500MG 112	NULL	NULL
HEXABRIX 320	FL INJ	NULL	NULL	10ML	1	T01A0	4287702	IOXAGLIC ACID	FPC	Parenteral Immediate	FLACONS INJECT.ORD.IV	FL INJ 10ML	NULL	NULL
GAMMA GT	EXAMEN SANG	NULL	NULL	NULL	1	V99D1	9740050	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	EXAMEN SANG	NULL	NULL
GAOPTOL	COLLY MONOD.	0.5%	NULL	0.4ML	60	S01E2	3711306	TIMOLOL	NGN	Ophthalmological	SOLUT.UNIDOSE  OPHTALMO.	COLLY MONOD. .5% 60 .4ML	0.5	%
URETEROPLAST	BOITE	NULL	NULL	NULL	1	V99C0	9792750	DISPOSABLE MEDICAL DEVICES	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	BOITE	NULL	NULL
NANDROLONE DCI	COLLYRE	1%	NULL	5ML	1	S01X2	1090002	NANDROLONE	NGB	Ophthalmological	COLLYRE        OPHTALMO.	COLLYRE 1% 5ML	1	%
NAPROXENE DCI	SUP	500MG	NULL	NULL	12	M01A1	1361709	NAPROXEN	HLB	Rectal Systemic	SUPPO AD V.RECTALE SYST.	SUP 500MG 12	500	MG
AMOXI AC CLAV TEVA	CPR 500/62.5	NULL	NULL	NULL	24	J01C1	3088908	CLAVULANIC ACID+AMOXICILLIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR 500MG/62.5MG 24	NULL	NULL
CACIT	CPR EFFVT	500MG	ENF	NULL	20	A12A0	1545130	CITRIC ACID+CALCIUM	AAH	Oral Solid Immediate	CPR EFFERV. OR.SOL.INST.	CPR EFFVT 500MG ENF 20	500	MG
FLEETPHOSPHOSODA	SOL BUV	NULL	NULL	45ML	2	A06B1	1942801	PHOSPHORIC ACID	DGA	Oral Liquid Immediate	LIQUIDE     OR.LIQ.INST.	SOL BUV 2 45ML	NULL	NULL
MICARDIS	CPR	20MG	NULL	NULL	28	C09C0	2070005	TELMISARTAN	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 20MG 28	20	MG
CARBAMAZEPINE TEVA	CPR SEC	200MG	NULL	NULL	50	N03A0	3157201	CARBAMAZEPINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 200MG 50	200	MG
NICOPASS	PAST MENT FR	1.5MG	NULL	NULL	36	N07B0	3330502	NICOTINE	ADE	Oral Solid Immediate	TABLETTE    OR.SOL.INST.	PAST MENTHE FRAICHE 1.5MG 36	1.5	MG
BAKOL	GELULE	NULL	NULL	NULL	90	V06D0	2508502	PHYTOSTEROLS (UNSPECIFIED)	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 90	NULL	NULL
PREPACOL	COFF NEC LAV	NULL	NULL	NULL	1	A06B1	6961960	PHOSPHORIC ACID	DGA	Oral Liquid Immediate	LIQUIDE     OR.LIQ.INST.	COFFRET+ NEC LAVEMENT	NULL	NULL
