invalid_reason,id,code,name,concept_class,secondary_domain,concept_domain
,43527878,4142F,Corticosteroid sparing therapy prescribed (IBD),Drug,d,Drug
,2212282,82528,Corticosterone,Measurement,,Measurement
,2212143,80412,Corticotropic releasing hormone (CRH) stimulation panel This panel must include the following: Cortisol (82533 x 6) Adrenocorticotropic hormone (ACTH) (82024 x 6),Procedure Drug,l,Procedure
,2212283,82530,Cortisol; free,Measurement,,Measurement
,2212284,82533,Cortisol; total,Measurement,,Measurement
,2103360,21610,Costotransversectomy (separate procedure),Procedure,,Procedure
,2110660,63066,"Costovertebral approach with decompression of spinal cord or nerve root(s), (eg, herniated intervertebral disk), thoracic; each additional segment (List separately in addition to code for primary procedure)",Procedure,,Procedure
,2110659,63064,"Costovertebral approach with decompression of spinal cord or nerve root(s), (eg, herniated intervertebral disk), thoracic; single segment",Procedure,,Procedure
,40756901,4330F,Counseling about epilepsy specific safety issues provided to patient (or caregiver (s)) (EPI),Procedure,,Procedure
,2108688,4177F,Counseling about the benefits and/or risks of the Age-Related Eye Disease Study (AREDS) formulation for preventing progression of age-related macular degeneration (AMD) provided to patient and/or caregiver(s) (EC),Procedure,,Procedure
,2108685,4174F,"Counseling about the potential impact of glaucoma on visual functioning and quality of life, and importance of treatment adherence provided to patient and/or caregiver(s) (EC)",Procedure,,Procedure
,2108687,4176F,Counseling about value of protection from UV light and lack of proven efficacy of nutritional supplements in prevention or progression of cataract development provided to patient and/or caregiver(s) (EC),Procedure,,Procedure
,2108772,4242F,Counseling for supervised exercise program provided to patients during episode of back pain lasting longer than 12 weeks (BkP),Procedure,,Procedure
,40757139,4340F,Counseling for women of childbearing potential with epilepsy (EPI),Procedure,,Procedure
,42742441,4350F,"Counseling provided on symptom management, end of life decisions, and palliation (DEM)",Quality Metric,,Observation
,42742454,6110F,Counseling provided regarding risks of driving and the alternatives to driving (DEM),Quality Metric,,Observation
,2108676,4159F,Counseling regarding contraception received prior to initiation of antiviral treatment (HEP-C),Quality Metric,,Observation
,2212773,86185,"Counterimmunoelectrophoresis, each antigen",Measurement,,Measurement
,2212630,84681,C-peptide,Measurement,,Measurement
D,2101694,0152T,CPTR AID DETCJ CHEST RADIOGRAPH,Procedure,,Procedure
,2110474,61552,Craniectomy for craniosynostosis; multiple cranial sutures,Procedure,,Procedure
,2110473,61550,Craniectomy for craniosynostosis; single cranial suture,Procedure,,Procedure
,2110451,61520,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; cerebellopontine angle tumor",Procedure,,Procedure
,2110449,61518,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; except meningioma, cerebellopontine angle tumor, or midline tumor at base of skull",Procedure,,Procedure
,2110450,61519,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; meningioma",Procedure,,Procedure
,2110452,61521,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; midline tumor at base of skull",Procedure,,Procedure
,2110561,61870,"Craniectomy for implantation of neurostimulator electrodes, cerebellar; cortical",Procedure,,Procedure
,2110562,61875,"Craniectomy for implantation of neurostimulator electrodes, cerebellar; subcortical",Procedure,,Procedure
,2110421,61314,"Craniectomy or craniotomy for evacuation of hematoma, infratentorial; extradural or subdural",Procedure,,Procedure
,2110422,61315,"Craniectomy or craniotomy for evacuation of hematoma, infratentorial; intracerebellar",Procedure,,Procedure
,2110419,61312,"Craniectomy or craniotomy for evacuation of hematoma, supratentorial; extradural or subdural",Procedure,,Procedure
,2110420,61313,"Craniectomy or craniotomy for evacuation of hematoma, supratentorial; intracerebral",Procedure,,Procedure
,2110555,61860,"Craniectomy or craniotomy for implantation of neurostimulator electrodes, cerebral, cortical",Procedure,,Procedure
,2110427,61323,"Craniectomy or craniotomy, decompressive, with or without duraplasty, for treatment of intracranial hypertension, without evacuation of associated intraparenchymal hematoma; with lobectomy",Procedure,,Procedure
,2110426,61322,"Craniectomy or craniotomy, decompressive, with or without duraplasty, for treatment of intracranial hypertension, without evacuation of associated intraparenchymal hematoma; without lobectomy",Procedure,,Procedure
,2110425,61321,"Craniectomy or craniotomy, drainage of intracranial abscess; infratentorial",Procedure,,Procedure
,2110424,61320,"Craniectomy or craniotomy, drainage of intracranial abscess; supratentorial",Procedure,,Procedure
