FDA preferred term	UNII	Drugbank Name	Drugbank Id	Rxcui	RxTerm
NABUMETONE	LW0TIW155Z	NABUMETONE	DB00461	31448	IN
N-ACETYLALANINE	26C4VY6Z0M	N-ACETYLALANINE	DB02518		
N-ACETYLGLUCOSAMINE	V956696549	N-ACETYL-D-GLUCOSAMINE	DB00141	1362871	IN
N-ACETYLMETHIONINE	9J12WX5B6A	N-ACETYLMETHIONINE	DB01646		
N-ACETYLMETHIONINE, D-	14D624N0TA	N-ACETYLMETHIONINE	DB01646		
N-ACETYLSERINE	W98518XGZ3	N-ACETYL-SERINE	DB02340		
N-ACETYLSEROTONIN	P4TO3C82WV	N-ACETYL SEROTONIN	DB04275		
NADH	4J24DQ0916	NADH	DB00157	7222	IN
NAFARELIN	1X0094V6JV	NAFARELIN	DB00666	28656	IN
NAFCILLIN	4CNZ27M7RV	NAFCILLIN	DB00607	7233	IN
NAFTIFINE	4FB1TON47A	NAFTIFINE	DB00735	31476	IN
NALBUPHINE	L2T84IQI2K	NALBUPHINE	DB00844	7238	IN
NALIDIXIC ACID	3B91HWA56M	NALIDIXIC ACID	DB00779	7240	PIN
NALOXONE	36B82AMQ7N	NALOXONE	DB01183	7242	IN
NALTREXONE	5S6W795CQM	NALTREXONE	DB00704	7243	IN
NALTREXONE HYDROCHLORIDE	Z6375YW9SF	NALTREXONE DEPOT	DB05302	105069	PIN
NANDROLONE DECANOATE	H45187T098	NANDROLONE DECANOATE	DB08804	31494	PIN
NANDROLONE PHENPROPIONATE	KF7Z9K2T3W	NANDROLONE PHENPROPIONATE	DB00984	31495	PIN
NAP-226-90	1608PLR9ZO	3-[(1S)-1-(DIMETHYLAMINO)ETHYL]PHENOL	DB04556		
NAPHAZOLINE	H231GF11BV	NAPHAZOLINE	DB06711	7247	IN
NAPROXEN	57Y76R9ATQ	NAPROXEN	DB00788	7258	IN
NARATRIPTAN	QX3KXL1ZA2	NARATRIPTAN	DB00952	141366	IN
NARINGENIN	HN5425SBF2	NARINGENIN	DB03467	1368173	IN
NATAMYCIN	8O0C852CPO	NATAMYCIN	DB00826	7268	IN
NATEGLINIDE	41X3PWK4O2	NATEGLINIDE	DB00731	274332	IN
N-BUTYLBENZENESULFONAMIDE	YO7UAW6717	N-BUTYL-BENZENESULFONAMIDE	DB02055		
N-CARBAMOYLASPARTIC ACID	R2521024DK	N-CARBAMOYL-L-ASPARTATE	DB04252		
NEAMINE	5981U00LY0	NEAMINE	DB04808		
NEBULARINE	B8B604PS4P	PURINE RIBOSIDE	DB04440		
NEDOCROMIL	0B535E0BN0	NEDOCROMIL	DB00716	31563	IN
NEFAZODONE	59H4FCV1TF	NEFAZODONE	DB01149	31565	IN
NELARABINE	60158CV180	NELARABINE	DB01280	274771	IN
NELFINAVIR	HO3OGH5D7I	VRX496	DB05251	134527	IN
NEOPTERIN	9PLD60N7SO	NEOPTERIN	DB02385		
NEOSTIGMINE	3982TWQ96G	NEOSTIGMINE	DB01400	7315	IN
NEPAFENAC	0J9L7J6V8C	NEPAFENAC	DB06802	298665	IN
NERAMEXANE	856DX0KJ84	NERAMEXANE	DB04926		
NESBUVIR	EYK815W3Z8	5-CYCLOPROPYL-2-(4-FLUOROPHENYL)-6-[(2-HYDROXYETHYL)(METHYLSULFONYL)AMINO]-N-METHYL-1-BENZOFURAN-3-CARBOXAMIDE	DB07238		
N-ETHYLMALEIMIDE	O3C74ACM9V	N-ETHYLMALEIMIDE	DB02967		
NETILMICIN	4O5J85GJJB	NETILMICIN	DB00955	7337	IN
NEVIRAPINE	99DK7FVK1H	NEVIRAPINE	DB00238	53654	IN
NIACIN	2679MF687A	NIACIN	DB00627	7393	IN
NIACINAMIDE	25X51I8RD4	NICOTINAMIDE	DB02701	7405	IN
NIALAMIDE	T2Q0RYM725	NIALAMIDE	DB04820	7394	IN
NICERGOLINE	JCV8365FWN	NICERGOLINE	DB00699	7398	IN
NICLOSAMIDE	8KK8CQ2K8G	NICLOSAMIDE	DB06803	7402	IN
NICOTINE	6M3C89ZY6R	NICOTINE	DB00184	7407	IN
NICOTINYL ALCOHOL	9TF312056Y	PYRIDIN-3-YLMETHANOL	DB04145	7414	IN
NIFEDIPINE	I9ZF7L6G2L	NIFEDIPINE	DB01115	7417	IN
NIFLUMIC ACID	4U5MP5IUD8	NIFLUMIC ACID	DB04552	7418	IN
NILOTINIB	F41401512X	NILOTINIB	DB04868	662281	IN
NILUTAMIDE	51G6I8B902	NILUTAMIDE	DB00665	31805	IN
NIMESULIDE	V4TKW1454M	NIMESULIDE	DB04743	53694	IN
NIRAXOSTAT	246FR6022S	Y-700	DB03841		
NITAZOXANIDE	SOA12P041N	NITAZOXANIDE	DB00507	31819	IN
NITISINONE	K5BN214699	NITISINONE	DB00348	61805	IN
NITRAZEPAM	9CLV70W7HS	NITRAZEPAM	DB01595	7440	IN
NITRIC OXIDE	31C4KY9ESH	NITRIC OXIDE	DB00435	7442	IN
NITRILOTRIACETIC ACID	KA90006V9D	NITRILOTRIACETIC ACID	DB03040		
NITROARGININE	7O8V7H6P2J	NITROARGININE	DB04223		
NITROCEFIN	EWP54G0J8F	NITROCEFIN	DB04742		
NITROFURANTOIN	927AH8112L	NITROFURANTOIN	DB00698	7454	IN
NITROFURAZONE	X8XI70B5Z6	NITROFURAL	DB00336	7455	IN
NITROGLYCERIN	G59M7S0WS3	NITROGLYCERIN	DB00727	4917	IN
NITROPRUSSIDE	169D1260KM	NITROPRUSSIDE	DB00325	7476	IN
NITROXOLINE	A8M33244M6	NITROXOLINE	DB01422	31901	IN
NIZATIDINE	P41PML4GHR	NIZATIDINE	DB00585	42319	IN
N,N-DIETHYLTRYPTAMINE	916E8V4S2V	DIETHYLTRYPTAMINE	DB01460		
N,N-DIMETHYLFORMAMIDE	8696NH0Y2X	DIMETHYLFORMAMIDE	DB01844		
N,N-DIMETHYLGLYCINE	7797M4CPPA	DIMETHYLGLYCINE	DB02083	1313173	IN
NOCODAZOLE	SH1WY3R615	NOCODAZOLE	DB08313		
NONYL ALCOHOL	NGK73Q6XMC	NONAN-1-OL	DB03143		
NORELGESTROMIN	R0TAY3X631	NORELGESTROMIN	DB06713	326374	IN
NOREPINEPHRINE	X4W3ENH1CV	NOREPINEPHRINE	DB00368	7512	IN
NORETHINDRONE	T18F433X4S	NORETHINDRONE	DB00717	7514	IN
NORFLOXACIN	N0F8P22L1P	NORFLOXACIN	DB01059	7517	IN
NORGESTIMATE	C291HFX4DY	NORGESTIMATE	DB00957	31994	IN
NORLEUCINE	832C8OV84S	NORLEUCINE	DB04419		
NORLEUCINE, D-(-)-	VP8G7LX265	NORLEUCINE	DB04419		
NORTRIPTYLINE	BL03SY4LXB	NORTRIPTYLINE	DB00540	7531	IN
NORVALINE	A70UKS48FE	NORVALINE	DB04185		
NOVOBIOCIN	17EC19951N	NOVOBIOCIN	DB01051	7538	IN
NS-2359	76H76554PA	NS-2359	DB05805		
NS-3728	943YH53W21	NS-3728	DB05835		
O-ALLYLPHENOL	O04F145ZJZ	2-ALLYLPHENOL	DB02534		
O-AMINOPHENOL	23RH73DZ65	2-AMINOPHENOL	DB01726		
O-BROMOPHENOL	A0UB206YF0	2-BROMOPHENOL	DB04586		
OCTAMETHYLENEDIAMINE	53A6694PIE	OCTAMETHYLENEDIAMINE	DB04333		
OCTANE	X1RV0B2FJV	N-OCTANE	DB02440		
OCTANOIC ACID	OBL58JN025	CAPRYLIC ACID	DB04519	20178	IN
OCTREOTIDE	RWM8CCW8GP	OCTREOTIDE	DB00104	7617	IN
OFLOXACIN, D-	36OPE0O92Z	DEXTROFLOXACINE	DB03034		
OGLUFANIDE DISODIUM	Q60AU1LLNU	OGLUFANIDE DISODIUM	DB05779		
OLANZAPINE	N7U69T4SZR	OLANZAPINE	DB00334	61381	IN
OLCEGEPANT	WOA5J8TX6M	OLCEGEPANT	DB04869		
OLEIC ACID	2UMI9U37CP	OLEIC ACID	DB04224	7631	PIN
OLMESARTAN	8W1IQP3U10	OLMESARTAN	DB00275	321064	IN
OLOMOUCINE	6A839B2HYS	OLOMOUCINE	DB02116		
OLOPATADINE	D27V6190PM	OLOPATADINE	DB00768	135391	IN
OLSALAZINE	ULS5I8J03O	OLSALAZINE	DB01250	32385	IN
OMACETAXINE MEPESUCCINATE	6FG8041S5B	HOMOHARRINGTONINE	DB04865	27100	IN
OMAPATRILAT	36NLI90E7T	OMAPATRILAT	DB00886		
OPAVIRALINE	Q3A8EU2NMU	ISOPROPYL (2S)-2-ETHYL-7-FLUORO-3-OXO-3,4-DIHYDROQUINOXALINE-1(2H)-CARBOXYLATE	DB07884		
O-PHENANTHROLINE	W4X6ZO7939	1,10-PHENANTHROLINE	DB02365		
ORG-34517	17VAN37K4Y	ORG-34517	DB05423		
ORITAVANCIN	PUG62FRZ2E	ORITAVANCIN	DB04911	1547611	IN
ORLISTAT	95M8R751W8	ORLISTAT	DB01083	37925	IN
ORNITHINE	E524N2IXA3	L-ORNITHINE	DB00129	7704	IN
OROTIC ACID	61H4T033E5	OROTIC ACID	DB02262	7712	IN
OSANETANT	K7G81N94DT	OSANETANT	DB04872		
OSELTAMIVIR	20O93L6F9H	OSELTAMIVIR	DB00198	260101	IN
OSI-930	G1PEG5Q9Y2	OSI-930	DB05913		
OSPEMIFENE	B0P231ILBK	OSPEMIFENE	DB04938	1370971	IN
OT-551	DZ02S3A31N	OT-551	DB05650		
OTERACIL	5VT6420TIG	OXONIC ACID	DB03209		
OUABAIN	5ACL011P69	OUABAIN	DB01092	7762	IN
OXABOLONE	51RPF719WE	4-HYDROXY-19-NORTESTOSTERONE	DB01500		
OXACILLIN	UH95VD7V76	OXACILLIN	DB00713	7773	IN
OXALIC ACID	9E7R5L6H31	OXALIC ACID	DB03902	1427058	IN
OXALIPLATIN	04ZR38536J	OXALIPLATIN	DB00526	32592	IN
OXAMIC ACID	QU60N5OPLG	OXAMIC ACID	DB03940		
OXANDROLONE	7H6TM3CT4L	OXANDROLONE	DB00621	7779	IN
OXAPROZIN	MHJ80W9LRB	OXAPROZIN	DB00991	32613	IN
OXCARBAZEPINE	VZI5B1W380	OXCARBAZEPINE	DB00776	32624	IN
OXELADIN	SNC1080T5Y	OXELADIN	DB04822	32626	IN
OXFENICINE	9YH0WH2Z02	(2R)-AMINO(4-HYDROXYPHENYL)ACETIC ACID	DB04308		
OXIBENDAZOLE	022N12KJ0X	OXIBENDAZOLE	DB04910	1009342	IN
OXICONAZOLE	C668Q9I33J	OXICONAZOLE	DB00239	32638	IN
OXITRIPTAN	C1LJO185Q9	OXITRIPTAN	DB02959	94	IN
OXTRIPHYLLINE	3K045XR58X	OXTRIPHYLLINE	DB01303	20976	IN
OXYBENZONE	95OOS7VE0Y	OXYBENZONE	DB01428	32673	IN
OXYCODONE	CD35PMG570	OXYCODONE	DB00497	7804	IN
O-XYLENE	Z2474E14QP	ORTHO-XYLENE	DB03029	1313248	IN
OXYMETAZOLINE	8VLN5B44ZY	OXYMETAZOLINE	DB00935	7812	IN
OXYMORPHONE	9VXA968E0C	OXYMORPHONE	DB01192	7814	IN
OXYPHENISATIN	3BT0VQG2GQ	OXYPHENISATIN	DB04823	8136	IN
OXYPURINOL	G97OZE5068	OXYPURINOL	DB05262		
OXYTETRACYCLINE	X20I9EN955	OXYTETRACYCLINE	DB00595	7821	IN
PACLITAXEL DOCOSAHEXAENOIC ACID	OJE5810C4F	DHA-PACLITAXEL	DB05297		
PACLITAXEL	P88XT4IS4D	PACLITAXEL	DB01229	56946	IN
PALIRODEN	17VJ76L90T	SR 57667	DB05454		
PALMITIC ACID	2V16EO95H1	PALMITIC ACID	DB03796	1426390	PIN
PALMITOLEIC ACID	209B6YPZ4I	PALMITOLEIC ACID	DB04257		
PALMITOYL GLYCINE	M6V3RIU5KI	N-HEXADECANOYLGLYCINE	DB03440	1359086	IN
PALONOSETRON	5D06587D6R	PALONOSETRON	DB00377	70561	IN
PAMIDRONIC ACID	OYY3447OMC	PAMIDRONATE	DB00282	1546406	PIN
PANCURONIUM	J76UF062FS	PANCURONIUM	DB01337	7883	IN
P-ANISIC ACID	4SB6Y7DMM3	P-ANISIC ACID	DB02795	1426595	IN
PANTOTHENIC ACID	19F5HK2737	PANTOTHENIC ACID	DB01783	7891	IN
PAPAVERINE	DAA13NKG2Q	PAPAVERINE	DB01113	7895	IN
PARA-CRESOL	1MXY2UM8NV	P-CRESOL	DB01688		
PARAMETHASONE	VFC6ZX3584	PARAMETHASONE	DB01384	7910	IN
PARECOXIB	9TUW81Y3CE	PARECOXIB	DB08439	279950	IN
PARGYLINE	9MV14S8G3E	PARGYLINE	DB01626	7930	IN
PARICALCITOL	6702D36OG5	PARICALCITOL	DB00910	73710	IN
PAROMOMYCIN	61JJC8N5ZK	PAROMOMYCIN	DB01421	7934	IN
PAROXETINE	41VRH5220H	PAROXETINE	DB00715	32937	IN
PASIREOTIDE	98H1T17066	PASIREOTIDE	DB06663	1364105	IN
PATUPILONE	UEC0H0URSE	EPOTHILONE B	DB03010		
PAZOPANIB	7RN5DR86CK	PAZOPANIB	DB06589	714438	IN
P-CHLOROBENZOIC ACID	IC7888DF4L	4-CHLOROBENZOIC ACID	DB03728		
P-COUMARIC ACID	IBS9D1EU3J	PARA-COUMARIC ACID	DB04066	1485787	IN
P-CUMYLPHENOL	2RLA3OL3QT	4-(1-METHYL-1-PHENYLETHYL)PHENOL	DB06902		
PD-0325901	86K0J5AK6M	N-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}-3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]BENZAMIDE	DB07101		
PD-166326	0H77F2T4U3	6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE	DB08339		
PD-168393	3R996Y9T0I	N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE	DB07662		
PEFLOXACIN	2H52Z9F2Q5	PEFLOXACIN	DB00487	7960	IN
PELDESINE	7B646RJ70F	PELDESINE	DB02568		
PEMETREXED	04Q9AIZ7NO	PEMETREXED	DB00642	68446	IN
PEMIROLAST	2C09NV773M	PEMIROLAST	DB00885	19551	IN
PENBUTOLOL	78W62V43DY	PENBUTOLOL	DB01359	7973	IN
PENCICLOVIR	359HUE8FJC	PENCICLOVIR	DB00299	59839	IN
PENICILLAMINE	GNN1DV99GX	PENICILLAMINE	DB00859	7975	IN
PENICILLIN G	Q42T66VG0C	BENZYLPENICILLIN	DB01053	7980	IN
PENICILLIN V	Z61I075U2W	PENICILLIN V	DB00417	7984	IN
PENTABROMOPHENOL	V89A88NMMX	PENTABROMOPHENOL	DB03167		
PENTADECANE	16H6K2S8M2	PENTADECANE	DB03715		
PENTAGASTRIN	EF0NX91490	PENTAGASTRIN	DB00183	7993	IN
PENTAMIDINE	673LC5J4LQ	PENTAMIDINE	DB00738	7994	IN
PENTANE	4FEX897A91	PENTANE	DB03119	1311563	IN
PENTAZOCINE, (-)-	768DQ5A5AI	PENTAZOCINE	DB00652		
PENTOLINIUM	ULL76WPU5X	PENTOLINIUM	DB01090		
PENTOSTATIN	395575MZO7	PENTOSTATIN	DB00552	8011	IN
PENTOXIFYLLINE	SD6QCT3TSU	PENTOXIFYLLINE	DB00806	8013	IN
PENTYLAMINE	E05QM3V8EF	AMYLAMINE	DB02045	1367190	IN
PERAMIVIR	QW7Y7ZR15U	PERAMIVIR	DB06614	619693	IN
PERAMPANEL	H821664NPK	PERAMPANEL	DB08883	1356552	IN
PERCHLORATE ION	VLA4NZX2P4	PERCHLORATE ION	DB03138		
PERFLUBRON	Q1D0Q7R4D9	PERFLUBRON EMULSION	DB05791		
PERFLUTREN	CK0N3WH0SR	PERFLUTREN	DB00556	283753	IN
PERGOLIDE	24MJ822NZ9	PERGOLIDE	DB01186	8047	IN
PERGOLIDE MESYLATE	55B9HQY616	PERGOLIDE	DB01186	8048	PIN
PERICIAZINE	3405M6FD73	PROPERICIAZINE	DB01608	8766	IN
PERINDOPRIL	Y5GMK36KGY	PERINDOPRIL	DB00790	54552	IN
PERPHENAZINE	FTA7XXY4EZ	PERPHENAZINE	DB00850	8076	IN
PF-2545920	R9Y8EY0G42	2-{[4-(1-METHYL-4-PYRIDIN-4-YL-1H-PYRAZOL-3-YL)PHENOXY]METHYL}QUINOLINE	DB08387		
PH-797804	SI09I1V827	3-{3-BROMO-4-[(2,4-DIFLUOROBENZYL)OXY]-6-METHYL-2-OXOPYRIDIN-1(2H)-YL}-N,4-DIMETHYLBENZAMIDE	DB07941		
PHENACEMIDE	PAI7J52V09	PHENACEMIDE	DB01121	33253	IN
PHENACETIN	ER0CTH01H9	PHENACETIN	DB03783	8113	IN
PHENANTHRENE	448J8E5BST	PHENANTHRENE	DB08381		
PHENARSAZINE CHLORIDE	QI287G628L	DEXTROMETHORPHAN	DB00514		
PHENAZOPYRIDINE	K2J09EMJ52	PHENAZOPYRIDINE	DB01438	8120	IN
PHENCYCLIDINE	J1DOI7UV76	PHENCYCLIDINE	DB03575		
PHENDIMETRAZINE	AB2794W8KV	PHENDIMETRAZINE	DB01579	33272	IN
PHENELZINE	O408N561GF	PHENELZINE	DB00780	8123	IN
PHENETHYLAMINE	327C7L2BXQ	2-PHENYLETHYLAMINE	DB04325	1309741	IN
PHENFORMIN	DD5K7529CE	PHENFORMIN	DB00914	8129	IN
PHENINDIONE	5M7Y6274ZE	PHENINDIONE	DB00498	8130	IN
PHENOBARBITAL	YQE403BP4D	PHENOBARBITAL	DB01174	8134	IN
PHENOL	339NCG44TV	PHENOL	DB03255	33290	IN
PHENOLPHTHALEIN	6QK969R2IF	PHENOLPHTHALEIN	DB04824	155122	IN
PHENSERINE	SUE285UG3S	PHENSERINE	DB04892		
PHENTERMINE	C045TQL4WP	PHENTERMINE	DB00191	8152	IN
PHENTOLAMINE	Z468598HBV	PHENTOLAMINE	DB00692	8153	IN
PHENYLACETALDEHYDE	U8J5PLW9MR	PHENYLACETALDEHYDE	DB02178	1367159	IN
PHENYLALANINE	47E5O17Y3R	L-PHENYLALANINE	DB00120	8156	IN
PHENYLALANINE, D-	032K16VRCU	D-PHENYLALANINE	DB02556		
PHENYLALANYLAMIDE	PV9T9B2S11	PHENYLALANINE AMIDE	DB04029		
PHENYLBUTAZONE	GN5P7K3T8S	PHENYLBUTAZONE	DB00812	8160	IN
PHENYLBUTYRIC ACID	7WY7YBI87E	GAMMA-PHENYL-BUTYRIC ACID	DB02000	1546447	PIN
PHENYLEPHRINE	1WS297W6MV	PHENYLEPHRINE	DB00388	8163	IN
PHENYLETHYL ALCOHOL	ML9LGA7468	2-PHENYL-ETHANOL	DB02192	8126	IN
PHENYLGLYOXYLIC ACID	2PZL5A0W0M	BENZOYLFORMIC ACID	DB02279		
PHENYLPYRUVIC ACID	X7CO62M413	3-PHENYLPYRUVIC ACID	DB03884		
PHENYLTHIOUREA	6F82C6Q54C	N-PHENYLTHIOUREA	DB03694		
PHENYTOIN	6158TKW0C5	PHENYTOIN	DB00252	8183	IN
P-HEPTYLPHENOL	I743Z35DVB	HEPTANYL-P-PHENOL	DB03941		
PHLORETIN	S5J5OE47MK	3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)PROPAN-1-ONE	DB07810	1368167	IN
PHOSPHONOACETIC ACID	N919E46723	PHOSPHONOACETIC ACID	DB02823		
PHOSPHORYLETHANOLAMINE	78A2BX7AEU	O-PHOSPHOETHANOLAMINE	DB01738		
PHTHALIC ACID	6O7F7IX66E	PHTHALIC ACID	DB02746		
P-HYDROXYMERCURIBENZOIC ACID	848QN6RR3O	4-(HYDROXYMERCURY)BENZOIC ACID	DB01671		
PHYSOSTIGMINE	9U1VM840SP	PHYSOSTIGMINE	DB00981	8299	IN
PIBOSEROD	4UQ3S81B25	PIBOSEROD	DB04873		
PICLAMILAST	WM58D7C3ZT	PICLAMILAST	DB01791		
PICOPLATIN	B5TAN0L720	PICOPLATIN	DB04874		
PICRIC ACID	A49OS0F91S	2,4,6-TRINITROPHENOL	DB03651	1320642	PIN
PIDOLIC ACID	SZB83O1W42	PYROGLUTAMIC ACID	DB03088	9036	IN
PILOCARPINE	01MI4Q9DI3	PILOCARPINE	DB01085	8328	IN
PIMAGEDINE HYDROCHLORIDE	A2Z7G2RGAH	PIMAGEDINE HCL	DB05383	1311669	PIN
PIMAGEDINE	SCQ4EZQ113	AMINOGUANIDINE	DB02533	1311670	IN
PIMAVANSERIN TARTRATE	NA83F1SJSR	ACP-103	DB05316		
PIMECROLIMUS	7KYV510875	PIMECROLIMUS	DB00337	321952	IN
PIMELIC ACID	BZQ96WX25F	PIMELIC ACID	DB01856		
PIMOZIDE	1HIZ4DL86F	PIMOZIDE	DB01100	8331	IN
P-IODOPHENOL	BH194BAK0B	4-IODOPHENOL	DB03002		
PIPAZETHATE	M5EK1T5V2L	PIPAZETHATE	DB08796	33740	IN
PIPECURONIUM	1N3O74HM92	PIPECURONIUM	DB01338	33742	IN
PIPENDOXIFENE	TPC5Q8496G	ERA-923	DB05414		
PIPERACILLIN ANHYDROUS	9I628532GX	PIPERACILLIN	DB00319	1546000	PIN
PIPERACILLIN	X00B0D5O0E	PIPERACILLIN	DB00319	8339	IN
PIPERAZINE	1RTM4PAL0V	PIPERAZINE	DB00592	8340	IN
PIPOBROMAN	6Q99RDT97R	PIPOBROMAN	DB00236	8347	IN
PIPOTIAZINE	L903J9JPYV	PIPOTIAZINE	DB01621	8348	IN
PIRENZEPINE	3G0285N20N	PIRENZEPINE	DB00670	8352	IN
PIRETANIDE	DQ6KK6GV93	PIRETANIDE	DB02925	33770	IN
PIRFENIDONE	D7NLD2JX7U	PIRFENIDONE	DB04951		
PIRITREXIM	MK2A783ZUT	6-(2,5-DIMETHOXY-BENZYL)-5-METHYL-PYRIDO[2,3-D]PYRIMIDINE-2,4-DIAMINE	DB03695		
PIRODAVIR	BML697718K	(METHYLPYRIDAZINE PIPERIDINE ETHYLOXYPHENYL)ETHYLACETATE	DB08012		
PIROXICAM	13T4O6VMAM	PIROXICAM	DB00554	8356	IN
PITAVASTATIN	M5681Q5F9P	PITAVASTATIN	DB08860	861634	IN
PIVAMPICILLIN	0HLM346LL7	PIVAMPICILLIN	DB01604	8372	IN
PIXANTRONE	F5SXN2KNMR	PIXANTRONE	DB06193		
PLECONARIL	9H4570Q89D	PLECONARIL	DB05105		
PLERIXAFOR	S915P5499N	PLERIXAFOR	DB06809	733003	IN
PLICAMYCIN	NIJ123W41V	PLICAMYCIN	DB06810	6995	IN
PLX-4720	EQY31RO8HA	N-{3-[(5-CHLORO-1H-PYRROLO[2,3-B]PYRIDIN-3-YL)CARBONYL]-2,4-DIFLUOROPHENYL}PROPANE-1-SULFONAMIDE	DB06999		
P-NITROPHENOL	Y92ZL45L4R	P-NITROPHENOL	DB04417		
P-NITROPHENYLACETIC ACID	KLB4P626RE	2-(4-NITROPHENYL)ACETIC ACID	DB07331		
PODOFILOX	L36H50F353	PODOFILOX	DB01179	8463	IN
PONATINIB	4340891KFS	PONATINIB	DB08901	1364347	IN
PORPHOBILINOGEN	74KHC72QXK	PORPHOBILINOGEN	DB02272		
POSACONAZOLE	6TK1G07BHZ	POSACONAZOLE	DB01263	282446	IN
POSIZOLID	82V2M8K24R	AZD2563	DB04850		
POTASSIUM CHLORIDE	660YQ98I10	POTASSIUM CHLORIDE	DB00761	8591	IN
POTASSIUM IODIDE	1C4QK22F9J	POTASSIUM IODIDE	DB06715	8597	IN
POTASSIUM	RWP5GA015D	POTASSIUM	DB01345	8588	IN
POZANICLINE	CL2002R563	ABT-089	DB05458		
PPI-2458	NA0Y2SRR29	PPI-2458	DB05864		
PRACINOSTAT	GPO2JN4UON	SB939	DB05223		
PRADEFOVIR MESYLATE	0D5204ZSIX	PRADEFOVIR MESYLATE	DB05478		
PRALIDOXIME	P7MU9UTP52	PRALIDOXIME	DB00733	34345	IN
PRALNACASAN	N986NI319S	PRALNACASAN	DB04875		
PRAMIPEXOLE	83619PEU5T	PRAMIPEXOLE	DB00413	746741	IN
PRANLUKAST	TB8Z891092	PRANLUKAST	DB01411		
PRASTERONE	459AG36T1B	DEHYDROEPIANDROSTERONE	DB01708	3143	IN
PRASTERONE SULFATE	57B09Q7FJR	DEHYDROEPIANDROSTERONE SULFATE	DB05804		
PRAVASTATIN	KXO2KT9N0G	PRAVASTATIN	DB00175	42463	IN
PRAZEPAM	Q30VCC064M	PRAZEPAM	DB01588	8627	IN
PRAZOSIN	XM03YJ541D	PRAZOSIN	DB00457	8629	IN
PREDNICARBATE	V901LV1K7D	PREDNICARBATE	DB01130	34369	IN
PREDNISOLONE	9PHQ9Y1OLM	PREDNISOLONE	DB00860	8638	IN
PREDNISONE	VB0R961HZT	PREDNISONE	DB00635	8640	IN
PREGABALIN	55JG375S6M	PREGABALIN	DB00230	187832	IN
PREGNENOLONE	73R90F7MQ8	PREGNENOLONE	DB02789	114052	IN
PREPHENIC ACID	Z66B98Z97I	PREPHENIC ACID	DB08427		
PRETOMANID	2XOI31YC4N	PA824	DB05154		
PRIMIDONE	13AFD7670Q	PRIMIDONE	DB00794	8691	IN
PRINABEREL	A9C8MNF7CA	2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL	DB06832		
PRINOMASTAT	10T6626FRK	AG3340	DB05100		
PROBENECID	PO572Z7917	PROBENECID	DB01032	8698	IN
PROBUCOL	P3CTH044XJ	PROBUCOL	DB01599	8699	IN
PROCAINAMIDE	L39WTC366D	PROCAINAMIDE	DB01035	8700	IN
PROCAINE	4Z8Y51M438	PROCAINE	DB00721	8701	IN
PROCARBAZINE	35S93Y190K	PROCARBAZINE	DB01168	8702	IN
PROCHLORPERAZINE	YHP6YLT61T	PROCHLORPERAZINE	DB00433	8704	IN
PROFLAVINE	CY3RNB3K4T	PROFLAVINE	DB01123	8723	IN
PROGABIDE	38C836J57Z	PROGABIDE	DB00837	34568	IN
PROGESTERONE	4G7DS2Q64Y	PROGESTERONE	DB00396	8727	IN
PROGUANIL	S61K3P7B2V	PROGUANIL	DB01131	2382	IN
PROLINE	9DLQ4CIU6V	D-PROLINE	DB02853	8737	IN
PROLINE	9DLQ4CIU6V	L-PROLINE	DB00172	8737	IN
PROMAZINE	O9M39HTM5W	PROMAZINE	DB00420	8742	IN
PROPANEDIOL	5965N8W85T	1,3-PROPANDIOL	DB02774	1363030	IN
PROPANE TRICARBOXYLIC ACID	RA5QH2J020	TRICARBALLYLIC ACID	DB04562		
PROPANTHELINE	1306V2B0Q8	PROPANTHELINE	DB00782	8761	IN
PROPARACAINE	B4OB0JHI1X	PROPARACAINE	DB00807	34905	IN
PROPARGYLGLYCINE, L-	8R9U8RVT6V	L-2-AMINO-3-BUTYNOIC ACID	DB04217		
PROPIDIUM	74NX23J96Y	PROPIDIUM	DB02166		
PROPIONAMIDE	QK07G0HP47	PROPIONAMIDE	DB04161	1366667	IN
PROPOFOL	YI7VU623SF	PROPOFOL	DB00818	8782	IN
PROPOXYPHENE	S2F83W92TK	DEXTROPROPOXYPHENE	DB00647	8785	IN
PROPYL ACETATE	4AWM8C91G6	PROPYL ACETATE	DB01670		
PROPYLENE GLYCOL, (R)-	602HN5L69H	R-1,2-PROPANEDIOL	DB02159	1314303	IN
PROPYLENE GLYCOL, (S)-	942194N4TD	S-1,2-PROPANEDIOL	DB04349		
PROPYLTHIOURACIL	721M9407IY	PROPYLTHIOURACIL	DB00550	8794	IN
PROSTAGLANDIN B2	BIU61O9T9T	PROSTAGLANDIN B2	DB02304		
