Drug_code	drug_form	form_code	ingredient	dosage	volume	ingr_nature	comp_number
61858768	solution buvable en gouttes	2539	KALIUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	20
61859603	comprimé	7436	HÉMIFUMARATE DE BISOPROLOL	10 mg	un comprimé	SA	1
61860121	poudre	1023	ACIDE ASCORBIQUE	"0,200 g"	"un sachet de 13,1 g"	SA	2
61860121	poudre	2202	PARACÉTAMOL	"0,50 g"	"un sachet de 13,1 g"	SA	1
61860121	poudre	3460	MALÉATE DE PHÉNIRAMINE	"0,025 g"	"un sachet de 13,1 g"	SA	3
61861910	comprimé	3969	PHLOROGLUCINOL DIHYDRATÉ	80 mg	un comprimé	SA	1
61864867	gélule	31246	TÉMOZOLOMIDE	250 mg	une gélule	SA	1
61865314	solution	17814	NÉTILMICINE (SULFATE DE)			SA	2
61865314	solution	77886	NÉTILMICINE BASE	100 mg	1 ml	FT	2
61866277	solution	949	SALICYLAMIDE	"8,50 g"	100 ml de solution	SA	2
61866277	solution	1608	DEXAMÉTHASONE	"0,05 g"	100 ml de solution	SA	1
61866277	solution	4852	SALICYLATE D'HYDROXYÉTHYLE	"10,00 g"	100 ml de solution	SA	3
61866327	comprimé	79600	CÉFUROXIME AXÉTIL			SA	1
61866327	comprimé	82384	CÉFUROXIME	500 mg	un comprimé	FT	1
61868157	solution	2754	OFLOXACINE	200 mg	40 ml de solution pour perfusion	SA	1
61869049	comprimé	33803	CHLORHYDRATE DE DONÉPÉZIL	10 mg	un comprimé	FT	1
61869049	comprimé	67154	CHLORHYDRATE DE DONÉPÉZIL MONOHYDRATÉ	"10,42 mg"	un comprimé	SA	1
61869501	comprimé	263	PASSIFLORA INCARNATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
61869501	granules	263	PASSIFLORA INCARNATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
61869501	pommade	263	PASSIFLORA INCARNATA POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	un comprimé	SA	25
61869501	poudre orale	263	PASSIFLORA INCARNATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
61869501	solution buvable en ampoules	263	PASSIFLORA INCARNATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
61869501	solution buvable en gouttes	263	PASSIFLORA INCARNATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	20
61871331	comprimé	89276	FÉBUXOSTAT	80 mg	un comprimé	SA	1
61872223	suspension	72525	INSULINE LISPRO RECOMBINANTE 	100 UI	1 ml	SA	1
61872287	comprimé	35876	CHLORHYDRATE DE ROPINIROLE	"0,57 mg"	un comprimé	SA	1
61872287	comprimé	62155	ROPINIROLE BASE	"0,5 mg"	un comprimé	FT	1
61872344	comprimé	587	CIMÉTIDINE	"200,00 mg"	un comprimé	SA	1
61872390	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
61872390	comprimé	73594	CANDÉSARTAN CILEXÉTIL	8 mg	un comprimé	SA	1
61872472	comprimé	21888	CHLORHYDRATE DE BUPRÉNORPHINE			SA	1
61872472	comprimé	54459	BUPRÉNORPHINE	8 mg	un comprimé	FT	1
61872547	solution	2345	MÉTHOTREXATE	25 mg	1 ml de solution injectable	FT	1
61872547	solution	30849	MÉTHOTREXATE DISODIQUE			SA	1
61872561	comprimé	428	CALCIUM (CARBONATE DE)	1250 mg	un comprimé	SA	1
61872561	comprimé	72723	CALCIUM ÉLÉMENT	500 mg	un comprimé	FT	1
61872999	solution	3505	MAGNÉSIUM (PIDOLATE DE)	"11,54 mg"	un flacon	SA	1
61872999	solution	94881	MAGNÉSIUM	1 mg	un flacon	FT	1
61874594	comprimé	29250	BROMHYDRATE DE CITALOPRAM			SA	1
61874594	comprimé	57088	CITALOPRAM BASE	20 mg	un comprimé	FT	1
61875447	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
61875447	comprimé	3682	MALÉATE D'ÉNALAPRIL	20 mg	un comprimé	SA	1
61875550	comprimé	82922	RIOCIGUAT	"2,50 mg"	un comprimé	SA	1
61875707	solution	2754	OFLOXACINE	200 mg	40 ml de solution pour perfusion	SA	1
61875867	solution	60077	LÉVOFLOXACINE HÉMIHYDRATÉE	"5,12 mg"	1 ml de solution pour perfusion	SA	1
61875867	solution	81234	LÉVOFLOXACINE	5 mg	1 ml de solution pour perfusion	FT	1
61876289	dispositif	17477	FENTANYL	"8,25 mg"	un dispositif	SA	1
61876410	comprimé	467	CODÉINE	"10,000 mg"	un comprimé	SA	3
61876410	comprimé	4216	CHLORHYDRATE D'ÉTHYLMORPHINE	"10,000 mg"	un comprimé	SA	7
61878240	comprimé	37314	RISÉDRONATE MONOSODIQUE ANHYDRE	35 mg	un comprimé	FT	1
61878240	comprimé	99549	RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ	"40,17 mg"	un comprimé	SA	1
61878361	crème	436	CAMPHRE RACÉMIQUE	"2,00 g"	100 g	SA	2
61878361	crème	568	LÉVOMENTHOL	"0,50 g"	100 g	SA	3
61878361	crème	3700	CAPSICUM (OLÉORÉSINE DE)	"0,25 g"	100 g	SA	4
61878361	crème	5588	SALICYLATE D'AMYLE	"5,00 g"	100 g	SA	1
61881286	solution	31	ALANINE	951 mg	1000 ml	SA	1
61881286	solution	430	CALCIUM (CHLORURE DE) DIHYDRATÉ	184 mg	1000 ml	SA	17
61881286	solution	544	HISTIDINE	714 mg	1000 ml	SA	4
61881286	solution	550	ISOLEUCINE	850 mg	1000 ml	SA	5
61881286	solution	555	LEUCINE	1020 mg	1000 ml	SA	6
61881286	solution	610	PHÉNYLALANINE	570 mg	1000 ml	SA	9
61881286	solution	629	SÉRINE	510 mg	1000 ml	SA	11
61881286	solution	658	THRÉONINE	646 mg	1000 ml	SA	12
61881286	solution	674	TRYPTOPHANE L	270 mg	1000 ml	SA	13
61881286	solution	675	VALINE	1393 mg	1000 ml	SA	15
61881286	solution	901	CHLORURE DE SODIUM	5380 mg	1000 ml	SA	16
61881286	solution	1021	GLYCINE	510 mg	1000 ml	SA	3
61881286	solution	1178	ARGININE	1071 mg	1000 ml	SA	2
61881286	solution	2666	MÉTHIONINE	850 mg	1000 ml	SA	8
61881286	solution	3018	CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ	51 mg	1000 ml	SA	18
61881286	solution	3482	PROLINE	595 mg	1000 ml	SA	10
61881286	solution	3605	TYROSINE	300 mg	1000 ml	SA	14
61881286	solution	5009	"LACTATE DE SODIUM, SOLUTION DE"	4480 mg	1000 ml	SA	19
61881286	solution	79537	LYSINE (CHLORHYDRATE DE)	955 mg	1000 ml	SA	7
61881699	poudre	6494	ACÉTATE D'OCTRÉOTIDE	"41,84 mg"	un flacon	SA	1
61881699	poudre	44322	OCTRÉOTIDE	"37,34 mg"	un flacon	FT	1
61881763	comprimé	37849	DICHLORHYDRATE DE LÉVOCÉTIRIZINE	5 mg	un comprimé	SA	1
61883472	solution	4150	ATROPINE (SULFATE D')	1 mg	une ampoule de 1 ml	SA	1
61883586	comprimé	71861	GLIMÉPIRIDE	1 mg	un comprimé	SA	1
61883604	poudre	872	AMOXICILLINE SODIQUE			SA	1
61883604	poudre	5248	AMOXICILLINE BASE	500 mg	un flacon	FT	1
61883604	poudre	29442	CLAVULANATE DE POTASSIUM			SA	2
61883604	poudre	93286	ACIDE CLAVULANIQUE	100 mg	un flacon	FT	2
61884211	comprimé	3385	ACIDE TIAPROFÉNIQUE	"100,00 mg"	un comprimé	SA	1
61885224	gélule	7560	CHLORHYDRATE DE FLUOXÉTINE			SA	1
61885224	gélule	48800	FLUOXÉTINE BASE	"20,00 mg"	une gélule	FT	1
61885402	comprimé	21053	CAPTOPRIL	50 mg	un comprimé	SA	1
61885726	comprimé	71153	TELMISARTAN	80 mg	un comprimé	SA	1
61886269	poudre	882	SULFATE DE VINDÉSINE	5 mg	un flacon	SA	1
61887200	comprimé	6925	SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un flacon	SA	18
61887200	granules	6925	SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un flacon	SA	17
61887200	pommade	6925	SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un flacon	SA	24
61887200	poudre orale	6925	SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un flacon	SA	23
61887200	solution buvable en ampoules	6925	SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un flacon	SA	25
61887200	solution buvable en gouttes	6925	SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un flacon	SA	19
61887218	gélule	77086	TACROLIMUS	1 mg	une gélule	SA	1
61888996	crème	7987	TABACUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une gélule	SA	15
61888996	granules	7987	TABACUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une gélule	SA	14
61888996	solution buvable en gouttes	7987	TABACUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une gélule	SA	16
61889112	solution	3778	CHLORHEXIDINE (GLUCONATE DE)	"0,5 g"	100 ml	SA	1
61889660	comprimé	420	CAFÉINE	50 mg	un comprimé	SA	3
61889660	comprimé	1023	ACIDE ASCORBIQUE	500 mg	un comprimé	SA	2
61889660	comprimé	3848	GLUCURONAMIDE	400 mg	un comprimé	SA	1
61889692	poudre	20668	CHLORHYDRATE DE RÉMIFENTANIL			SA	1
61889692	poudre	85750	RÉMIFENTANIL BASE	5 mg	un flacon	FT	1
61889938	comprimé	60310	CHLORHYDRATE D'ALFUZOSINE	10 mg	un comprimé	SA	1
61890004	solution	72	BIOTINE	"5,0 mg"	une ampoule de 1 ml	SA	1
61891533	gélule	23957	LANSOPRAZOLE	"15,00 mg"	une gélule gastro-résistante	SA	1
61892368	comprimé	19755	DASATINIB MONOHYDRATÉ	100 mg	un comprimé	SA	1
61893438	comprimé	2092	IBUPROFÈNE	400 mg	un comprimé	SA	1
61895318	granules	91291	DROSERA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	14
61895318	solution buvable en gouttes	91291	DROSERA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	15
61895503	comprimé	7055	DOXYCYCLINE MONOHYDRATÉE	"103,63 mg"	un comprimé	SA	1
61895503	comprimé	28372	DOXYCYCLINE BASE	100 mg	un comprimé	FT	1
61896473	poudre	68555	VIRUS DES OREILLONS (SOUCHE RIT 4385 DERIVÉE DE LA SOUCHE JERYL LYNN) ATTENUÉ 	"au minimum 10^^3,7 DICC50"	"une dose de 0,5 ml de solution reconstitué"	SA	2
61896473	poudre	85085	"VIRUS DE LA ROUGEOLE, SOUCHE SCHWARTZ, VIVANT, ATTÉNUÉ "	"au minimum 10^^3,0 DICC50"	"une dose de 0,5 ml de solution reconstitué"	SA	1
61896473	poudre	97753	VIRUS RUBÉOLEUX (SOUCHE WISTAR RA 27/3) ATTÉNUÉ 	"au minimum 10^^3,0 DICC50"	"une dose de 0,5 ml de solution reconstitué"	SA	3
61896498	solution	28021	BIFONAZOLE	1 g	100 ml de solution	SA	1
61896847	comprimé	2560	CHLORHYDRATE DE MÉBÉVÉRINE	200 mg	un comprimé	SA	1
61897148	comprimé	19809	ATORVASTATINE	10 mg	un comprimé	FT	1
61897148	comprimé	50091	ATORVASTATINE CALCIQUE			SA	1
61897600	comprimé	32743	FINASTÉRIDE	5 mg	un comprimé	SA	1
61897671	comprimé	7436	BISOPROLOL (HÉMIFUMARATE DE)	"3,75 mg"	un comprimé	SA	1
61898734	solution	4963	HEXAMIDINE (DIISÉTHIONATE D')	100 mg	100 ml	SA	1
61901618	poudre	30925	CEFTRIAXONE SODIQUE			SA	1
61901618	poudre	35232	CEFTRIAXONE BASE	1 g	10 ml de solution reconstituée	FT	1
61901995	solution	95609	LÉVÉTIRACÉTAM	500 mg	un flacon de 5 ml	SA	1
61902218	comprimé	61321	APIXABAN	5 mg	un comprimé	SA	1
61902232	suspension	2092	IBUPROFÈNE	20 mg	1 ml de suspension buvable	SA	1
61903804	gélule	2202	PARACÉTAMOL	1000 mg	une gélule	SA	1
61904023	comprimé	24563	CLARITHROMYCINE	"500,00 mg"	un comprimé	SA	1
61904596	solution	65381	SULFATE DE CIPROFLOXACINE			SA	1
61904596	solution	66431	CIPROFLOXACINE	400 mg	une poche de 200 ml	FT	1
61904639	comprimé	31416	IRBÉSARTAN	75 mg	un comprimé	SA	1
61907585	comprimé	35876	CHLORHYDRATE DE ROPINIROLE			SA	1
61907585	comprimé	62155	ROPINIROLE	8 mg	un comprimé	FT	1
61908071	gélule	2202	PARACÉTAMOL	500 mg	une gélule	SA	1
61908153	solution	34909	SUFENTANIL	5 microgrammes	1 ml de solution injectable	FT	1
61908153	solution	48856	CITRATE DE SUFENTANIL			SA	1
61911509	comprimé	15734	VALSARTAN	40 mg	un comprimé	SA	1
61912290	solution	64153	FER FERREUX	50 mg	une ampoule de 5 ml	FT	1
61912290	solution	93201	FERREUX (CHLORURE) TÉTRAHYDRATÉ	178 mg	une ampoule de 5 ml	SA	1
61912415	comprimé	975	SPIRAMYCINE	750 000 U.I.	un comprimé	SA	1
61912415	comprimé	2382	MÉTRONIDAZOLE	125 mg	un comprimé	SA	2
61913385	comprimé	20890	TOPIRAMATE	"100,0000 mg"	un comprimé	SA	1
61913620	suppositoire	670	TRIMÉBUTINE	120 mg	un suppositoire	SA	1
61913620	suppositoire	5148	RUSCOGÉNINES	10 mg	un suppositoire	SA	2
61914124	collyre	2099	INDOMÉTACINE	"0,35 mg"	un récipient unidose	SA	1
61914601	comprimé	25643	COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un récipient unidose	SA	18
61914601	granules	25643	COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un récipient unidose	SA	17
61914601	pommade	25643	COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un récipient unidose	SA	24
61914601	poudre orale	25643	COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un récipient unidose	SA	23
61914601	solution buvable en ampoules	25643	COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un récipient unidose	SA	25
61914601	solution buvable en gouttes	25643	COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un récipient unidose	SA	19
61917063	solution	1672	DIGOXINE	5 mg	100 ml	SA	1
61918795	poudre	8011	CARMUSTINE	100 mg	un flacon	SA	1
61920248	comprimé	4129	ACÉTYLLEUCINE	500 mg	un comprimé	SA	1
61920718	granules	25222	CINA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	14
61920718	poudre orale	25222	CINA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	15
61920718	solution buvable en gouttes	25222	CINA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	16
61920725	poudre	49997	POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE A	50 microgrammes	"une dose de 0,5 ml de vaccin reconstitué"	SA	1
61920725	poudre	98882	POLYOSIDE(S) DE NEISSERIA MENINGITIDIS GROUPE C	50 microgrammes	"une dose de 0,5 ml de vaccin reconstitué"	SA	2
61921204	suspension	22788	"ANTIGÈNES DE SURFACE DU VIRUS DE LA GRIPPE, SOUCHE B/BRISBANE/9/2014 (TYPE SAUVAGE) "	15 microgrammes d'hémagglutinine	"une dose de 0,5 ml"	SA	11
61921204	suspension	73866	"ANTIGÈNES DE SURFACE DU VIRUS DE LA GRIPPE, SOUCHE A/SWITZERLAND/9715293/2013 (H3N2) - SOUCHE ANALOGUE (NIB-88) "	15 microgrammes d'hémagglutinine	"une dose de 0,5 ml"	SA	10
61921204	suspension	98932	"ANTIGÈNES DE SURFACE DU VIRUS DE LA GRIPPE, SOUCHE A/CALIFORNIA/7/2009 (H1N1)PDM09 - SOUCHE ANALOGUE (NYMC X-181) "	15 microgrammes d'hémagglutinine	"une dose de 0,5 ml"	SA	9
61921510	comprimé	974	ORNIDAZOLE	500 mg	un comprimé	SA	1
61921930	comprimé	28643	FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
61921930	granules	28643	FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
61921930	pommade	28643	FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	un comprimé	SA	25
61921930	poudre orale	28643	FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
61921930	solution buvable en ampoules	28643	FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
61921930	solution buvable en gouttes	28643	FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	20
61923059	granulés	17061	CEFPODOXIME	"4,800 g"	100 g	FT	1
61923059	granulés	99303	CEFPODOXIME PROXÉTIL	"6,261 g"	100 g	SA	1
61923340	comprimé	981	ACIDE URSODÉOXYCHOLIQUE	250 mg	un comprimé	SA	1
61923511	comprimé	73208	PRAVASTATINE SODIQUE	20 mg	un comprimé	SA	1
61924474	comprimé	355	MALÉATE DE TRIMÉBUTINE	200 mg	un comprimé	SA	1
61924481	poudre	862	LACTOBACILLUS CASEI	"1,5 g"	un sachet-dose	SA	1
61925206	comprimé	28293	ACÉTATE DE NOMÉGESTROL	5 mg	un comprimé	SA	1
61926087	comprimé	7958	CHLORHYDRATE DE CÉLIPROLOL			SA	1
61926087	comprimé	78429	CÉLIPROLOL	200 mg	un comprimé	FT	1
61926144	comprimé	5562	SODIUM (VALPROATE DE)	500 mg	un comprimé	SA	1
61926183	solution	1901	CITRATE DE FENTANYL	"1,570 mg"	1 ml de solution	SA	1
61926183	solution	17477	FENTANYL	1000 microgrammes	1 ml de solution	FT	1
61926518	solution	16860	ÉPOÉTINE BÊTA 	6 000 UI	"une seringue préremplie de 0,3 ml"	SA	1
61926913	poudre	979	CÉFACLOR	250 mg	une cuillère-mesure de 5 ml après reconstitution	SA	1
61927417	comprimé	823	KÉTOPROFÈNE	100 mg	un comprimé	SA	1
61927634	gélule	23957	LANSOPRAZOLE	"30,00 mg"	une gélule	SA	1
61928896	comprimé	73594	CANDÉSARTAN CILEXÉTIL	8 mg	un comprimé	SA	1
61928914	poudre	38050	GEMCITABINE	1000 mg	un flacon	FT	1
61928914	poudre	40424	CHLORHYDRATE DE GEMCITABINE	1140 mg	un flacon	SA	1
61929560	poudre	60920	TERLIPRESSINE (ACÉTATE DE)	1 mg	un flacon	SA	1
61930096	comprimé	4235	EXTRAIT SEC DE MILLEPERTUIS	300 mg	un comprimé	SA	1
61931376	granules	13794	LYCOPODIUM CLAVATUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	14
61931376	solution buvable en gouttes	13794	LYCOPODIUM CLAVATUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	15
61931796	comprimé	78924	OXALATE D'ESCITALOPRAM	"6,39 mg"	un comprimé	SA	1
61931796	comprimé	89971	ESCITALOPRAM	5 mg	un comprimé	FT	1
61932026	comprimé	2754	OFLOXACINE	200 mg	un comprimé	SA	1
61932535	comprimé	38524	PANTOPRAZOLE	"40,00 mg"	un comprimé	FT	1
61932535	comprimé	67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	"45,10 mg"	un comprimé	SA	1
61935264	granulés	65061	FOSFOMYCINE TROMÉTAMOL	"5,631 g"	un sachet	SA	1
61935264	granulés	78578	FOSFOMYCINE	3 g	un sachet	FT	1
61935346	solution	95609	LÉVÉTIRACÉTAM	500 mg	un flacon de 5 ml	SA	1
61937233	solution	8351	ÉNOXAPARINE SODIQUE 	60 mg	"0,6 ml"	SA	1
61937888	comprimé	20540	ACARBOSE	50 mg	un comprimé	SA	1
61938189	comprimé	977	SPIRONOLACTONE	50 mg	un comprimé	SA	1
61938584	crème	25715	ACICLOVIR	5 g	100 g de crème	SA	1
61938997	crème	1261	BÉTAMÉTHASONE	" 0,050 g"	 100 g de crème	FT	1
61938997	crème	4730	DIPROPIONATE DE BÉTAMÉTHASONE	"0,064 g"	 100 g de crème	SA	1
61939017	comprimé	2064	HYDROCHLOROTHIAZIDE	25 mg	un comprimé	SA	2
61939017	comprimé	15734	VALSARTAN	160 mg	un comprimé	SA	1
61939921	gélule	39727	AMLODIPINE	10 mg	une gélule	FT	1
61939921	gélule	93748	AMLODIPINE (BÉSILATE D')	"13,889 mg"	une gélule	SA	1
61940966	gélule	55705	FLUVASTATINE SODIQUE	"42,12 mg"	une gélule	SA	1
61940966	gélule	80889	FLUVASTATINE	40 mg	une gélule	FT	1
61940980	solution	1080	ADRÉNALINE	"0,005 mg"	1 ml de solution	FT	2
61940980	solution	4280	TARTRATE D'ADRÉNALINE	"0,009 mg"	1 ml de solution	SA	2
61940980	solution	16661	CHLORHYDRATE D'ARTICAÏNE	"40,00 mg"	1 ml de solution	SA	1
61941057	solution	42430	OXALIPLATINE	5 mg	1 ml de solution à diluer pour perfusion	SA	1
61941979	comprimé	4962	HEPTAMINOL (CHLORHYDRATE D')	"187,8 mg"	un comprimé	SA	1
61942668	comprimé	3902	FÉNOFIBRATE	160 mg	un comprimé	SA	1
61942771	comprimé	5	ACÉTYLSALICYLIQUE (ACIDE)	500 mg	"un comprimé soit 583,13 mg d'acide acétylsalicylique enrobé"	SA	1
61942771	comprimé	1023	ASCORBIQUE (ACIDE)	300 mg	un comprimé	SA	5
61943097	comprimé	2202	PARACÉTAMOL	500 mg	un comprimé	SA	1
61943097	comprimé	74765	CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ	30 mg	un comprimé	SA	2
61943478	solution	2382	MÉTRONIDAZOLE	500 mg	un flacon	SA	1
61943567	gélule	55705	FLUVASTATINE SODIQUE	"42,12 mg"	une gélule	SA	1
61943567	gélule	80889	FLUVASTATINE	40 mg	une gélule	FT	1
61944313	pommade	500	PREDNISOLONE (CAPROATE DE)	"0,190 g"	100 g	SA	1
61944313	pommade	4805	CINCHOCAÏNE (CHLORHYDRATE DE)	"0,500 g"	100 g	SA	3
61945162	comprimé	762	ATÉNOLOL	100 mg	un comprimé	SA	1
61945618	comprimé	4235	MILLEPERTUIS (SOMMITÉ FLEURIE) (EXTRAIT SEC DE)	250 mg	un comprimé	SA	1
61945753	comprimé	11532	RAMIPRIL	"10,000 mg"	un comprimé	SA	1
61946531	comprimé	2064	HYDROCHLOROTHIAZIDE	"6,25 mg"	un comprimé	SA	2
61946531	comprimé	7436	FUMARATE DE BISOPROLOL	10 mg	un comprimé	SA	1
61946727	comprimé	21562	RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
61946727	granules	21562	RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
61946727	pommade	21562	RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un comprimé	SA	24
61946727	poudre orale	21562	RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
61946727	solution buvable en ampoules	21562	RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	25
61946727	solution buvable en gouttes	21562	RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
61947423	comprimé	52431	PÉRINDOPRIL	"1,6975 mg"	un comprimé	FT	1
61947423	comprimé	69916	PÉRINDOPRIL ARGININE	"2,5 mg"	un comprimé	SA	1
61949919	poudre	503	CÉFALOTINE SODIQUE			SA	1
61949919	poudre	63303	CÉFALOTINE	4 g	un flacon	FT	1
61950444	comprimé	10091	SUCCINATE DE MÉTOPROLOL	"47,50 mg"	un comprimé	SA	2
61950444	comprimé	56173	FÉLODIPINE	5 mg	un comprimé	SA	1
61951546	suspension	2640	MÉSALAZINE	1 g	100 ml de suspension rectale	SA	1
61952274	comprimé	5	ACIDE ACÉTYLSALICYLIQUE	75 mg	un comprimé	SA	2
61952274	comprimé	52920	CLOPIDOGREL (HYDROGÉNOSULFATE DE)	"97,875 mg"	un comprimé	SA	1
61952274	comprimé	54693	CLOPIDOGREL BASE	75 mg	un comprimé	FT	1
61952527	comprimé	23247	IVABRADINE	5 mg	un comprimé	FT	1
61952527	comprimé	45847	IVABRADINE (CHLORHYDRATE D')	"5,390 mg"	un comprimé	SA	1
61954421	gélule	39422	PRÉGABALINE	150 mg	une gélule	SA	1
61954695	comprimé	71861	GLIMÉPIRIDE	3 mg	un comprimé	SA	1
61955523	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
61955523	comprimé	90670	CHLORHYDRATE DE NÉBIVOLOL			SA	1
61955523	comprimé	96027	NÉBIVOLOL BASE	5 mg	un comprimé	FT	1
61955733	poudre	361	TROXÉRUTINE	"3,5 g"	un sachet-dose	SA	1
61955893	solution	3778	CHLORHEXIDINE (GLUCONATE DE)	"0,200 g"	100 ml	FT	2
61955893	solution	4771	CHLORURE DE BENZALKONIUM	"0,500 g"	100 ml	FT	1
61955893	solution	24735	"BENZALKONIUM (CHLORURE DE), SOLUTION DE"	"0,985 g"	100 ml	SA	1
61955893	solution	33959	SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE	"1,065 g"	100 ml	SA	2
61956187	solution	7560	CHLORHYDRATE DE FLUOXÉTINE			SA	1
61956187	solution	48800	FLUOXÉTINE BASE	400 mg	100 ml	FT	1
61956276	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
61956276	comprimé	31416	IRBÉSARTAN	300 mg	un comprimé	SA	1
61956319	comprimé	95609	LÉVÉTIRACÉTAM	500 mg	un comprimé	SA	1
61957061	comprimé	9061	UVA URSI POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
