source_concept_code	source_concept_name	source_concept_desc	source_concept_class_id	target_concept_id	target_concept_name	precedence	conversion_factor	invalid_indicator
"ir01578"	"Prostrakan"		"Supplier"	"21020277"	"ProStrakan"			
"ir00513"	"CSL Behring"		"Supplier"	"21020241"	"CSL"			
"ir03053"	"Incyte"		"Supplier"	"35406749"	"Incyte"			
"ir01628"	"Roche"		"Supplier"	"43132365"	"Roche"			
"ir02626"	"Recordati"		"Supplier"	"21019323"	"Recordati"			
"ir01842"	"Tibotec"		"Supplier"	"36256932"	"Tibotec"			
"ir00141"	"ALK"		"Supplier"	"44023585"	"ALK"			
"ir01891"	"Trenker"		"Supplier"	"36256909"	"Trenker"			
"ir00349"	"Biolitec Pharma"		"Supplier"	"21020032"	"Biolitec"			
"ir02055"	"Biohorma"		"Supplier"	"36777197"	"Biohorma"			
"ir02022"	"Zambon"		"Supplier"	"21020290"	"Zambon"			
"ir02162"	"BePharBel"		"Supplier"	"36256920"	"Bepharbel"			
"ir00315"	"Besins"		"Supplier"	"21019389"	"Besins"			
"ir02469"	"Exeltis"		"Supplier"	"43579126"	"Exeltis"			
"ir01669"	"Sanofi Pasteur MSD"		"Supplier"	"21019599"	"Sanofi"			
"ir02527"	"Cardiome"		"Supplier"	"36256928"	"Cardiome"			
"ir01123"	"Medac"		"Supplier"	"43132664"	"Medac"			
"ir02618"	"Mercury"		"Supplier"	"21020039"	"Mercury"			
"ir00505"	"Cophana"		"Supplier"	"36256935"	"Cophana"			
"ir01834"	"Therabel"		"Supplier"	"21019623"	"Therabel"			
"ir00273"	"Bausch & Lomb"		"Supplier"	"21019189"	"Bausch & Lomb"			
"ir02204"	"Baxalta"		"Supplier"	"44023695"	"Baxalta"			
"ir00059"	"AbbVie"		"Supplier"	"43132740"	"Abbvie"			
"ir01404"	"Orion"		"Supplier"	"43132802"	"Orion"			
"ir00372"	"Boehringer Ingelheim"		"Supplier"	"21020335"	"Boehringer Ingelheim"			
"ir01909"	"UCB"		"Supplier"	"43132744"	"UCB"			
"ir02030"	"Nootens"		"Supplier"	"36256933"	"Nootens"			
"ir01487"	"Pharmacobel"		"Supplier"	"36256938"	"Pharmacobel"			
"ir01305"	"Neocare"		"Supplier"	"36256925"	"Neocare"			
"ir00190"	"Amgen"		"Supplier"	"21019901"	"Amgen"			
"ir00679"	"Filter Service"		"Supplier"					
"ir00570"	"Eli Lilly"		"Supplier"	"36256905"	"Eli Lilly"			
"ir01586"	"Pulsion"		"Supplier"	"36256926"	"Pulsion"			
"ir01602"	"Qualiphar"		"Supplier"	"36256908"	"Qualiphar"			
"ir00323"	"Biocodex"		"Supplier"	"43132321"	"Biocodex"			
"ir00539"	"Dr. Falk"		"Supplier"	"43579133"	"Dr.Falk"			
"ir01537"	"Pierre Fabre"		"Supplier"	"21020689"	"Pierre Fabre"			
"ir00497"	"Continental Pharma"		"Supplier"	"36256894"	"Continental Pharma"			
"ir00943"	"Johnson & Johnson Consumer"		"Supplier"	"21020231"	"Johnson & Johnson"			
"ir00398"	"Bracco"		"Supplier"	"21020431"	"Bracco"			
"ir00117"	"Aguettant"		"Supplier"	"43132616"	"Aguettant"			
"ir00091"	"Actavis"		"Supplier"	"44023568"	"Actavis"			
"ir01826"	"Thea"		"Supplier"	"43132510"	"Thea"			
"ir01271"	"Mundipharma"		"Supplier"	"43132683"	"Mundipharma"			
"ir01941"	"Vesale"		"Supplier"	"36256900"	"Vesale"			
"ir02261"	"Coloplast"		"Supplier"	"21020278"	"Coloplast"			
"ir00786"	"Gilbert"		"Supplier"	"43132696"	"Gilbert"			
"ir00802"	"Goodlife"		"Supplier"	"36256915"	"Goodlife"			
"ir02048"	"Vertex"		"Supplier"	"21019345"	"Vertex"			
"ir01529"	"PI-Pharma"		"Supplier"	"36777199"	"PI-Pharma"			
"ir00893"	"Infarama"		"Supplier"	"36256896"	"Infarama"			
"ir01883"	"Tramedico"		"Supplier"	"36256887"	"Tramedico"			
"ir02246"	"Flen Pharma"		"Supplier"					
"ir00331"	"Biogen"		"Supplier"	"44023764"	"Biogen"			
"ir02659"	"Kyowa Kirin"		"Supplier"	"40820634"	"Kyowa Kirin"			
"ir00281"	"Baxter"		"Supplier"	"43132265"	"Baxter"			
"ir01016"	"Lambo"		"Supplier"	"36256889"	"Lambo"			
"ir01180"	"Merck"		"Supplier"	"44024277"	"Merck"			
"ir01479"	"Pharma Nord"		"Supplier"	"21020316"	"Pharma Nord"			
"ir00711"	"Fresenius Kabi"		"Supplier"	"21020720"	"Fresenius"			
"ir01636"	"Sandoz"		"Supplier"	"43132415"	"Sandoz"			
"ir01297"	"Negma"		"Supplier"	"43132805"	"Negma"			
"ir01131"	"Medgenix"		"Supplier"	"36256906"	"Medgenix"			
"ir00174"	"Almirall"		"Supplier"	"43132681"	"Almirall"			
"ir00489"	"Conforma"		"Supplier"	"36777198"	"Conforma"			
"ir01172"	"Menarini"		"Supplier"	"43132539"	"Menarini"			
"ir00240"	"Astellas"		"Supplier"	"43132652"	"Astellas"			
"ir00828"	"GSK"		"Supplier"	"36256929"	"GSK"			
"ir01156"	"Medtronic Biopharma"		"Supplier"	"21020444"	"Medtronic"			
"ir00133"	"Alexion"		"Supplier"	"21020660"	"Alexion"			
"ir01545"	"Pierre Fabre Medicament"		"Supplier"	"21020689"	"Pierre Fabre"			
"ir00851"	"Hospithera"		"Supplier"	"36256924"	"Hospithera"			
"ir02642"	"Italfarmaco"		"Supplier"	"43132644"	"Italfarmaco"			
"ir00232"	"Aspen"		"Supplier"	"21020708"	"Aspen"			
"ir02493"	"Jazz Pharmaceuticals"		"Supplier"	"36256927"	"Jazz Pharmaceuticals"			
"ir01313"	"Nordic Pharma"		"Supplier"	"43132472"	"Nordic"			
"ir00554"	"Effik"		"Supplier"	"43132799"	"Effik"			
"ir02923"	"Bioprojet Benelux"		"Supplier"	"43132476"	"Bioprojet"			
"ir01453"	"Pharma Logistics"		"Supplier"	"36256892"	"Pharma Logistics"			
"ir01222"	"Mithra"		"Supplier"	"43579768"	"Mithra"			
"ir00703"	"Fresenius Biotech"		"Supplier"	"21020720"	"Fresenius"			
"ir02253"	"Convatec"		"Supplier"	"21020023"	"ConvaTec"			
"ir02006"	"Widmer"		"Supplier"	"40820940"	"Widmer"			
"ir02188"	"PaxVax"		"Supplier"	"44024794"	"Paxvax Berna"			
"ir01149"	"Medicines Company"		"Supplier"	"21020163"	"Medicines"			
"ir02428"	"SERB"		"Supplier"	"21019328"	"SERB"			
"ir01651"	"Daiichi Sankyo"		"Supplier"	"21020329"	"Daiichi Sankyo"			
"ir03046"	"HM3A"		"Supplier"	"782391"	"HM3A"			
"ir02634"	"Amicus Therapeutics"		"Supplier"	"36256921"	"Amicus Therapeutics"			
"ir00100"	"Actelion"		"Supplier"	"43132447"	"Actelion"			
"ir00612"	"Eurogenerics"		"Supplier"	"43132282"	"Eurogenerics"			
"ir01073"	"Lundbeck"		"Supplier"	"21020267"	"Lundbeck"			
"ir02337"	"Septodont"		"Supplier"	"43132723"	"Septodont"			
"ir01206"	"Merz"		"Supplier"	"21020178"	"Merz"			
"ir02089"	"ABC Chemicals"		"Supplier"	"36256934"	"ABC Chemicals"			
"ir01263"	"MSD"		"Supplier"	"36256931"	"MSD"			
"ir02303"	"KRKA"		"Supplier"	"43132588"	"KRKA"			
"ir03061"	"G.L. Pharma"		"Supplier"	"43578210"	"G.L."			
"ir01511"	"Pharmethic"		"Supplier"	"36256907"	"Pharmethic"			
"ir02212"	"Biofrontera"		"Supplier"	"40820434"	"Biofrontera"			
"ir02998"	"Amophar"		"Supplier"	"36777196"	"Amophar"			
"ir02295"	"Lohmann & Rauscher"		"Supplier"					
"ir01644"	"Sanico"		"Supplier"	"36256918"	"Sanico"			
"ir01693"	"Serono"		"Supplier"	"21019845"	"Serono"			
"ir01917"	"Urgo"		"Supplier"	"43132767"	"URGO"			
"ir00380"	"Bomedys"		"Supplier"	"36256888"	"Bomedys"			
"ir01727"	"Shire"		"Supplier"	"21020569"	"Shire"			
"ir01115"	"Meda Pharma"		"Supplier"	"44024158"	"Meda"			
"ir01081"	"Maco Pharma"		"Supplier"	"43132477"	"Maco"			
"ir00984"	"Laboratoire Bailleul"		"Supplier"	"43132487"	"Bailleul"			
"ir01784"	"Sterop"		"Supplier"	"36256919"	"Sterop"			
"ir01362"	"Novum Pharma"		"Supplier"	"36256937"	"Novum Pharma"			
"ir00877"	"I.D. Phar"		"Supplier"	"36256885"	"I.D. Phar"			
"ir01859"	"TiGenix"		"Supplier"	"21020561"	"TiGenix NV"			
"ir00224"	"Arkopharma"		"Supplier"	"43132725"	"Arkopharma"			
"ir01370"	"Octapharma"		"Supplier"	"21019435"	"Octapharma"			
"ir00356"	"Biomet Merck"		"Supplier"	"21019193"	"Biomet"			
"ir00760"	"Gedeon Richter"		"Supplier"	"43132645"	"Gedeon Richter"			
"ir01958"	"Vifor"		"Supplier"	"21019774"	"Vifor"			
"ir01057"	"Limacom"		"Supplier"	"36256916"	"Limacom"			
"ir02931"	"Medice"		"Supplier"	"43132579"	"Medice"			
"ir02386"	"Mylan EPD"		"Supplier"	"21019390"	"Mylan"			
"ir00562"	"Eisai"		"Supplier"	"21019382"	"Eisai"			
"ir02501"	"Otsuka"		"Supplier"	"21019746"	"Otsuka"			
"ir00216"	"Apotex"		"Supplier"	"21019593"	"Apotex"			
"ir01461"	"Pharma Mar"		"Supplier"	"43132650"	"Mar"			
"ir00620"	"Eusa Pharma"		"Supplier"	"21019705"	"EUSA"			
"ir00745"	"Galderma"		"Supplier"	"21020460"	"Galderma"			
"ir02378"	"Vedefar"		"Supplier"	"36256910"	"Vedefar"			
"ir00729"	"Fresenius Medical Care"		"Supplier"	"21020720"	"Fresenius"			
"ir00406"	"Bristol-Myers Squibb"		"Supplier"	"43132608"	"Bristol Myers Squibb"			
"ir02238"	"Cardinal Health"		"Supplier"	"21020444"	"Medtronic"			
"ir00661"	"Ferring"		"Supplier"	"21019554"	"Ferring"			
"ir02485"	"Aurobindo"		"Supplier"	"21019592"	"Aurobindo"			
"gal00220"	"verband Sacral"	"pansement Sacral"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00288"	"inj./instill. oploss. i.v./i.thec./i.arter./i.duct. [flac.]"	"sol. inj./instill. i.v./i.théc./i.artér./i.canal. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00332"	"zachte caps. Fastcaps"	"caps. molle Fastcaps"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"3"		
"gal00702"	"inj. oploss. s.c. Junior Kwikpen [voorgev. pen]"	"sol. inj. s.c. Junior Kwikpen [stylo prérempli]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00300"	"inj. oploss. s.c. [patr.] voor Puregon Pen"	"sol. inj. s.c. [cart.] pour Puregon Pen"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00578"	"cut. spray pdr."	"poudre spray cut."	"Dose Form"	"19095912"	"Topical Spray"	"1"		
"gal00415"	"inf. oploss. (conc.) i.v. CytoVial [flac.]"	"sol. perf. à diluer i.v. CytoVial [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00026"	"crème"	"crème"	"Dose Form"	"19082169"	"Oral Cream"	"2"		
"gal00301"	"inj./inf. oploss. i.v./epidur. [amp.]"	"sol. inj./perf. i.v./p.dural [amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00391"	"oploss. (pdr., zakjes) Sinaasappel"	"sol. (pdr, sachet) Orange"	"Dose Form"	"19095976"	"Oral Powder"	"1"		
"gal00450"	"gastro-ent. gel"	"gel gastro-ent."	"Dose Form"	"19095916"	"Oral Gel"	"1"		
"gal00430"	"kauw-/disp. tabl. Starter-Pack"	"compr. à croquer/disp. Starter-Pack"	"Dose Form"	"19082076"	"Disintegrating Oral Tablet"	"1"		
"gal00708"	"inj. oploss. i.lymf. [amp.]"	"sol. inj. i.lymph. [amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00423"	"inj./inf. oploss. s.c. [flac.]"	"sol. inj./perf. s.c. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00219"	"subling. lyofilisaat"	"lyophilisat subling."	"Dose Form"	"19082573"	"Oral Tablet"	"2"		
"gal00129"	"inj. oploss. i.m./i.v./endotrach./i.oss. [voorgev. spuit]"	"sol. inj. i.m./i.v./endotrach./i.oss. [ser. préremplie]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00382"	"verband Extra dun"	"pansement Extra mince"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00676"	"inj. oploss. i.ocul. [flac.]"	"sol. inj. i.ocul. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00008"	"filmomh. tabl."	"compr. pellic."	"Dose Form"	"19082079"	"Extended Release Oral Tablet"	"2"		
"gal00740"	"lyofilisaat Zydis"	"lyophilisat Zydis"	"Dose Form"	"19082573"	"Oral Tablet"	"1"		
"gal00271"	"gingiv./oromuc. spray oploss. (alc.)"	"sol. spray gingiv./oromuq. (alc.)"	"Dose Form"	"19095900"	"Mucosal Spray"	"1"		
"gal00344"	"cut. oploss. (alc.) Hydroalcoholische"	"sol. cut. (alc.) Hydroalcoolique"	"Dose Form"	"19082228"	"Topical Solution"	"1"		
"gal00174"	"susp. (pdr., zakjes)"	"susp. (pdr, sachet)"	"Dose Form"	"19082191"	"Oral Suspension"	"2"		
"gal00411"	"tabl. (deelb.) A"	"compr. (séc.) A"	"Dose Form"	"19082079"	"Extended Release Oral Tablet"	"2"		
"gal00048"	"inj./inf. oploss. i.v. [flac.]"	"sol. inj./perf. i.v. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00730"	"nas. spray oploss. Sine Conservans Pediatrie"	"sol. spray nas. Sine Conservans Pediatrie"	"Dose Form"	"19011167"	"Nasal Spray"	"1"		
"gal00710"	"inj. susp. verl. afgifte i.derm./i.artic. [flac.]"	"susp. inj. lib. prol. i.derm./i.artic. [flac.]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00111"	"omh. tabl."	"compr. enr."	"Dose Form"	"19082079"	"Extended Release Oral Tablet"	"2"		
"gal00452"	"tabl. verl. afgifte Once Daily"	"compr. lib. prol. Once Daily"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"1"		
"gal00016"	"siroop oploss."	"sirop sol."	"Dose Form"	"19082223"	"Syrup"	"2"		
"gal00126"	"i.uter. systeem"	"dispositif i.utér."	"Dose Form"	"1718367"	"Intrauterine System"	"1"		
"gal00836"	"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. Chronodose [flac.]"	"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. Chronodose [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00307"	"filmomh. tabl. Junior"	"compr. pellic. Junior"	"Dose Form"	"19082168"	"Oral Capsule"	"1"		
"gal00168"	"or./rect. susp."	"susp. or./rect."	"Dose Form"	"19082221"	"Rectal Suspension"	"2"		
"gal00308"	"inj. susp. i.m./s.c. Paediatric [voorgev. spuit]"	"susp. inj. i.m./s.c. Enfant [ser. préremplie]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00812"	"verband Gentle Border"	"pansement Gentle Border"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00669"	"zetpil Zuigel."	"supp. Bébé"	"Dose Form"	"19082200"	"Rectal Suppository"	"1"		
"gal00242"	"gel (doseerpomp) Forte"	"gel (pompe doseuse) Forte"	"Dose Form"	"19095973"	"Topical Gel"	"1"		
"gal00222"	"verband Tracheostomy"	"pansement Tracheostomy"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00615"	"inj. oploss. s.c. FlexTouch [voorgev. pen]"	"sol. inj. s.c. FlexTouch [stylo prérempli]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00666"	"inj. oploss. (pdr. + solv.) i.m./i.v./s.c. Hypokit [flac. + voorgev. spuit]"	"sol. inj. (pdr + solv.) i.m./i.v./s.c. Hypokit [flac. + ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00593"	"harde caps. Lidose"	"gél. Lidose"	"Dose Form"	"19082168"	"Oral Capsule"	"1"		
"gal00575"	"inf. oploss. conc. (pdr. + solv.) i.v. [flac. + amp.]"	"sol. perf. à diluer (pdr + solv.) i.v. [flac. + amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00650"	"oploss. (unidose) Junior"	"sol. (unidose) Junior"	"Dose Form"	"19082170"	"Oral Solution"	"1"		
"gal00258"	"tabl. (deelb.) Besilaat"	"compr. (séc.) Besilaat"	"Dose Form"	"19082573"	"Oral Tablet"	"1"		
"gal00481"	"oplosb. tabl. (deelb.) Solutab"	"compr. sol. (séc.) Solutab"	"Dose Form"	"1592486"	"Tablet for Oral Suspension"	"1"		
"gal00395"	"kauw-/disp. tabl."	"compr. à croquer/disp."	"Dose Form"	"19082076"	"Disintegrating Oral Tablet"	"1"		
"gal00556"	"cut. oploss. (pdr. + solv.)"	"sol. (pdr + solv.) cut."	"Dose Form"	"19082286"	"Topical Powder"	"1"		
"gal00566"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [2x flac.]"	"sol. inj./perf. (pdr + solv.) i.m./i.v. [2x flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00364"	"inj. susp. s.c. Kwikpen [voorgev. pen]"	"susp. inj. s.c. Kwikpen [stylo prérempli]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00571"	"inj./instill. susp. verl. afgifte i.m./i.artic./i.laes./i.burs./p.artic./rect. [voorgev. spuit]"	"susp. inj./instill. lib. prol. i.m./i.artic./i.lés./i.burs./p.artic./rect. [ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00118"	"inhalatiepdr. (harde caps.) [inhalator]"	"poudre inhal. (gél.) [inhalateur]"	"Dose Form"	"19082259"	"Inhalation Powder"	"1"		
"gal00066"	"ocul. druppels oploss. (unidose) Unidosis [zonder bew.]"	"collyre sol. (unidose) Unidosis [sans cons.]"	"Dose Form"	"19129634"	"Ophthalmic Solution"	"1"		
"gal00149"	"inj. oploss. i.v./s.c. [voorgev. spuit]"	"sol. inj. i.v./s.c. [ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00116"	"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]"	"susp. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00421"	"inj. oploss. s.c. Nordiflex [voorgev. pen]"	"sol. inj. s.c. Nordiflex [stylo prérempli]"	"Dose Form"	"46234469"	"Injection"	"3"		
"gal00676"	"inj. oploss. i.ocul. [flac.]"	"sol. inj. i.ocul. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00229"	"ocul. zalf"	"pommade opht."	"Dose Form"	"19135925"	"Ophthalmic Ointment"	"1"		
"gal00340"	"inj. susp. verl. afgifte i.m. [flac.]"	"susp. inj. lib. prol. i.m. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00283"	"inj./instill. oploss. i.v./i.arter./i.card./i.duct./i.uter. [flac.]"	"sol. inj./instill. i.v./i.artér./i.canal./i.card./i.utér. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00152"	"gran."	"gran."	"Dose Form"	"45775489"	"Granules for Oral Solution"	"1"		
"gal00106"	"zalf"	"pommade"	"Dose Form"	"46234410"	"Topical Suspension"	"2"		
"gal00443"	"inj. oploss. (pdr.) i.m./s.c./i.derm. [flac.]"	"sol. inj. (pdr) i.m./s.c./i.derm. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00203"	"inj. oploss. s.c. SimpleXx [patr.] voor NordiPen 5"	"sol. inj. s.c. SimpleXx [cart.] pour NordiPen 5"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00503"	"auric. druppels oploss."	"gtts sol. auric."	"Dose Form"	"19082195"	"Otic Solution"	"1"		
"gal00604"	"geïmpr. verbandgaas Intertulle"	"compresse impr. Intertulle"	"Dose Form"	"19082228"	"Topical Solution"	"1"		
"gal00190"	"siroop susp."	"sirop susp."	"Dose Form"	"19082223"	"Syrup"	"2"		
"gal00340"	"inj. susp. verl. afgifte i.m. [flac.]"	"susp. inj. lib. prol. i.m. [flac.]"	"Dose Form"	"19082104"	"Injectable Suspension"	"3"		
"gal00525"	"kauwtabl. (zonder suiker) Suikervrij"	"compr. à croquer (sans sucre) Sans Sucre"	"Dose Form"	"19135866"	"Chewable Tablet"	"1"		
"gal00308"	"inj. susp. i.m./s.c. Paediatric [voorgev. spuit]"	"susp. inj. i.m./s.c. Enfant [ser. préremplie]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00400"	"siroop oploss. (zakjes) Fruit"	"sirop sol. (sachet) Fruit"	"Dose Form"	"19082223"	"Syrup"	"2"		
"gal00622"	"inj./inf. oploss. i.m./i.v./s.c. [voorgev. spuit]"	"sol. inj./perf. i.m./i.v./s.c. [ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00618"	"inf. oploss. conc. (pdr. + solv.) i.v. [2x flac.]"	"sol. perf. à diluer (pdr + solv.) i.v. [2x flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00442"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.]"	"sol. inj./perf. (pdr + solv.) i.m./i.v. [flac. + amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00011"	"ocul. druppels oploss. (unidose) [zonder bew.]"	"collyre sol. (unidose) [sans cons.]"	"Dose Form"	"19129634"	"Ophthalmic Solution"	"1"		
"gal00752"	"verband Border [Driehoekig]"	"pansement Border [Triangle]"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00215"	"ocul. druppels oploss. [zonder bew.]"	"collyre sol. [sans cons.]"	"Dose Form"	"19129634"	"Ophthalmic Solution"	"1"		
"gal00108"	"inj. oploss. s.c. Daily [voorgev. spuit]"	"sol. inj. s.c. Daily [ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00397"	"inj. susp. (pdr. + solv.) i.m. [flac. + voorgev. spuit]"	"susp. inj. (pdr + solv.) i.m. [flac. + ser. préremplie]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00648"	"inj. oploss. (pdr. + solv.) s.c. [flac. + amp.]"	"sol. inj. (pdr + solv.) s.c. [flac. + amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00834"	"oploss. (unidose) Forte"	"sol. (unidose) Forte"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00298"	"harde caps. verl. afgifte"	"gél. lib. prol."	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"1"		
"gal00563"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. SAB [flac., Act-O-Vial]"	"sol. inj./perf. (pdr + solv.) i.m./i.v. SAB [flac., Act-O-Vial]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00316"	"siroop oploss. Honing"	"sirop sol. Miel"	"Dose Form"	"19082170"	"Oral Solution"	"1"		
"gal00429"	"harde caps. verl. afgifte Retard"	"gél. lib. prol. Retard"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"1"		
"gal00477"	"harde caps. geregul. afgifte"	"gél. lib. modif."	"Dose Form"	"19082255"	"Delayed Release Oral Capsule"	"1"		
"gal00226"	"nas. druppels oploss."	"gtts sol. nas."	"Dose Form"	"19082165"	"Nasal Solution"	"1"		
"gal00279"	"inj. oploss. s.c. ACTPen [voorgev. pen]"	"sol. inj. s.c. ACTPen [stylo prérempli]"	"Dose Form"	"19126920"	"Prefilled Syringe"	"2"		
"gal00595"	"zetpil GE"	"supp. GE"	"Dose Form"	"19082200"	"Rectal Suppository"	"1"		
"gal00446"	"inj. susp. verl. afgifte i.m. Depot [flac.]"	"susp. inj. lib. prol. i.m. Depot [flac.]"	"Dose Form"	"19082104"	"Injectable Suspension"	"3"		
"gal00333"	"inj. susp. s.c. [flac.]"	"susp. inj. s.c. [flac.]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00428"	"i.vesic. susp. (pdr.) [flac.]"	"susp. (pdr) i.vésic. [flac.]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00820"	"inhalatiepdr. (harde caps.) [Aerolizer]"	"poudre inhal. (gél.) [Aerolizer]"	"Dose Form"	"19082259"	"Inhalation Powder"	"1"		
"gal00042"	"epilaes. medic. spons"	"éponge médic. épilés."	"Dose Form"	"19095972"	"Topical Foam"	"1"		
"gal00086"	"inj. oploss. (pdr.) i.m./i.v. [flac.]"	"sol. inj. (pdr) i.m./i.v. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00798"	"tabl. verl. afgifte (deelb.) 500"	"compr. lib. prol. (séc.) 500"	"Dose Form"	"19082077"	"Extended Release Oral Capsule"	"1"		
"gal00116"	"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]"	"susp. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie]"	"Dose Form"	"19082103"	"Injectable Solution"	"3"		
"gal00287"	"inj./inf. oploss. (pdr. + solv.) i.v. [flac. + amp.]"	"sol. inj./perf. (pdr + solv.) i.v. [flac. + amp.]"	"Dose Form"	"46234469"	"Injection"	"2"		
"gal00037"	"siroop susp. (pdr.)"	"sirop susp. (pdr)"	"Dose Form"	"19082191"	"Oral Suspension"	"1"		
"gal00762"	"verband [Ovaal]"	"pansement [Ovale]"	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00439"	"inj./inf./instill./verneveloploss. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"sol. inj./perf./instill./inhal. nébul. i.m./i.v./auric./endotrach./inhal./nas. [amp.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00694"	"inj. oploss. i.thec. Hyperbar [amp.]"	"sol. inj. i.théc. Hyperbar [amp.]"	"Dose Form"	"19082104"	"Injectable Suspension"	"1"		
"gal00292"	"inj. oploss. i.v./i.arter. [flac.]"	"sol. inj. i.v./i.artér. [flac.]"	"Dose Form"	"19082103"	"Injectable Solution"	"1"		
"gal00553"	"cut./or./oromuc. oploss."	"sol. cut./or./oromuq."	"Dose Form"	"19082170"	"Oral Solution"	"1"		
"gal00833"	"inj./drinkb. oploss. i.m./i.v./s.c./or. [amp.]"	"sol. inj./buv. i.m./i.v./s.c./or. [amp.]"	"Dose Form"	"19082170"	"Oral Solution"	"1"		
"gal00488"	"tabl. geregul. afgifte (deelb.) CR"	"compr. lib. modif. (séc.) CR"	"Dose Form"	"19082255"	"Delayed Release Oral Capsule"	"1"		
"gal00733"	"filmomh. tabl. + bruistabl."	"compr. pellic. + compr. efferv."	"Dose Form"	"19082168"	"Oral Capsule"	"1"		
"gal00165"	"oploss."	"sol."	"Dose Form"	"19082228"	"Topical Solution"	"2"		
"gal00470"	"urethr. gel"	"gel urétr."	"Dose Form"	"19095974"	"Urethral Gel"	"1"		
"gal00668"	"zetpil Kind"	"supp. Enfant"	"Dose Form"	"19082200"	"Rectal Suppository"	"1"		
"gal00095"	"inj. oploss. (pdr.) i.v. [flac.]"	"sol. inj. (pdr) i.v. [flac.]"	"Dose Form"	"46234469"	"Injection"	"2"		
