COUNT	PRD_ID	PRD_NAME	CONCEPT_ID	CONCEPT_NAME	amount_value	amount_unit	denominator_value	denominator_unit	box_size		
14	15981911	QUETIAPINE EG C 25 MG 60 COMPRIMES PELLICULES	766814	quetiapine	25	mg					
7	23031037	QUETIAPINE KRKA C 25 MG 100 COMPRIMES PELLICULES	766814	quetiapine	25	mg					
5	23031036	QUETIAPINE KRKA C 25 MG 60 COMPRIMES PELLICULES	766814	quetiapine	25	mg					
83	97769	SEROQUEL C 25 MG 60 COMPRIMES PELLICULES	766814	quetiapine	25	mg					
14	23031035	QUETIAPINE KRKA C 25 MG 30 COMPRIMES PELLICULES	766814	quetiapine	25	mg					
685	94488	CANRENOL C 25MG 50 COMPRIMES	19123864	Canrenoate	25	mg					
196	6874839	XEPLION C 25 MG 1 SERINGUE PRETE A L EMPLOI	703244	paliperidone	25	mg					
2	7948416	ALDACTONE C 25 MG 50 COMPRIMES PELLICULES	970250	Spironolactone	25	mg					
1	198259	PAROXETINE MYLAN C 30 MG 30 COMPRIMES PELLICULES	722031	Paroxetine	30	mg					
16	10785786	MIRTAZAPINE ACTAVIS C 30 MG 30 COMPRIMES PELLICULES	725131	Mirtazapine	30	mg					
2	26488182	MIRTAZAPINE EG PI PHARMA C 30 MG 100 COMPRIMES PELLICULES	725131	Mirtazapine	30	mg					
14	198261	PAROXETINE MYLAN C 30 MG 60 COMPRIMES PELLICULES	722031	Paroxetine	30	mg					
1	91942	SOMATULINE PROLONGED RELEASE C 30MG 1 POUDRE INJECTABLE AVEC SOLVANT	1503501	lanreotide	30	mg					
20	10785787	MIRTAZAPINE ACTAVIS C 30 MG 100 COMPRIMES PELLICULES	725131	Mirtazapine	30	mg					
1	26487660	MIRTAZAPINE EG PI PHARMA C 30 MG 30 COMPRIMES PELLICULES	725131	Mirtazapine	30	mg					
3	191357	PAROXETINE MYLAN C 30 MG 60 COMPRIMES PELLICULES	722031	Paroxetine	30	mg					
4	2967542	RISEDRONATE EG C 35 MG 16 COMPRIMES PELLICULES	19115051	risedronic acid	35	mg					
2	2963962	RISEDRONATE EG C 35 MG 12 COMPRIMES PELLICULES	19115051	risedronic acid	35	mg					
23	4396	INDERAL C 40 MG 250 COMPRIMES PELLICULES	1353766	Propranolol	40	mg					
303	2920	SOLU MEDROL 40 MG C ACT O VIAL 3 FLACON POUR INJECTION	1506270	Methylprednisolone	40	mg					
406	26662	DIPIPERON C 40 MG 60 COMPRIMES	19093225	pipamperone	40	mg					
9	23005134	SIMVASTATINE MYLAN C 40 MG 250 COMPRIMES PELLICULES	1539403	Simvastatin	40	mg					
1	27360611	ROSUVASTATIN SANDOZ C 40 MG 100 COMPRIMES PELLICULES	1510813	rosuvastatin	40	mg					
407	6429	SOLU MEDROL 40 MG C S A B 1 POUDRE INJECTABLE AVEC SOLVANT	1506270	Methylprednisolone	40	mg					
7	6648992	ATORSTATINEG C 40 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
1	8119961	ATORVASTATINE PFIZER C 40 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
11	24714793	SIMVASTATINE EG C 40 MG 100 COMPRIMES PELLICULES	1539403	Simvastatin	40	mg					
1	7800050	ACCUPRIL C 40 MG 56 COMPRIMES PELLICULES	1331235	quinapril	40	mg					
3	23587063	ATORVASTATINE MYLAN C 40 MG 250 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
37	7559029	LIPITOR C 40 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
132	188294	LIPITOR C 40 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
10	63427	LOSEC C 40 MG 5 POUDRE INJECTABLE SANS SOLVANT	923645	Omeprazole	40	mg					
1	10297724	SIMVASTATINE ARROW C 40 MG 28 COMPRIMES PELLICULES	1539403	Simvastatin	40	mg					
160	146928	CRESTOR C 40 MG 100 COMPRIMES PELLICULES	1510813	rosuvastatin	40	mg					
44	6875419	ATORVASTATINE MYLAN C 40 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
61	187333	OMEPRAZOL SANDOZ C 40 MG 56 GELULES GASTRO RESISTANTES	923645	Omeprazole	40	mg					
185	6484	SOLU MEDROL 40 MG C S A B 3 POUDRE INJECTABLE AVEC SOLVANT	1506270	Methylprednisolone	40	mg					
641	5009	SOLU MEDROL 40 MG C ACT O VIAL 1 FLACON POUR INJECTION	1506270	Methylprednisolone	40	mg					
4	10541219	CITALOPRAM ACTAVIS C 40 MG 100 COMPRIMES PELLICULES	797617	Citalopram	40	mg					
3	417310	SIMVASTIMYLAN C 40 MG 100 COMPRIMES PELLICULES	1539403	Simvastatin	40	mg					
4	10297727	SIMVASTATINE ARROW C 40 MG 98 COMPRIMES PELLICULES	1539403	Simvastatin	40	mg					
4	10785788	MIRTAZAPINE ACTAVIS C 45 MG 30 COMPRIMES PELLICULES	725131	Mirtazapine	45	mg					
257	4085	DETTOL C 49MG G 1 SOLUTION U E	949459	chloroxylenol	49	mg					
137	4059	DETTOL C 49MG G 1 SOLUTION U E	949459	chloroxylenol	49	mg					
5	1042	DETTOL C 49MG G 1 SOLUTION U E	949459	chloroxylenol	49	mg					
5	1038	DETTOL C 49MG G 1 SOLUTION U E	949459	chloroxylenol	49	mg					
26	4086	DETTOL C 49MG G 1 SOLUTION U E	949459	chloroxylenol	49	mg					
1	6875318	TROBALT C STARTER PACK 50 MG 100 MG 63 COMPRIMES PELLICULES	40239995	ezogabine	50	mg					
6	7948415	ALDACTONE C 50 MG 30 COMPRIMES PELLICULES	970250	Spironolactone	50	mg					
34	415927	SIMPONI C 50MG 1 STYLO	19041065	golimumab	50	mg					
9	80427	ANGINAMIDE C 50MG G 1 SPRAY BUCCAL	967823	Sodium Chloride	50	mg					
310	6874840	XEPLION C 50 MG 1 SERINGUE PRETE A L EMPLOI	703244	paliperidone	50	mg					
3	42915	CONTAREN C 50MG 40 GELULES	19019698	Canrenone	50	mg					
50	12279439	TIVICAY C 50 MG 30 COMPRIMES PELLICULES	43560385	dolutegravir	50	mg					
26	64449	CASODEX C 50 MG 28 COMPRIMES PELLICULES	1344381	bicalutamide	50	mg					
2197	42911	CANRENOL C 50MG 50 COMPRIMES	19123864	Canrenoate	50	mg					
2	23274904	SERTRALINE SANDOZ C 50 MG 100 COMPRIMES PELLICULES	739138	Sertraline	50	mg					
34	79460	DORYX 50 MG C 28 GELULES	1738521	Doxycycline	50	mg					
3	16194468	PALEXIA C 50 MG 30 COMPRIMES PELLICULES	19026459	tapentadol	50	mg					
1	1257588	BIOACTIVE Q10 50MG PROMOPACK CAPS 30 15	1351115	coenzyme Q10	50	mg					
14	24714369	XADAGO C 50 MG 100 COMPRIMES PELLICULES	1594333	safinamide	50	mg					
1	42914	CONTAREN C 50MG 20 GELULES	19019698	Canrenone	50	mg					
1	9331721	RALOXIFENE EG C 60 MG 100 COMPRIMES PELLICULES	1513103	Raloxifene	60	mg					
68	70066	SURBRONC C 60 MG 50 COMPRIMES PELLICULES	19088167	Ambroxol	60	mg					
20	187364	OTRIVINE NASA TAB C 60MG 6 COMPRIMES PELLICULES	943852	xylometazoline	60	mg					
227	55399	MEMFIT C 60MG 30 GELULES	35602852	Ginkgo biloba seed extract	60	mg					
21	187365	OTRIVINE NASA TAB C 60MG 30 COMPRIMES PELLICULES	943852	xylometazoline	60	mg					
14	23866150	PRALUENT C 75MG 6 STYLO	46275447	alirocumab	75	mg					
3	6875423	CLOPIDOGREL HBR MYLAN C 75 MG 112 COMPRIMES PELLICULES	1322184	clopidogrel	75	mg					
597	6874841	XEPLION C 75 MG 1 SERINGUE PRETE A L EMPLOI	703244	paliperidone	75	mg					
30	25617423	CLOPIDOGREL EG C 75 MG 98 COMPRIMES PELLICULES	1322184	clopidogrel	75	mg					
1	25617422	CLOPIDOGREL EG C 75 MG 28 COMPRIMES PELLICULES	1322184	clopidogrel	75	mg					
3	23866149	PRALUENT C 75MG 2 STYLO	46275447	alirocumab	75	mg					
187	105121	PLAVIX C 75 MG 50 COMPRIMES PELLICULES	1322184	clopidogrel	75	mg					
58	4600312	CLOPIDOGREL EG C 75 MG 100 COMPRIMES PELLICULES	1322184	clopidogrel	75	mg					
2	11027567	CLOPIDOGREL MYLAN PHARMA C 75 MG 84 COMPRIMES PELLICULES	1322184	clopidogrel	75	mg					
243	117496	RANITIDINE MYLAN C 75 MG 20 COMPRIMES PELLICULES	961047	Ranitidine	75	mg					
6	7910564	APROVEL C 75 MG 56 COMPRIMES PELLICULES	1347384	irbesartan	75	mg					
1	8358660	ATORVASTATINE PFIZER C 80 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
330	9551553	MYCONAIL C 80MG G 1 VERNIS A ONGLES MEDICAMENTEUX	950098	ciclopirox	80	mg					
93	8358653	MYCOSTEN C 80MG G 1 VERNIS A ONGLES MEDICAMENTEUX	950098	ciclopirox	80	mg					
1	8255500	ATORVASTATINE MYLAN C 80 MG 30 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
185	166993	EFALITH LIPOCREME C 80 MG G 0 5 MG G 1 CREME	19071904	lithium succinate	80	mg					
66	101099	DIOVANE C 80 MG 56 COMPRIMES PELLICULES	1308842	valsartan	80	mg					
112	7311038	ATORSTATINEG C 80 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
1	186746	TAXOTERE 80 MG C 1 FLACON POUR PERFUSION	1315942	docetaxel	80	mg					
2	8358971	TOTALIP C 80 MG 200 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
4	15949415	LIPITOR C 80 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
4	7948414	ALDACTONE C 100 MG 50 COMPRIMES PELLICULES	970250	Spironolactone	100	mg					
27	24714370	XADAGO C 100 MG 100 COMPRIMES PELLICULES	1594333	safinamide	100	mg					
52	97767	SEROQUEL C 100 MG 60 COMPRIMES PELLICULES	766814	quetiapine	100	mg					
105	42912	CANRENOL C 100MG 30 COMPRIMES	19123864	Canrenoate	100	mg					
4	12025834	SIMPONI C 100MG 1 STYLO	19041065	golimumab	100	mg					
14	79459	DORYX 100 MG C 10 GELULES	1738521	Doxycycline	100	mg					
3	2753367	ALDACTONE PHARMAPARTNER C 100 MG 30 COMPRIMES PELLICULES	970250	Spironolactone	100	mg					
2799	42913	CANRENOL C 100MG 50 COMPRIMES	19123864	Canrenoate	100	mg					
21385	163	URFADYN PL C 100MG 50 GELULES LIBERATION MODIFIEE	40798981	Nifurtoinol	100	mg					
15	40345	CONTAREN C 100MG 60 GELULES	19019698	Canrenone	100	mg					
539	6874842	XEPLION C 100 MG 1 SERINGUE PRETE A L EMPLOI	703244	paliperidone	100	mg					
2	23274903	SERTRALINE SANDOZ C 100 MG 100 COMPRIMES PELLICULES	739138	Sertraline	100	mg					
18	8100018	LOSARTAN PLUS EG C 100 MG 12 5 MG 28 COMPRIMES PELLICULES	1367500	Losartan	100	mg					
176	188536	COZAAR C 100 MG 98 COMPRIMES PELLICULES	1367500	Losartan	100	mg					
2	40346	CONTAREN C 100MG 30 GELULES	19019698	Canrenone	100	mg					
25	188343	SERLAIN C 100 MG 30 COMPRIMES PELLICULES	739138	Sertraline	100	mg					
65	5006	SOLU CORTEF 100 MG C ACT O VIAL 1 FLACON POUR INJECTION	975125	Hydrocortisone	100	mg					
3	22752173	ORENCIA C 125 MG CLICKJECT 4 STYLO	1186087	abatacept	125	mg					
2088	2812	SOLU MEDROL 125 MG C ACT O VIAL 1 FLACON POUR INJECTION	1506270	Methylprednisolone	125	mg					
1794	6435	SOLU MEDROL 125 MG C S A B 1 POUDRE INJECTABLE AVEC SOLVANT	1506270	Methylprednisolone	125	mg					
197	26822	SPASMONAL C 135MG 120 COMPRIMES PELLICULES	19030751	alverine	135	mg					
239	25168	SPASMONAL C 135MG 40 COMPRIMES PELLICULES	19030751	alverine	135	mg					
5	26486754	REPATHA C 140MG 6 STYLO	46287466	evolocumab	140	mg					
473	6874843	XEPLION C 150 MG 1 SERINGUE PRETE A L EMPLOI	703244	paliperidone	150	mg					
1104	107281	RANITIDINE MYLAN C 150 MG 100 COMPRIMES PELLICULES	961047	Ranitidine	150	mg					
7	23866151	PRALUENT C 150MG 6 STYLO	46275447	alirocumab	150	mg					
11	10541295	RANITIDINE SANDOZ C 150 MG 112 COMPRIMES PELLICULES	961047	Ranitidine	150	mg					
7	10785910	APROVEL PI PHARMA C 150 MG 28 COMPRIMES PELLICULES	1347384	irbesartan	150	mg					
1	24117679	PRALUENT C 150MG 2 STYLO	46275447	alirocumab	150	mg					
30	7910565	APROVEL C 150 MG 56 COMPRIMES PELLICULES	1347384	irbesartan	150	mg					
345	95538	RANITIDINE MYLAN C 150 MG 56 COMPRIMES PELLICULES	961047	Ranitidine	150	mg					
33	11031013	RANITIDINE SANDOZ C 150 MG 28 COMPRIMES PELLICULES	961047	Ranitidine	150	mg					
384	93093	ZANTAC C 150 MG 112 COMPRIMES PELLICULES	961047	Ranitidine	150	mg					
15	17906	AURORIX C 150 MG 100 COMPRIMES PELLICULES	19010652	Moclobemide	150	mg					
1	37520	DIRYTMIN DURETTES C 150MG 120 COMPRIMES LIBERATION MODIFIEE	1335606	Disopyramide	150	mg					
37	6874838	XEPLION C 150 MG ET EN 100 MG 2 SERINGUE PRETE A L EMPLOI	703244	paliperidone	150	mg					
1756	4930069	RANITIDINE MYLAN C 150 MG 28 COMPRIMES PELLICULES	961047	Ranitidine	150	mg					
3	10541294	RANITIDINE SANDOZ C 150 MG 56 COMPRIMES PELLICULES	961047	Ranitidine	150	mg					
371	108678	DIOVANE C 160 MG 98 COMPRIMES PELLICULES	1308842	valsartan	160	mg					
3	11753125	GYNOSOYA FORTE C 175MG 60 GELULES	19100396	Soy Proteins	175	mg					
38	166193	GYNOSOYA C 175MG 120 GELULES	19100396	Soy Proteins	175	mg					
5	24714638	TREVICTA C 175MG 1 SUSPENSION INJ A LIBER PROL	703244	paliperidone	175	mg					
14	17569272	SEDISTRESS C 200 MG 98 COMPRIMES PELLICULES	19065820	Passiflora incarnata extract	200	mg					
1	76513	ZERIT C 200 MG 1 POUDRE POUR SUSPENSION ORALE	1781406	Stavudine	200	mg					
181	97765	SEROQUEL C 200 MG 60 COMPRIMES PELLICULES	766814	quetiapine	200	mg					
1861	42676	RYTHMODAN 250 MG LONG ACTION C 40 COMPRIMES LIBERATION MODIFIEE	1335606	Disopyramide	250	mg					
1	4819565	LEVOFLOXACINE SANDOZ C 250 MG 30 COMPRIMES PELLICULES	1742253	Levofloxacin	250	mg					
166	5005	SOLU CORTEF 250 MG C ACT O VIAL 1 FLACON POUR INJECTION	975125	Hydrocortisone	250	mg					
33	56691	ZINNAT C 250 MG 10 COMPRIMES PELLICULES	1778162	Cefuroxime	250	mg					
7	1091	DIPHANTOINE IV C 250 MG 5 AMPOULES	740910	Phenytoin	250	mg					
108	10054535	GAVISCON FRAISE C 250 MG 48 COMPRIMES A MACHER	19030059	alginic acid	250	mg					
1	14170	MACROMYCINE 250 MG C 16 SACHETS	1746940	Erythromycin	250	mg					
39	414835	ELUGYN FORT C 250MG 30 GELULES	19100396	Soy Proteins	250	mg					
36	187162	ELUGYN C 250MG 30 GELULES	19100396	Soy Proteins	250	mg					
9	88541	TAVANIC C 250 MG 50 COMPRIMES PELLICULES	1742253	Levofloxacin	250	mg					
12	24714639	TREVICTA C 263MG 1 SUSPENSION INJ A LIBER PROL	703244	paliperidone	263	mg					
104	115226	SEROQUEL C 300 MG 60 COMPRIMES PELLICULES	766814	quetiapine	300	mg					
19	11031014	RANITIDINE SANDOZ C 300 MG 28 COMPRIMES PELLICULES	961047	Ranitidine	300	mg					
436	95540	RANITIDINE MYLAN C 300 MG 56 COMPRIMES PELLICULES	961047	Ranitidine	300	mg					
4	10541296	RANITIDINE SANDOZ C 300 MG 56 COMPRIMES PELLICULES	961047	Ranitidine	300	mg					
1	8358722	IRBESARTAN EG C 300 MG 56 COMPRIMES PELLICULES	1347384	irbesartan	300	mg					
1	1245	ESTRACYT C 300MG 10 POUDRE INJECTABLE AVEC SOLVANT	1349025	Estramustine	300	mg					
30	11524823	RANITIDINE SANDOZ C 300 MG 112 COMPRIMES PELLICULES	961047	Ranitidine	300	mg					
709	95539	RANITIDINE MYLAN C 300 MG 28 COMPRIMES PELLICULES	961047	Ranitidine	300	mg					
454	93095	ZANTAC C 300 MG 56 COMPRIMES PELLICULES	961047	Ranitidine	300	mg					
8	24714640	TREVICTA C 350MG 1 SUSPENSION INJ A LIBER PROL	703244	paliperidone	350	mg					
136	10541241	IBUPROFEN ACTAVIS C 400 MG 100 COMPRIMES PELLICULES	1177480	Ibuprofen	400	mg					
5	24985893	AVELOX C 400 MG 80 COMPRIMES PELLICULES	1716903	moxifloxacin	400	mg					
387	10785770	IBUPROFEN ACTAVIS C 400 MG 30 COMPRIMES PELLICULES	1177480	Ibuprofen	400	mg					
2	35805	NETROMYCINE 400 MG SINGLE DOSE C 1 AMPOULES	19017585	Netilmicin	400	mg					
16	15719550	MOXIFLOXACIN EG C 400 MG 14 COMPRIMES PELLICULES	1716903	moxifloxacin	400	mg					
565	113613	ZINNAT C 500 MG 20 COMPRIMES PELLICULES	1778162	Cefuroxime	500	mg					
230	8119977	TAVANIC IMPEXECO C 500 MG 10 COMPRIMES PELLICULES	1742253	Levofloxacin	500	mg					
64	88542	TAVANIC C 500 MG 50 COMPRIMES PELLICULES	1742253	Levofloxacin	500	mg					
2	44581	GLAZIDIM C 500 MG 1 POUDRE INJECTABLE SANS SOLVANT	1776684	Ceftazidime	500	mg					
4	2926	SOLU CORTEF 500 MG C ACT O VIAL 1 FLACON POUR INJECTION	975125	Hydrocortisone	500	mg					
50	12279607	AZITHROMYCINE EG C 500 MG 12 COMPRIMES PELLICULES	1734104	Azithromycin	500	mg					
12	2931	SOLU MEDROL C 500 MG 1 POUDRE INJECTABLE AVEC SOLVANT	1506270	Methylprednisolone	500	mg					
1	181278	D MANNOSE 500MG V CAPS 120 DEBA	19124981	Mannose	500	mg					
1	65225	METHYLPREDNISOLONE 500 MG DAVID BULL 1 POUDRE INJECTABLE AVEC SOLVANT	1506270	Methylprednisolone	500	mg					
4	14171	MACROMYCINE 500 MG C 16 SACHETS	1746940	Erythromycin	500	mg					
9	24714641	TREVICTA C 525MG 1 SUSPENSION INJ A LIBER PROL	703244	paliperidone	525	mg					
2	8338014	GABASANDOZ C 600 MG 100 COMPRIMES PELLICULES	797399	gabapentin	600	mg					
18	10055025	BRUFEN FORTE IMPEXECO C 600 MG 30 COMPRIMES PELLICULES	1177480	Ibuprofen	600	mg					
3	163408	CEFUROXIM SODIUM SANDOZ C 750 MG 10 POUDRE INJECTABLE SANS SOLVANT	1778162	Cefuroxime	750	mg					
695	145605	METFORMAX C 850 MG 120 COMPRIMES PELLICULES	1503297	Metformin	850	mg					
10	2932	SOLU MEDROL C 1000 MG 1 POUDRE INJECTABLE AVEC SOLVANT	1506270	Methylprednisolone	1000	mg					
3	2927	SOLU CORTEF 1000 MG ACT O VIAL C 1 POUDRE INJECTABLE AVEC SOLVANT	975125	Hydrocortisone	1000	mg					
14	1414	CLAFORAN C 1000 MG 1 POUDRE INJECTABLE AVEC SOLVANT	1774470	Cefotaxime	1000	mg					
3	2995	FLUODONTYL 1350 C 1350MG 100G 1 DENTIFRICE	19069022	Sodium Fluoride	1350	mg					
9	45268	CLAFORAN C 2000 MG INJ 1 POUDRE INJECTABLE AVEC SOLVANT	1774470	Cefotaxime	2000	mg					
3	3970	CLAFORAN C 2000 MG INJ 25 POUDRE INJECTABLE AVEC SOLVANT	1774470	Cefotaxime	2000	mg					
1	45324	CLAFORAN C 2000 MG PERF 1 POUDRE INJECTABLE SANS SOLVANT	1774470	Cefotaxime	2000	mg					
206	90044	DERMESTRIL 25 C 0 025 MG 24H 26 DISPOSITIFS TRANSDERMIQUES	1548195	Estradiol	0.025	mg					
10	68005	DERMESTRIL 25 C 0 025 MG 24H 8 DISPOSITIFS TRANSDERMIQUES	1548195	Estradiol	0.025	mg					
12	68006	DERMESTRIL 50 C 0 050 MG 24H 8 DISPOSITIFS TRANSDERMIQUES	1548195	Estradiol	0.050	mg					
288	90043	DERMESTRIL 50 C 0 050 MG 24H 26 DISPOSITIFS TRANSDERMIQUES	1548195	Estradiol	0.050	mg					
1176	8852820	CERAZETTE C 0 075MG 364 COMPRIMES PELLICULES	1588000	Desogestrel	0.075	mg					
25	8376447	CELEA C 0 075MG 28 COMPRIMES PELLICULES	1588000	Desogestrel	0.075	mg					
639	87938	CERAZETTE C 0 075MG 28 COMPRIMES PELLICULES	1588000	Desogestrel	0.075	mg					
181	8376446	CELEA C 0 075MG 84 COMPRIMES PELLICULES	1588000	Desogestrel	0.075	mg					
136	11244796	CELEA C 0 075MG 168 COMPRIMES PELLICULES	1588000	Desogestrel	0.075	mg					
12105	87943	CERAZETTE C 0 075MG 84 COMPRIMES PELLICULES	1588000	Desogestrel	0.075	mg					
17	30082	SUPREFACT NASAL C 0 1MG 1 SPRAY MICRODOSEUR NASAL	19033280	Buserelin	0.1	mg					
3	87842	CHOLSTAT C 0 1MG 14 COMPRIMES PELLICULES	1551860	Pravastatin	0.1	mg					
14	45340	SUPREFACT NASAL C 0 1MG 4 SPRAY MICRODOSEUR NASAL	19033280	Buserelin	0.1	mg					
366	68007	DERMESTRIL 100 C 0 100 MG 24H 8 DISPOSITIFS TRANSDERMIQUES	1548195	Estradiol	0.100	mg					
1	837164	PRAMIPEXOL APOTEX C 0 18MG 30 COMPRIMES	720810	Pramipexole	0.18	mg					
4	87841	CHOLSTAT C 0 2MG 28 COMPRIMES PELLICULES	1551860	Pravastatin	0.2	mg					
6	2536226	ROPINIROL SANDOZ C 0 25 MG 84 COMPRIMES PELLICULES	713823	ropinirole	0.25	mg					
1	94025	CETROTIDE C 0 25MG 1 POUDRE INJECTABLE AVEC SOLVANT	1503983	cetrorelix	0.25	mg					
54	87840	CHOLSTAT C 0 3MG 28 COMPRIMES PELLICULES	1551860	Pravastatin	0.3	mg					
385	87839	CHOLSTAT C 0 3MG 98 COMPRIMES PELLICULES	1551860	Pravastatin	0.3	mg					
1	42358	TEMGESIC C 0 3MG 10 AMPOULES	1133201	Buprenorphine	0.3	mg					
1856	90152	FOLAVIT 0 4 MG TABL 90 X 0 4 MG	19111620	Folic Acid	0.4	mg					
5	166603	XAGRID C 0 5 MG 100 GELULES	1381253	anagrelide	0.5	mg					
3238	45197	DIPROLENE C 0 5 MG G 1 CREME	920458	Betamethasone	0.5	mg					
16000	174126	CHAMPIX C STARTER PACK 0 5MG 1MG 25 COMPRIMES PELLICULES	780442	varenicline	0.5	mg					
1	837165	PRAMIPEXOL APOTEX C 0 7MG 100 COMPRIMES	720810	Pramipexole	0.7	mg					
95	22751954	TRULICITY C 0 75MG 4 STYLO	45774435	dulaglutide	0.75	mg					
1	8358558	XIAPEX C 0 9 MG 1 PDRE ET SOLV POUR SOL INJ	40172153	collagenase Clostridium histolyticum	0.9	mg					
1	3309838	PRAMIPEXOL SANDOZ C 1 1MG 60 COMPRIMES	720810	Pramipexole	1.1	mg					
34	92172	URO HYTRIN C STARTER PACK 1 2 MG 14 COMPRIMES	1341238	Terazosin	1.2	mg					
484	22751955	TRULICITY C 1 5MG 4 STYLO	45774435	dulaglutide	1.5	mg					
3428	86903	DECAPEPTYL SUSTAINED RELEASE C 11 25 MG 1 POUDRE INJECTABLE AVEC SOLVANT	1343039	Triptorelin	11.25	mg					
1	416085	KETESSE C 12 5MG 10 COMPRIMES PELLICULES	19056874	Dexketoprofen	12.5	mg					
4	11030828	ALMOTRIPTAN SANDOZ C 12 5 MG 3 COMPRIMES PELLICULES	1103552	almotriptan	12.5	mg					
12	25904081	ANDROGEL C 16 2 MG G 1 GEL TRANSDERMIQUE	1636780	Testosterone	16.2	mg					
1	4822330	TESTOPATCH C 2 4MG 24H 30 DISPOSITIFS TRANSDERMIQUES	1636780	Testosterone	2.4	mg					
5	17588838	MUCOANGIN C 2 5 MG PULVERISATION 1 SPRAY BUCCAL	19088167	Ambroxol	2.5	mg					
2199	2357	PARLODEL C 2 5 MG 30 COMPRIMES	730548	Bromocriptine	2.5	mg					
190	72378	FLUDEX C 2 5 MG 60 COMPRIMES PELLICULES	978555	Indapamide	2.5	mg					
3204	113076	EMCONCOR MINOR C 2 5 MG 28 COMPRIMES PELLICULES	1338005	Bisoprolol	2.5	mg					
26	45417	TEMESTA C 2 5 MG 500 COMPRIMES PELLICULES	791967	Lorazepam	2.5	mg					
1	15714676	PRAMIPEXOL RETARD SANDOZ C 3 15MG 100 COMPRIMES LIBERATION MODIFIEE	720810	Pramipexole	3.15	mg					
1	415506	LEUPRORELIN SANDOZ C 3 6MG 1 IMPLANT	1351541	Leuprolide	3.6	mg					
1	80018	TESTODERM 3 6 C 3 6MG 24H 30 DISPOSITIFS TRANSDERMIQUES	1636780	Testosterone	3.6	mg					
1	23007903	GONAPEPTYL DEPOT C 3 75MG 3 POUDRE INJECTABLE AVEC SOLVANT	1343039	Triptorelin	3.75	mg					
3228	40239	DECAPEPTYL SUSTAINED RELEASE C 3 75 MG 1 POUDRE INJECTABLE AVEC SOLVANT	1343039	Triptorelin	3.75	mg					
1	19746596	EXELON PI PHARMA C 4 5MG 56 GELULES	733523	rivastigmine	4.5	mg					
3952	35615	IBEXONE 4 5 MG C 30 COMPRIMES	745268	ergoloid mesylates, USP	4.5	mg					
15	199769	CLAVULICS C 500 125MG 16 COMPRIMES	1759842	Clavulanate	125	mg					
1	148476	TRACLEER C 62 5MG 56 COMPRIMES PELLICULES	1321636	bosentan	62.5	mg					
258	19093	IMOVANE C 7 5 MG 30 COMPRIMES PELLICULES	19044883	zopiclone	7.5	mg					
179	109731	IMOVANE PI PHARMA C 7 5MG 30 COMPRIMES PELLICULES	991876	Loperamide	7.5	mg					
1	11031111	RIVASTIGMINE MYLAN C 9 5MG 24H 30 DISPOSITIFS TRANSDERMIQUES	733523	rivastigmine	9.5	mg					
275	52678	TEGRETOL C 400 MG	740275	Carbamazepine	400	mg					
8	23551733	BISOPROLOL SANDOZ C 5 MG	1338005	Bisoprolol	5	mg					
2	11774834	ESCITALOPRAM TEVA C 5 MG	715939	Escitalopram	5	mg					
1	11030914	MEMANTINE TEVA C 20 MG	701322	Memantine	20	mg					
1	98848	GENOTONORM PEN 5 3 MG	1584910	Somatropin	5.3	mg					
233	21351745	SIMVASTATIN SANDOZ C 20 MG	1539403	Simvastatin	20	mg					
3	11031091	DILTIAZEM RETARD EG C 300 MG	1328165	Diltiazem	300	mg					
3	24714765	PROGOR C 300 MG	1328165	Diltiazem	300	mg					
1	10541353	OLANZAPINE TEVA C 5 MG	785788	olanzapine	5	mg					
262	45431	IMODIUM C 2 MG	991876	Loperamide	2	mg					
86	197384	TAMIFLU C 75 MG	1799139	Oseltamivir	75	mg					
6	10541348	OMEPRAZOL SANDOZ IMPEXECO C 20 MG	923645	Omeprazole	20	mg					
1	8297168	VENLASAND SANDOZ C 37 5 MG	743670	venlafaxine	37.5	mg					
19	23866327	DULOXETINE SANDOZ C 30 MG	715259	duloxetine	30	mg					
716	148439	OMEPRAZOLE MYLAN C 20 MG	923645	Omeprazole	20	mg					
247	156015	OMEPRAZOLE MYLAN C 40 MG	923645	Omeprazole	40	mg					
5	2970367	RISPERIDON ODIS MYLAN C 1 MG	735979	Risperidone	1	mg					
1	17563497	OMEPRAZOLE MYLAN C 20 MG	923645	Omeprazole	20	mg					
5	25617645	PREGABALIN SANDOZ C 25 MG	734354	pregabalin	25	mg					
230	21351746	SIMVASTATIN SANDOZ C 40 MG	1539403	Simvastatin	40	mg					
