concept_code,note
F81.9,"Knowledge acquisition disability NOS"
F81.9,"Learning disability NOS"
F81.9,"Learning disorder NOS"
F82,"Clumsy child syndrome"
F82,"Developmental coordination disorder"
F82,"Developmental dyspraxia"
F84.0,"Autistic disorder"
F84.0,"Infantile autism"
F84.0,"Infantile psychosis"
F84.0,"Kanner's syndrome"
F84.1,"Atypical childhood psychosis"
F84.1,"Mental retardation with autistic features"
F84.3,"Dementia infantilis"
F84.3,"Disintegrative psychosis"
F84.3,"Heller's syndrome"
F84.3,"Symbiotic psychosis"
F84.5,"Autistic psychopathy"
F84.5,"Schizoid disorder of childhood"
F88,"Developmental agnosia"
F89,"Developmental disorder NOS"
F90.0,"Attention deficit disorder with hyperactivity"
F90.0,"Attention deficit hyperactivity disorder"
F90.0,"Attention deficit syndrome with hyperactivity"
F90.1,"Hyperkinetic disorder associated with conduct disorder"
F90.9,"Hyperkinetic reaction of childhood or adolescence NOS"
F90.9,"Hyperkinetic syndrome NOS"
F91.1,"Conduct disorder, solitary aggressive type"
F91.1,"Unsocialized aggressive disorder"
F91.2,"Conduct disorder, group type"
F91.2,"Group delinquency"
F91.2,"Offences in the context of gang membership"
F91.2,"Stealing in company with others"
F91.2,"Truancy from school"
F91.9,"Childhood behavioural disorder NOS"
F91.9,"Childhood conduct disorder NOS"
F92.0,"Conduct disorder in F91.- associated with depressive disorder in F32.-"
F92.8,"Conduct disorder in F91.- associated with emotional disorder in F93.-"
F92.8,"Conduct disorder in F91.- associated with neurotic disorder in F40-F48"
F93.2,"Avoidant disorder of childhood or adolescence"
F93.3,"Sibling jealousy"
F93.8,"Identity disorder"
F93.8,"Overanxious disorder"
F94.0,"Selective mutism"
F94.2,"Affectionless psychopathy"
F94.2,"Institutional syndrome"
F95.9,"Tic NOS"
F98.0,"Enuresis (primary)(secondary) of nonorganic origin"
F98.0,"Functional enuresis"
F98.0,"Psychogenic enuresis"
F98.0,"Urinary incontinence of nonorganic origin"
F98.1,"Functional encopresis"
F98.1,"Incontinence of faeces of nonorganic origin"
F98.1,"Psychogenic encopresis"
F98.2,"Rumination disorder of infancy"
F98.4,"Stereotype/habit disorder"
F98.8,"Attention deficit disorder without hyperactivity"
F98.8,"Excessive masturbation"
F98.8,"Nail-biting"
F98.8,"Nose-picking"
F98.8,"Thumb-sucking"
F99,"Mental illness NOS"
G00.0,"Meningitis due to Haemophilus influenzae"
G00.8,"Meningitis due to Escherichia coli"
G00.8,"Meningitis due to Friedl&auml;nder bacillus"
G00.8,"Meningitis due to Klebsiella"
G00.9,"Meningitis purulent NOS"
G00.9,"Meningitis pyogenic NOS"
G00.9,"Meningitis suppurative NOS"
G01,"Meningitis (in) anthrax (A22.8+)"
G01,"Meningitis (in) gonococcal (A54.8+)"
G01,"Meningitis (in) leptospirosis (A27.-+)"
G01,"Meningitis (in) listerial (A32.1+)"
G01,"Meningitis (in) Lyme disease (A69.2+)"
G01,"Meningitis (in) meningococcal (A39.0+)"
G01,"Meningitis (in) neurosyphilis (A52.1+)"
G01,"Meningitis (in) salmonella infection (A02.2+)"
G01,"&nbsp;&nbsp;&middot; congenital (A50.4+)"
G01,"&nbsp;&nbsp;&middot; secondary (A51.4+)"
G01,"&nbsp;&nbsp;&middot; secondary tuberculous (A17.0+)"
G01,"&nbsp;&nbsp;&middot; secondary typhoid fever (A01.0+)"
G02.0,"Meningitis (due to) adenoviral (A87.1+)"
G02.0,"Meningitis (due to) enteroviral (A87.0+)"
G02.0,"Meningitis (due to) herpesviral [herpes simplex] (B00.3+)"
G02.0,"Meningitis (due to) infectious mononucleosis (B27.-+)"
G02.0,"Meningitis (due to) measles (B05.1+)"
G02.0,"Meningitis (due to) mumps (B26.1+)"
G02.0,"Meningitis (due to) rubella (B06.0+)"
G02.0,"Meningitis (due to) varicella [chickenpox] (B01.0+)"
G02.0,"Meningitis (due to) zoster (B02.1+)"
G02.1,"Meningitis (in) candidal (B37.5+)"
G02.1,"Meningitis (in) coccidioidomycosis (B38.4+)"
G02.1,"Meningitis (in) cryptococcal (B45.1+)"
G02.8,"Meningitis due to African trypanosomiasis (B56.-+)"
G02.8,"Meningitis due to Chagas' disease (chronic) (B57.4+)"
G03.0,"Nonbacterial meningitis"
G03.9,"Arachnoiditis (spinal) NOS"
G04.8,"Postinfectious encephalitis and encephalomyelitis NOS"
G04.9,"Ventriculitis (cerebral) NOS"
G05.0,"Encephalitis, myelitis or encephalomyelitis (in) listerial (A32.1+)"
G05.0,"Encephalitis, myelitis or encephalomyelitis (in) meningococcal (A39.8+)"
G05.0,"&nbsp;&nbsp;&middot; congenital (A50.4+)"
G05.0,"&nbsp;&nbsp;&middot; late (A52.1+)"
G05.0,"&nbsp;&nbsp;&middot; late tuberculous (A17.8+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) adenoviral (A85.1+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) cytomegaloviral (B25.8+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) enteroviral (A85.0+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) herpesviral [herpes simplex] (B00.4+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) influenza (J10.8+, J11.8+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) measles (B05.0+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) mumps (B26.2+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) postchickenpox (B01.1+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) rubella (B06.0+)"
G05.1,"Encephalitis, myelitis or encephalomyelitis (in) zoster (B02.0+)"
G05.2,"Encephalitis, myelitis or encephalomyelitis in African trypanosomiasis (B56.-+)"
G05.2,"Encephalitis, myelitis or encephalomyelitis in Chagas' disease (chronic) (B57.4+)"
G05.2,"Encephalitis, myelitis or encephalomyelitis in naegleriasis (B60.2+)"
G05.2,"Encephalitis, myelitis or encephalomyelitis in toxoplasmosis (B58.2+)"
G05.2,"Eosinophilic meningoencephalitis (B83.2+)"
G05.8,"Encephalitis in systemic lupus erythematosus (M32.1+)"
G06.0,"Abscess (embolic)(of) brain [any part]"
G06.0,"Abscess (embolic)(of) cerebellar"
G06.0,"Abscess (embolic)(of) cerebral"
G06.0,"Abscess (embolic)(of) otogenic"
G06.0,"Intracranial abscess or granuloma epidural"
G06.0,"Intracranial abscess or granuloma extradural"
G06.0,"Intracranial abscess or granuloma subdural"
G06.1,"Abscess (embolic) of spinal cord [any part]"
G06.1,"Intraspinal abscess or granuloma epidural"
G06.1,"Intraspinal abscess or granuloma extradural"
G06.1,"Intraspinal abscess or granuloma subdural"
G07,"Abscess of brain amoebic (A06.6+)"
G07,"Abscess of brain gonococcal (A54.8+)"
G07,"Abscess of brain tuberculous (A17.8+)"
G07,"Schistosomiasis granuloma of brain (B65.-+)"
G07,"Tuberculoma of brain (A17.8+)"
G07,"Tuberculoma of meninges (A17.1+)"
G10,"Huntington's chorea"
G11.1,"Early-onset cerebellar ataxia with essential tremor"
G11.1,"Early-onset cerebellar ataxia with myoclonus [Hunt's ataxia]"
G11.1,"Early-onset cerebellar ataxia with retained tendon reflexes"
G11.1,"Friedreich's ataxia (autosomal recessive)"
G11.1,"X-linked recessive spinocerebellar ataxia"
G11.3,"Ataxia telangiectasia [Louis-Bar]"
G11.9,"Hereditary cerebellar ataxia NOS"
G11.9,"Hereditary cerebellar degeneration"
G11.9,"Hereditary cerebellar disease"
G11.9,"Hereditary cerebellar syndrome"
G12.1,"Progressive bulbar palsy of childhood [Fazio-Londe]"
G12.1,"Spinal muscular atrophy adult form"
G12.1,"Spinal muscular atrophy childhood form, type II"
G12.1,"Spinal muscular atrophy distal"
G12.1,"Spinal muscular atrophy juvenile form, type III [Kugelberg-Welander]"
G12.1,"Spinal muscular atrophy scapuloperoneal form"
G12.2,"Familial motor neuron disease"
G12.2,"Lateral sclerosis amyotrophic"
G12.2,"Lateral sclerosis primary"
G12.2,"Progressive bulbar palsy"
G12.2,"Progressive spinal muscular atrophy"
G13.0,"Carcinomatous neuromyopathy (C00-C97+)"
G13.0,"Sensorial paraneoplastic neuropathy [Denny Brown] (C00-D48+)"
G13.1,"Paraneoplastic limbic encephalopathy (C00-D48+)"
G20,"Hemiparkinsonism"
G20,"Paralysis agitans"
G20,"Parkinsonism or Parkinson's disease NOS"
G20,"Parkinsonism or Parkinson's disease idiopathic"
G20,"Parkinsonism or Parkinson's disease primary"
G22,"Syphilitic parkinsonism (A52.1+)"
G23.0,"Pigmentary pallidal degeneration"
G23.8,"Calcification of basal ganglia"
G24.1,"Idiopathic dystonia NOS"
G24.4,"Orofacial dyskinesia"
G24.9,"Dyskinesia NOS"
G25.0,"Familial tremor"
G25.2,"Intention tremor"
G25.3,"Drug-induced myoclonus"
G25.5,"Chorea NOS"
G25.8,"Restless legs syndrome"
G25.8,"Stiff-man syndrome"
G31.0,"Pick's disease"
G31.0,"Progressive isolated aphasia"
G31.2,"&nbsp;&nbsp;&middot; ataxia"
G31.2,"&nbsp;&nbsp;&middot; degeneration"
G31.2,"&nbsp;&nbsp;&middot; degenerationcerebral degeneration"
G31.2,"&nbsp;&nbsp;&middot; degenerationencephalopathy"
G31.2,"Dysfunction of autonomic nervous system due to alcohol"
G31.8,"Grey-matter degeneration [Alpers]"
G31.8,"Subacute necrotizing encephalopathy [Leigh]"
G35,"Multiple sclerosis (of) NOS"
G35,"Multiple sclerosis (of) brain stem"
G35,"Multiple sclerosis (of) cord"
G35,"Multiple sclerosis (of) disseminated"
G35,"Multiple sclerosis (of) generalized"
G36.0,"Demyelination in optic neuritis"
G37.0,"Periaxial encephalitis"
G37.0,"Schilder's disease"
G37.3,"Acute transverse myelitis NOS"
G40.0,"Benign childhood epilepsy with centrotemporal EEG spikes"
G40.0,"Childhood epilepsy with occipital EEG paroxysms"
G40.1,"Attacks without alteration of consciousness"
G40.1,"Simple partial seizures developing into secondarily generalized seizures"
G40.2,"Attacks with alteration of consciousness, often with automatisms"
G40.2,"Complex partial seizures developing into secondarily generalized seizures"
G40.3,"Benign myoclonic epilepsy in infancy"
G40.3,"Benign neonatal convulsions (familial)"
G40.3,"Childhood absence epilepsy [pyknolepsy]"
G40.3,"Epilepsy with grand mal seizures on awakening"
G40.3,"Juvenile absence epilepsy"
G40.3,"Juvenile myoclonic epilepsy [impulsive petit mal]"
G40.3,"Nonspecific epileptic seizures atonic"
G40.3,"Nonspecific epileptic seizures clonic"
G40.3,"Nonspecific epileptic seizures myoclonic"
G40.3,"Nonspecific epileptic seizures tonic"
G40.3,"Nonspecific epileptic seizures tonic-clonic"
G40.4,"Epilepsy with myoclonic absences"
G40.4,"Epilepsy with myoclonic-astatic seizures"
G40.4,"Infantile spasms"
G40.4,"Lennox-Gastaut syndrome"
G40.4,"Salaam attacks"
G40.4,"Symptomatic early myoclonic encephalopathy"
G40.4,"West's syndrome"
G40.5,"Epilepsia partialis continua [Kozhevnikof]"
G40.5,"Epileptic seizures related to alcohol"
G40.5,"Epileptic seizures related to drugs"
G40.5,"Epileptic seizures related to hormonal changes"
G40.5,"Epileptic seizures related to sleep deprivation"
G40.5,"Epileptic seizures related to stress"
G40.8,"Epilepsies and epileptic syndromes undetermined as to whether they are focal or generalized"
G40.9,"Epileptic convulsions NOS"
G40.9,"Epileptic fits NOS"
G40.9,"Epileptic seizures NOS"
G41.0,"Tonic-clonic status epilepticus"
G41.1,"Epileptic absence status"
G43.1,"Migraine aura without headache"
G43.1,"Migraine basilar"
G43.1,"Migraine equivalents"
G43.1,"Migraine familial hemiplegic"
G43.1,"&nbsp;&nbsp;&middot; acute-onset aura"
G43.1,"&nbsp;&nbsp;&middot; prolonged aura"
G43.1,"&nbsp;&nbsp;&middot; typical aura"
G43.8,"Ophthalmoplegic migraine"
G43.8,"Retinal migraine"
G44.0,"Chronic paroxysmal hemicrania"
G44.0,"Cluster headache chronic"
G44.0,"Cluster headache episodic"
G44.1,"Vascular headache NOS"
G44.2,"Chronic tension-type headache"
G44.2,"Episodic tension headache"
G44.2,"Tension headache NOS"
G45.9,"Spasm of cerebral artery"
G45.9,"Transient cerebral ischaemia NOS"
G46.3,"Syndrome Benedikt"
G46.3,"Syndrome Claude"
G46.3,"Syndrome Foville"
G46.3,"Syndrome Millard-Gubler"
G46.3,"Syndrome Wallenberg"
G46.3,"Syndrome Weber"
G47.2,"Delayed sleep phase syndrome"
G47.2,"Irregular sleep-wake pattern"
G47.3,"Sleep apnoea central"
G47.3,"Sleep apnoea obstructive"
G47.8,"Kleine-Levin syndrome"
,"current traumatic nerve, nerve root and plexus disorders - see nerve injury by body region"
,"peripheral neuritis in pregnancy (O26.8)"
,"radiculitis NOS (M54.1)"
G50.0,"Syndrome of paroxysmal facial pain"
G50.0,"Tic douloureux"
G51.0,"Facial palsy"
G51.2,"Melkersson-Rosenthal syndrome"
G52.0,"Disorder of 1st cranial nerve"
G52.1,"Disorder of 9th cranial nerve"
G52.1,"Glossopharyngeal neuralgia"
G52.2,"Disorder of pneumogastric [10th] nerve"
G52.3,"Disorder of 12th cranial nerve"
G52.7,"Polyneuritis cranialis"
G53.0,"Postherpetic geniculate ganglionitis"
G53.0,"Postherpetic trigeminal neuralgia"
G54.0,"Thoracic outlet syndrome"
G54.5,"Parsonage-Aldren-Turner syndrome"
G54.5,"Shoulder-girdle neuritis"
G54.7,"Phantom limb syndrome NOS"
G56.2,"Tardy ulnar nerve palsy"
G56.8,"Interdigital neuroma of upper limb"
G57.1,"Lateral cutaneous nerve of thigh syndrome"
G57.3,"Peroneal nerve palsy"
G57.6,"Morton's metatarsalgia"
G57.8,"Interdigital neuroma of lower limb"
,"neuralgia NOS (M79.2)"
,"neuritis NOS (M79.2)"
,"peripheral neuritis in pregnancy (O26.8)"
,"radiculitis NOS (M54.1)"
G60.0,"Disease Charcot-Marie-Tooth"
G60.0,"Disease D&eacute;jerine-Sottas"
G60.0,"Hereditary motor and sensory neuropathy, types I-IV"
G60.0,"Hypertrophic neuropathy of infancy"
G60.0,"Peroneal muscular atrophy (axonal type)(hypertrophic type)"
G60.0,"Roussy-L&eacute;vy syndrome"
G60.8,"Morvan's disease"
G60.8,"Nelaton's syndrome"
G60.8,"Sensory neuropathy dominantly inherited"
G60.8,"Sensory neuropathy recessively inherited"
G61.0,"Acute (post-)infective polyneuritis"
G62.8,"Radiation-induced polyneuropathy"
G62.9,"Neuropathy NOS"
G63.0,"Polyneuropathy (in) diphtheria (A36.8+)"
G63.0,"Polyneuropathy (in) infectious mononucleosis (B27.-+)"
G63.0,"Polyneuropathy (in) leprosy (A30.-+)"
G63.0,"Polyneuropathy (in) Lyme disease (A69.2+)"
G63.0,"Polyneuropathy (in) mumps (B26.8+)"
G63.0,"Polyneuropathy (in) postherpetic (B02.2+)"
G63.0,"Polyneuropathy (in) syphilis, late (A52.1+)"
G63.0,"Polyneuropathy (in) congenital syphilis, late (A50.4+)"
G63.0,"Polyneuropathy (in) tuberculous (A17.8+)"
G63.8,"Uraemic neuropathy (N18.8+)"
G64,"Disorder of peripheral nervous system NOS"
G71.0,"Muscular dystrophy autosomal recessive, childhood type, resembling Duchenne or Becker"
G71.0,"Muscular dystrophy benign [Becker]"
G71.0,"Muscular dystrophy benign scapuloperoneal with early contractures [Emery-Dreifuss]"
G71.0,"Muscular dystrophy distal"
G71.0,"Muscular dystrophy facioscapulohumeral"
G71.0,"Muscular dystrophy limb-girdle"
G71.0,"Muscular dystrophy ocular"
G71.0,"Muscular dystrophy oculopharyngeal"
G71.0,"Muscular dystrophy scapuloperoneal"
G71.0,"Muscular dystrophy severe [Duchenne]"
G71.1,"Dystrophia myotonica [Steinert]"
G71.1,"Myotonia chondrodystrophic"
G71.1,"Myotonia drug-induced"
G71.1,"Myotonia symptomatic"
G71.1,"Myotonia congenita NOS"
G71.1,"Myotonia congenita dominant [Thomsen]"
G71.1,"Myotonia congenita recessive [Becker]"
G71.1,"Neuromyotonia [Isaacs]"
G71.1,"Paramyotonia congenita"
G71.1,"Pseudomyotonia"
G71.2,"Congenital muscular dystrophy NOS"
G71.2,"Congenital muscular dystrophy with specific morphological abnormalities of the muscle fibre"
G71.2,"Disease central core"
G71.2,"Disease minicore"
G71.2,"Disease multicore"
G71.2,"Fibre-type disproportion"
G71.2,"Myopathy myotubular (centronuclear)"
G71.2,"Myopathy nemaline"
G71.9,"Hereditary myopathy NOS"
G72.3,"Periodic paralysis (familial) hyperkalaemic"
G72.3,"Periodic paralysis (familial) hypokalaemic"
G72.3,"Periodic paralysis (familial) myotonic"
G72.3,"Periodic paralysis (familial) normokalaemic"
G73.0,"Myasthenic syndromes in diabetic amyotrophy (E10-E14+"
G73.0,"Myasthenic syndromes in thyrotoxicosis [hyperthyroidism] (E05.-+)"
G73.5,"Myopathy in hyperparathyroidism (E21.0-E21.3+)"
G73.5,"Myopathy in hypoparathyroidism (E20.-+)"
G73.5,"Thyrotoxic myopathy (E05.-+)"
G73.6,"Myopathy in glycogen storage disease (E74.0+)"
G73.6,"Myopathy in lipid storage disorders (E75.-+)"
G73.7,"Myopathy in rheumatoid arthritis (M05-M06+)"
G73.7,"Myopathy in scleroderma (M34.8+)"
G73.7,"Myopathy in sicca syndrome [Sj&ouml;gren] (M35.0+)"
G73.7,"Myopathy in systemic lupus erythematosus (M32.1+)"
G80.0,"Congenital spastic paralysis (cerebral)"
G80.3,"Athetoid cerebral palsy"
G80.8,"Mixed cerebral palsy syndromes"
G80.9,"Cerebral palsy NOS"
G82.2,"Paralysis of both lower limbs NOS"
G82.2,"Paraplegia (lower) NOS"
G82.5,"Quadriplegia NOS"
G83.0,"Diplegia (upper)"
G83.0,"Paralysis of both upper limbs"
G83.1,"Paralysis of lower limb"
G83.2,"Paralysis of upper limb"
G83.4,"Neurogenic bladder due to cauda equina syndrome"
G83.8,"Todd's paralysis (postepileptic)"
G90.0,"Carotid sinus syncope"
G90.2,"Bernard(-Horner) syndrome"
G90.3,"Neurogenic orthostatic hypotension [Shy-Drager]"
G93.0,"Arachnoid cyst"
G93.0,"Porencephalic cyst, acquired"
G93.3,"Benign myalgic encephalomyelitis"
G93.8,"Postradiation encephalopathy"
G95.1,"Acute infarction of spinal cord (embolic)(nonembolic)"
G95.1,"Arterial thrombosis of spinal cord"
G95.1,"Haematomyelia"
G95.1,"Nonpyogenic intraspinal phlebitis and thrombophlebitis"
G95.1,"Oedema of spinal cord"
G95.1,"Subacute necrotic myelopathy"
G95.8,"Cord bladder NOS"
G95.8,"Myelopathy drug-induced"
G95.8,"Myelopathy radiation-induced"
G95.9,"Myelopathy NOS"
G96.1,"Meningeal adhesions (cerebral)(spinal)"
G98,"Nervous system disorder NOS"
G99.0,"Amyloid autonomic neuropathy (E85.-+)"
G99.0,"Diabetic autonomic neuropathy (E10-E14+"
G99.2,"Anterior spinal and vertebral artery compression syndromes (M47.0+)"
G99.2,"Myelopathy in intervertebral disc disorders (M50.0+, M51.0+)"
G99.2,"Myelopathy in neoplastic disease (C00-D48+)"
G99.2,"Myelopathy in spondylosis (M47.-+)"
H02.5,"Ankyloblepharon"
H02.5,"Blepharophimosis"
H02.5,"Lid retraction"
H02.8,"Hypertrichosis of eyelid"
H02.8,"Retained foreign body in eyelid"
H03.0,"Dermatitis of eyelid due to Demodex species (B88.0+)"
H03.0,"Parasitic infestation of eyelid in leishmaniasis (B55.-+)"
H03.0,"Parasitic infestation of eyelid in loiasis (B74.3+)"
H03.0,"Parasitic infestation of eyelid in onchocerciasis (B73+)"
H03.0,"Parasitic infestation of eyelid in phthiriasis (B85.3+)"
H03.1,"Involvement of eyelid in herpesviral [herpes simplex] infection (B00.5+)"
H03.1,"Involvement of eyelid in leprosy (A30.-+)"
H03.1,"Involvement of eyelid in molluscum contagiosum (B08.1+)"
H03.1,"Involvement of eyelid in tuberculosis (A18.4+)"
H03.1,"Involvement of eyelid in yaws (A66.-+)"
H03.1,"Involvement of eyelid in zoster (B02.3+)"
H03.8,"Involvement of eyelid in impetigo (L01.0+)"
H04.0,"Chronic enlargement of lacrimal gland"
H04.1,"Dacryops"
H04.1,"Dry eye syndrome"
H04.1,"Lacrimal cyst"
H04.1,"Lacrimal gland atrophy"
H04.5,"Dacryolith"
H04.5,"Eversion of lacrimal punctum"
H04.5,"Stenosis of lacrimal canaliculi"
H04.5,"Stenosis of lacrimal duct"
H04.5,"Stenosis of lacrimal sac"
H04.6,"Lacrimal fistula"
H05.0,"Tenonitis"
H05.1,"Granuloma of orbit"
H05.2,"Displacement of globe (lateral) NOS"
H05.5,"Retrobulbar foreign body"
H05.8,"Cyst of orbit"
H06.1,"Echinococcus infection of orbit (B67.-+)"
H06.1,"Myiasis of orbit (B87.2+)"
H11.1,"Conjunctival argyrosis [argyria]"
H11.1,"Conjunctival concretions"
H11.1,"Conjunctival pigmentation"
H11.1,"Conjunctival xerosis NOS"
H11.2,"Symblepharon"
H11.3,"Subconjunctival haemorrhage"
H11.4,"Conjunctival aneurysm"
H11.4,"Conjunctival hyperaemia"
H11.4,"Conjunctival oedema"
H11.8,"Pseudopterygium"
H13.1,"Conjunctivitis (due to) Acanthamoeba (B60.1+)"
H13.1,"Conjunctivitis (due to) adenoviral follicular (acute) (B30.1+)"
H13.1,"Conjunctivitis (due to) chlamydial (A74.0+)"
H13.1,"Conjunctivitis (due to) diphtheritic (A36.8+)"
H13.1,"Conjunctivitis (due to) gonococcal (A54.3+)"
H13.1,"Conjunctivitis (due to) haemorrhagic (acute)(epidemic) (B30.3+)"
H13.1,"Conjunctivitis (due to) herpesviral [herpes simplex] (B00.5+)"
H13.1,"Conjunctivitis (due to) meningococcal (A39.8+)"
H13.1,"Conjunctivitis (due to) Newcastle (B30.8+)"
H13.1,"Conjunctivitis (due to) zoster (B02.3+)"
H15.8,"Equatorial staphyloma"
H15.8,"Scleral ectasia"
H16.0,"&nbsp;&nbsp;&middot; NOS"
H16.0,"&nbsp;&nbsp;&middot; central"
H16.0,"&nbsp;&nbsp;&middot; marginal"
H16.0,"&nbsp;&nbsp;&middot; perforated"
H16.0,"&nbsp;&nbsp;&middot; ring"
