concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
"Percutaneous biopsy of intracranial tissue with control by imaging techniques Basal ganglia"		"OPS"			"1-401.1"			
"Plastic correction of protruding ears, By correction of the ear cartilage and excision of soft tissue"		"OPS"			"5-184.2"			
"Tympanoplasty Type II bis V, Without implantation of a prosthesis"		"OPS"			"5-195.90"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques pleura"		"OPS"			"1-432.1"			
"Closed reduction of joint dislocation without internal fixation toe joint"		"OPS"			"8-201.r"			
"Extracorporeal shock wave therapy on the musculoskeletal system elbow"		"OPS"			"8-115.1"			
"Percutaneously cystoscopic biopsy of urinary organs and prostate renal pelvis"		"OPS"			"1-462.0"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in the gallbladder and bile ducts"		"OPS"			"8-111"			
"Transrectal biopsy at the male sex organs"		"OPS"			"1-464"			
"Desinvagination by gas"		"OPS"			"8-122.1"			
"Instrumental 3D gait analysis with electromyography"		"OPS"			"1-798.2"			
"Transposition of an oblique eye muscle muscle part"		"OPS"			"5-10h.1"			
"Biopsy on peripheral nerves by incision other"		"OPS"			"1-513.x"			
"Dünndarmmanometrie"		"OPS"			"1-318"			
"Combined operations on the eye muscles 2 operation on oblique muscles"		"OPS"			"5-10k.2"			
"Biopsy without incision of the mouth and oral cavity lip"		"OPS"			"1-420.0"			
"Biopsy of the pancreas by incision"		"OPS"			"1-553"			
"Therapeutic drainage of the pleural cavity Kleinlumig, other catheter"		"OPS"			"8-144.2"			
"Stereotactic biopsy of pituitary and pineal pineal"		"OPS"			"1-515.1"			
"Construction and reconstruction of the external auditory canal, other"		"OPS"			"5-185.x"			
"Other operations on the iris Solution of Goniosynechien (anterior chamber angle)"		"OPS"			"5-137.3"			
"Closed reduction of joint dislocation without internal fixation Elbow joint not otherwise specified"		"OPS"			"8-201.u"			
"Removing a foreign body from the back of the eye other"		"OPS"			"5-150.x"			
"Biopsy of the liver by incision other"		"OPS"			"1-551.x"			
"Biopsy of mediastinal and other intrathoracic organs by incision, pleura"		"OPS"			"1-581.4"			
"Removing a foreign body from the back of the eye By incision sclera"		"OPS"			"5-150.1"			
"Closed reduction of fracture without internal fixation tibia proximal"		"OPS"			"8-200.k"			
"Magnetoencephalography [MEG] For localization of epileptic foci"		"OPS"			"1-20b.0"			
"Other operations on conjunctiva other"		"OPS"			"5-119.x"			
"Secondary introduction, revision and removal of an orbital implant, other"		"OPS"			"5-165.x"			
"Manipulation of the urinary bladder other"		"OPS"			"8-132.x"			
"Combined operations on the eye muscles Operation on at least 3 oblique muscles"		"OPS"			"5-10k.3"			
"Removal of an implant after glaucoma surgery"		"OPS"			"5-169.5"			
"Other diagnostic catheterization to heart and blood vessels Probing of collateral vessels"		"OPS"			"1-279.8"			
"Other operations on the iris Surgery with implantation of an artificial iris diaphragm"		"OPS"			"5-137.6"			
"Surgical removal of a foreign body from the cornea not otherwise specified"		"OPS"			"5-120.y"			
"diagnostic colonoscopy partial"		"OPS"			"1-650.0"			
"(Secondary) introducing and changing a lens alloplastic other"		"OPS"			"5-146.x"			
"Special dressing techniques Up to 7 days"		"OPS"			"8-190.30"			
"Therapeutic percutaneous puncture of organs of thorax pericardium"		"OPS"			"8-152.0"			
"Revision, bills and removal of a cerclage or seal that has been created for the fixation of the retina not otherwise specified"		"OPS"			"5-153.y"			
"Foreign body removal by endoscopy other"		"OPS"			"8-100.4x"			
"Instrumental 3D gait analysis not otherwise specified"		"OPS"			"1-798.y"			
"Biopsy of lymph nodes by incision Pelvin"		"OPS"			"1-586.7"			
"Therapeutic purging of the retroperitoneal space in case of laying drainage and temporary abdominal closure other"		"OPS"			"8-177.x"			
"Diagnostic urethrocystoscopy an augmented bladder With artificial sphincter"		"OPS"			"1-663.1"			
"Closed reduction of joint dislocation without internal fixation humeroradial"		"OPS"			"8-201.t"			
"Other iridectomy and iridotomy Excision of prolapsed iris"		"OPS"			"5-136.3"			
"Transseptal left heart catheterization pressure measurement"		"OPS"			"1-274.0"			
"Electrophysiological examination of the heart, not catheter-based"		"OPS"			"1-266"			
"Other biopsy without incision of other digestive organs other"		"OPS"			"1-449.x"			
"Closed reduction of fracture without internal fixation Phalanges Hand"		"OPS"			"8-200.c"			
"Tympanoplasty with atticotomy or atticoantrotomy, With implantation of an autogenous graft (for example, auto ossicles)"		"OPS"			"5-195.a1"			
"Applying and changing a duodenal or jejunal feeding tube Transnasal, endoscopic"		"OPS"			"8-125.1"			
"Other operations on the eye muscles Operations on the conjunctiva"		"OPS"			"5-11"			
"Other therapeutic rinses"		"OPS"			"8-179"			
"Other operations for fixation of the retina"		"OPS"			"5-154"			
"diagnostic esophagogastroduodenoscopy"		"OPS"			"1-631"			
"Instrumental 3D function analysis of the spine other"		"OPS"			"1-799.x"			
"Diagnostic endoscopy of the upper gastrointestinal tract over a stoma diagnostic esophagoscopy"		"OPS"			"1-638.0"			
"Biopsy of bone by incision Carpal, metacarpal and phalanges hand"		"OPS"			"1-503.3"			
"Reinforcing interventions at an oblique eye muscle resection"		"OPS"			"5-10f.0"			
"Percutaneous (needle) biopsy tissue intraspinal other"		"OPS"			"1-404.x"			
"Lowering of intraocular pressure by not filtering operations With the introduction of medicaments for the inhibition of fibrosis"		"OPS"			"5-134.01"			
"Therapeutic percutaneous puncture of a joint toe joint"		"OPS"			"8-158.r"			
"Excision and destruction of diseased tissue of the iris, ciliary body and sclera Destruction of diseased tissue of the ciliary body"		"OPS"			"5-135.4"			
"Foreign body removal by endoscopy By bronchoscopy with a rigid instrument"		"OPS"			"8-100.5"			
"Removing a foreign body from the back of the eye Transpupillar"		"OPS"			"5-150.2"			
"Surgical removal of a foreign body from the cornea"		"OPS"			"5-120"			
"Insert, change and removal of a ureteral stent [Ureteral] intraoperative"		"OPS"			"8-137.03"			
"Foreign body removal without incision"		"OPS"			"8-101"			
"Biopsy intraspinal tissue incision by Diagnostic opening of the spinal canal"		"OPS"			"1-512.3"			
"Operations for pterygium Excision with other plastic or free graft"		"OPS"			"5-122.4"			
"Preauricular excision"		"OPS"			"5-181.3"			
"Therapeutic purging of a joint proximal radioulnar"		"OPS"			"8-178.5"			
"Right heart catheterization Not otherwise specified"		"OPS"			"1-273.y"			
"Plastic reconstruction of parts of the auricle, With cartilage transplant"		"OPS"			"5-186.2"			
"Therapeutic percutaneous puncture of the central nervous system and eye Posterior chamber"		"OPS"			"8-151.6"			
"Transrectal biopsy at the male sex organs Punch biopsy of the prostate"		"OPS"			"1-464.0"			
"Investigation of cerebro spinal fluid system pharmacological test"		"OPS"			"1-204.7"			
"Biopsy of lacrimal gland and lacrimal duct by incision"		"OPS"			"1-522"			
"Registration of evoked potentials Vestibular myogenic [VEMP]"		"OPS"			"1-208.9"			
"Biopsy on joints and bursae by incision finger joint"		"OPS"			"1-504.b"			
"Percutaneously cystoscopic biopsy of urinary organs and prostate ureter"		"OPS"			"1-462.1"			
"Therapeutic drainage of the pleural cavity"		"OPS"			"8-144"			
"Electromyography [EMG]"		"OPS"			"1-205"			
"Excision and destruction of (diseased) tissues of the conjunctiva destruction"		"OPS"			"5-112.0"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body Removing a suture"		"OPS"			"5-139.5"			
"Percutaneous biopsy on endocrine organs with control by imaging techniques Not otherwise specified"		"OPS"			"1-407.y"			
"Other diagnostic catheterization to heart and blood vessels Coronary angiography with determining the intracoronary pressure conditions by pressure wire measurement"		"OPS"			"1-279.a"			
"Inserting an extrabulbar drug carrier"		"OPS"			"5-169.3"			
"Endosonographic biopsy of endocrine organs other"		"OPS"			"1-408.x"			
"Desinvagination other"		"OPS"			"8-122.x"			
"Vitrectomy with other access and other operations on vitreous other"		"OPS"			"5-159.x"			
"Other operations on orbita, eye and eyeball, other"		"OPS"			"5-169.x"			
"Revision of an orbital implant"		"OPS"			"5-165.2"			
"Exenteration of the orbita without preservation of the eyelid skin, With the introduction of alloplastic material"		"OPS"			"5-164.43"			
"Diagnostic laparoscopy (peritoneoscopy)"		"OPS"			"1-694"			
"Excision and destruction of diseased tissue of the iris, ciliary body and sclera Excision of diseased tissue of the iris"		"OPS"			"5-135.0"			
"Measurement of the intraocular pressure Studies in ENT"		"OPS"			"1-24"			
"Biopsy of bone by incision Tibia and fibula"		"OPS"			"1-503.7"			
"Percutaneous (needle) biopsy of peripheral nerves nerve trunk"		"OPS"			"1-405.5"			
"Biopsy without incision on the larynx Not otherwise specified"		"OPS"			"1-421.y"			
"Foreign body removal by endoscopy with cryoprobe"		"OPS"			"8-100.31"			
"Standardized geriatric base Assessment (GBA)"		"OPS"			"1-771"			
"Foreign body removal by endoscopy with tongs"		"OPS"			"8-100.40"			
"Association for large-scale and serious skin diseases Moist dressing with antiseptic solution"		"OPS"			"8-191.0"			
"Corneal transplantation and keratoprosthetics Untyped HLA"		"OPS"			"5-125.10"			
"Capsulotomy of the lens Capsulotomy, surgical"		"OPS"			"5-142.1"			
"diagnostic pharyngoscopy Indirectly"		"OPS"			"1-611.1"			
"Other manipulations of the urinary tract without fluoroscopy"		"OPS"			"8-139.00"			
"Refractive keratoplasty and other reconstruction of the cornea not radially"		"OPS"			"5-126.01"			
"Biopsy without incision of eyelid and eyebrow eyebrow"		"OPS"			"1-412.1"			
"Reconstruction of the orbital wall, other"		"OPS"			"5-167.x"			
"Other operations on the retina Injection of drugs into the posterior segment"		"OPS"			"5-156.9"			
"Diagnostic endoscopy of the upper airways"		"OPS"			"1-61"			
"Other operations on the oblique muscles Removing a muscle suture"		"OPS"			"5-10j.1"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in the urinary organs"		"OPS"			"8-110"			
"Chromoendoscopy of the lower digestive tract"		"OPS"			"1-655"			
"Biopsy the nasal interior by incision"		"OPS"			"1-537"			
"Association for large-scale and serious skin diseases 500 cm² to 1000 cm² under the body surface"		"OPS"			"8-191.71"			
"Foreign body removal by endoscopy by ureterorenoscopy"		"OPS"			"8-100.c"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body Without further measures,"		"OPS"			"5-139.10"			
"Plastic reconstruction of the orbita, With mucosa graft"		"OPS"			"5-166.01"			
"Association for large-scale and serious skin diseases 1000 cm² to 1500 cm² under the body surface"		"OPS"			"8-191.72"			
"diagnostic esophagogastroduodenoscopy other"		"OPS"			"1-631.x"			
"Endoscopic insertion and removal of a gastric balloon"		"OPS"			"8-127"			
"Diagnostic endoscopy of the upper gastrointestinal tract over a stoma not otherwise specified"		"OPS"			"1-638.y"			
"Magnetoencephalography [MEG] other"		"OPS"			"1-20b.x"			
"Other operations on the oblique muscles other"		"OPS"			"5-10j.x"			
"Biopsy intraspinal tissue incision by spinal cord"		"OPS"			"1-512.0"			
"Combined operations on the eye muscles Operation on at least 3 recti"		"OPS"			"5-10k.1"			
"Therapeutic lavage (lavage) of the lung and the pleural cavity 1 through 7 rinses"		"OPS"			"8-173.10"			
"Registration of evoked potentials Not otherwise specified"		"OPS"			"1-208.y"			
"Stereotactic biopsy of intracranial tissue Intracranial blood vessels"		"OPS"			"1-511.5"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques spleen"		"OPS"			"1-426.8"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation"		"OPS"			"5-133"			
"Endoscopic biopsy respiratory organs Not otherwise specified"		"OPS"			"1-430.y"			
"Removal of the eyeball [enucleation], With simultaneous insertion of an orbital implant outside the Tenon capsule, Bulb placeholder made of non-resorbable, microporous material, with fibrovascular integration, with titanium mesh"		"OPS"			"5-163.24"			
"Biopsy of lymph nodes by incision axillary"		"OPS"			"1-586.2"			
"Closed reduction of fracture without internal fixation humerus distal"		"OPS"			"8-200.3"			
"Diagnostic endoscopy of the upper gastrointestinal tract"		"OPS"			"1-63"			
"Other manipulations of the urinary tract"		"OPS"			"8-139"			
"Corneal transplantation and keratoprosthetics"		"OPS"			"5-125"			
"Operations on the sclera other"		"OPS"			"5-138.x"			
"Biopsy intraspinal tissue incision by not otherwise specified"		"OPS"			"1-512.y"			
"Other biopsy without incision of other digestive organs Not otherwise specified"		"OPS"			"1-449.y"			
"Transrectal biopsy at the male sex organs with control by imaging techniques Less than 20 cylinders"		"OPS"			"1-466.00"			
"Corneal transplantation and keratoprosthetics With a biological coating, individual patient"		"OPS"			"5-125.41"			
"Other therapeutic catheterization and insert cannula"		"OPS"			"8-149"			
"Load test with substances for the detection of a metabolic disorder"		"OPS"			"1-760"			
"Resection of the auricle, other"		"OPS"			"5-182.x"			
"Removal of a foreign body from orbit and eyeball not otherwise specified Eyeball, not otherwise specified, With magnetic"		"OPS"			"5-161.1"			
"pH monitoring of the esophagus Without long-impedance measurement"		"OPS"			"1-316.10"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body By introducing drugs"		"OPS"			"5-139.12"			
"diagnostic rectoscopy"		"OPS"			"1-654"			
"Biopsy without incision on pharynx oropharynx"		"OPS"			"1-422.0"			
"Closed reduction of joint dislocation without internal fixation subtalar"		"OPS"			"8-201.m"			
"Electrophysiological examination of the heart catheter-based, When syncope of unknown origin"		"OPS"			"1-265.8"			
"Lowering of intraocular pressure by not filtering operations With the introduction of medicaments for the inhibition of fibrosis"		"OPS"			"5-134.11"			
"Debilitating interventions at an oblique eye muscle Rear storage in slings"		"OPS"			"5-10g.1"			
"Percutaneous biopsy on endocrine organs with control by imaging techniques thyroid"		"OPS"			"1-407.2"			
"Pancreatic function test with aspiration of duodenal juice through a duodenal"		"OPS"			"1-761"			
"Other therapeutic rinses Instillation in vacuum therapy"		"OPS"			"8-179.3"			
"Closed reduction of joint dislocation without internal fixation Radio Carpal Joint"		"OPS"			"8-201.8"			
"Biopsy of other urinary organs by incision not otherwise specified"		"OPS"			"1-562.y"			
"Conjunctivoplasty From the ipsilateral eye"		"OPS"			"5-113.00"			
